age	region	kids04	kids59	compositeHourlyWages	education	working	familyIncome
5256	39	Ontario	No	No	6.41	15.5	TRUE	36277
5257	63	Prairies	No	No	7.67	11.5	TRUE	44558
5258	41	Ontario	No	No	17.42	12	TRUE	39437
5259	59	BC	No	No	0	18	FALSE	52866
5260	42	Atlantic	No	No	0	13	FALSE	49795
5261	29	Quebec	Yes	No	28.95	16	TRUE	1177
5262	34	Ontario	No	Yes	11.82	16	TRUE	34042
5263	48	Prairies	No	No	9.35	13.1	TRUE	9910
5264	46	Prairies	No	No	13.97	17	TRUE	21060
5265	40	Quebec	No	Yes	0	13	FALSE	43833
5266	34	Ontario	No	Yes	20.5	18.3	TRUE	14686
5267	33	Prairies	No	Yes	0	10	FALSE	36168
5268	34	Prairies	No	Yes	23.52	16.1	TRUE	54691
5269	47	Atlantic	No	No	6.03	8	TRUE	27760
5270	59	Ontario	No	No	6.72	12	TRUE	47371
5271	34	Ontario	Yes	No	0	10	FALSE	38315
5272	23	Prairies	Yes	No	0	12.5	FALSE	24677
5273	42	Ontario	No	No	0	10	FALSE	60544
5274	43	Prairies	Yes	No	21.01	15	TRUE	59921
5275	35	Quebec	Yes	Yes	12.16	20	TRUE	21672
5277	26	Atlantic	Yes	No	18.75	16.5	TRUE	27937
5278	37	Prairies	No	No	0	14	FALSE	15541
5279	31	Quebec	No	No	30.72	17	TRUE	38395
5280	30	Atlantic	Yes	Yes	5.27	11	TRUE	6702
5281	55	Prairies	No	No	0	12	FALSE	68977
5282	47	Quebec	No	No	0	7	FALSE	19069
5283	44	Prairies	No	No	6.79	12.5	TRUE	30428
5284	55	Ontario	No	No	0	12	FALSE	9833
5285	34	Ontario	Yes	No	8.71	11	TRUE	4885
5286	39	Atlantic	No	Yes	13	16	TRUE	38316
5287	41	BC	No	Yes	22.66	15.5	TRUE	38755
5288	26	Ontario	Yes	Yes	12.48	15.5	TRUE	64492
5289	38	Atlantic	No	No	0	6	FALSE	22402
5290	27	BC	Yes	No	15.65	11.7	TRUE	42492
5291	57	Ontario	No	No	9.86	9.5	TRUE	18567
5292	38	BC	No	No	0	13	FALSE	27754
5293	29	Ontario	Yes	No	11.52	12.3	TRUE	21966
5294	48	Quebec	No	No	15.57	13	TRUE	47839
5295	47	BC	No	No	17.95	16	TRUE	42862
5296	27	Ontario	No	No	11.67	14.5	TRUE	26127
5297	24	Ontario	No	No	15.97	11	TRUE	25193
5298	38	Quebec	No	No	10.99	17	TRUE	28084
5299	31	Quebec	Yes	No	0	17	FALSE	30929
5300	37	Ontario	No	Yes	12.46	13	TRUE	18734
5301	49	Ontario	No	No	13.95	12	TRUE	61031
5302	53	Atlantic	No	No	0	16	FALSE	48157
5303	30	Quebec	Yes	No	17.14	15	TRUE	33073
5304	34	Quebec	No	Yes	5.28	12	TRUE	43932
5305	54	Quebec	No	No	0	9	FALSE	22420
5306	62	BC	No	No	0	11.5	FALSE	13368
5307	53	Atlantic	No	No	0	10	FALSE	27364
5308	40	Prairies	No	No	7.75	10.5	TRUE	35168
5309	61	Ontario	No	No	0	12	FALSE	18938
5310	27	Ontario	No	No	13.7	18	TRUE	33748
5311	53	Atlantic	No	No	12.48	13	TRUE	43568
5312	41	Ontario	No	Yes	0	17.5	FALSE	43326
5313	46	Prairies	No	No	9.02	12	TRUE	9387
5314	30	Quebec	No	Yes	10.05	12	TRUE	29270
5315	51	Ontario	No	No	14.59	13.5	TRUE	33604
5316	49	Ontario	No	No	0	11	FALSE	29754
5317	32	Ontario	No	Yes	8.31	12	TRUE	34102
5318	56	Ontario	No	No	0	17	FALSE	65492
5320	26	Ontario	Yes	No	0	12	FALSE	19051
5321	37	Atlantic	No	Yes	14	15	TRUE	36965
5322	58	BC	No	No	7.9	10	TRUE	14588
5323	40	Quebec	No	No	16.7	15	TRUE	20270
5326	40	Atlantic	No	No	5.71	12.5	TRUE	34099
5327	35	Prairies	No	Yes	8.03	12.5	TRUE	34556
5328	30	Prairies	Yes	Yes	0	12.1	FALSE	9417
5329	41	Prairies	No	No	18.74	14.1	TRUE	46687
5330	39	Ontario	No	No	0	12	FALSE	47998
5331	48	Atlantic	No	No	10.79	14.5	TRUE	48822
5332	56	Atlantic	No	No	23.81	20	TRUE	15979
5333	22	Ontario	No	Yes	6.7	0	TRUE	49421
5334	53	BC	No	No	0	17	FALSE	49278
5335	42	Quebec	No	Yes	19.2	15	TRUE	51429
5336	49	Atlantic	No	No	9	12	TRUE	48608
5337	33	BC	No	Yes	19.6	14	TRUE	25856
5338	62	Quebec	No	No	0	4	FALSE	19760
5339	54	Atlantic	No	No	0	12	FALSE	46830
5340	46	BC	No	No	0	18	FALSE	57119
5341	49	Atlantic	No	No	12	11	TRUE	41879
5342	41	Prairies	No	No	8.78	10.5	TRUE	61177
5343	58	Prairies	No	No	9.5	10	TRUE	66980
5344	28	Ontario	Yes	No	8.26	12.5	TRUE	28908
5345	32	BC	No	Yes	11.17	13	TRUE	32707
5346	62	Ontario	No	No	0	15	FALSE	27248
5347	42	Ontario	No	No	23.04	16	TRUE	41454
5348	45	Quebec	No	No	11.43	12	TRUE	18978
5349	53	Quebec	No	No	6.46	6	TRUE	15423
5350	42	Ontario	No	Yes	12.9	14	TRUE	6533
5351	39	Atlantic	No	No	5.78	12	TRUE	18809
5352	53	Ontario	No	No	19	14.1	TRUE	38214
5353	33	Ontario	No	Yes	10	12	TRUE	28663
5354	61	Prairies	No	No	10.87	11	TRUE	39080
5355	36	Atlantic	Yes	No	22.1	15	TRUE	36109
5356	55	Prairies	No	No	0	12	FALSE	42592
5357	33	Ontario	No	Yes	26.48	13	TRUE	35541
5359	58	Quebec	No	No	0	11.8	FALSE	28535
5360	36	Quebec	No	No	7.79	20	TRUE	7952
5361	40	Atlantic	No	No	0	9.2	FALSE	17657
5362	35	BC	Yes	Yes	0	13	FALSE	36215
5363	28	Atlantic	No	No	6.25	12	TRUE	22448
5364	40	Prairies	No	No	7	11.5	TRUE	32361
5365	28	Atlantic	Yes	Yes	0	10	FALSE	12210
5366	38	Atlantic	No	No	11.07	8	TRUE	36832
5367	26	BC	Yes	Yes	0	12	FALSE	21666
5368	38	Ontario	No	No	0	12	FALSE	38252
5369	50	Quebec	No	No	12.89	9	TRUE	18241
5370	38	Quebec	No	Yes	22.27	14.5	TRUE	31262
5371	48	Prairies	No	No	6	10	TRUE	41732
5372	34	Prairies	No	Yes	10.57	12.5	TRUE	24873
5373	56	Atlantic	No	No	0	9	FALSE	24928
5374	38	Atlantic	Yes	Yes	6.82	16	TRUE	31390
5375	56	BC	No	No	29	19	TRUE	28060
5376	33	Prairies	Yes	No	25.92	15	TRUE	9887
5377	32	Quebec	No	Yes	0	12	FALSE	48729
5378	64	Prairies	No	No	0	10.5	FALSE	11452
5379	38	Ontario	Yes	No	9.5	11.5	TRUE	38057
5380	44	Ontario	No	No	0	12	FALSE	35775
5381	49	BC	No	No	0	9	FALSE	16069
5382	61	Ontario	No	No	0	11	FALSE	19764
5385	42	Atlantic	No	Yes	0	6	FALSE	28214
5386	37	Prairies	No	No	7.55	12	TRUE	38604
5387	28	Atlantic	Yes	No	18.1	20	TRUE	39408
5388	45	Quebec	No	No	20.32	14	TRUE	33892
5389	31	Prairies	Yes	Yes	0	12	FALSE	24074
5390	34	BC	No	No	10.06	12	TRUE	5652
5391	60	Prairies	No	No	12.45	14	TRUE	3454
5392	61	Ontario	No	No	0	10	FALSE	15874
5393	40	Ontario	Yes	Yes	0	18	FALSE	68337
5394	31	Prairies	No	No	7.7	10	TRUE	38836
5396	30	Quebec	Yes	Yes	12.56	12.5	TRUE	6021
5397	57	BC	No	No	0	10	FALSE	26366
5398	52	Prairies	No	No	23.52	15	TRUE	52244
5399	58	Quebec	No	No	0	13	FALSE	30893
5401	40	BC	No	No	0	13.1	FALSE	33360
5402	25	Quebec	Yes	No	12.75	14	TRUE	13961
5403	50	Ontario	No	No	0	12	FALSE	28183
5404	38	Ontario	Yes	No	0	10.5	FALSE	19062
5405	43	Quebec	No	No	0	14	FALSE	40455
5406	57	Prairies	No	No	0	11.5	FALSE	33616
5407	44	Prairies	No	No	20	17	TRUE	38250
5408	23	Ontario	No	No	7.24	12.5	TRUE	24838
5409	34	Ontario	No	No	0	10	FALSE	29225
5410	44	Ontario	No	Yes	26.02	15	TRUE	9945
5411	54	Ontario	No	No	11.06	11	TRUE	47826
5412	33	Atlantic	No	No	15.36	16	TRUE	29508
5413	33	Prairies	No	Yes	8.21	14.5	TRUE	20140
5414	61	Atlantic	No	No	0	7	FALSE	12331
5415	33	BC	No	Yes	18.39	14	TRUE	22547
5416	47	Quebec	No	No	0	18.3	FALSE	46961
5417	20	Ontario	No	No	21.84	12	TRUE	10772
5418	34	Atlantic	Yes	No	32.91	19	TRUE	16740
5419	35	Atlantic	No	Yes	6.3	14	TRUE	40833
5420	40	Prairies	No	No	0	11	FALSE	15016
5421	30	Atlantic	Yes	Yes	6	10	TRUE	10296
5422	60	Prairies	No	No	0	8	FALSE	17416
5423	32	Prairies	No	Yes	14.85	12	TRUE	30290
5424	31	Ontario	No	Yes	7	12	TRUE	25497
5425	63	Ontario	No	No	0	13	FALSE	16415
5426	32	Atlantic	No	Yes	6.1	12	TRUE	15491
5427	29	Ontario	Yes	No	6.25	12	TRUE	26574
5428	63	Ontario	No	No	0	12	FALSE	13038
5429	47	Quebec	No	No	0	12	FALSE	30616
5430	37	Atlantic	No	Yes	18.66	14	TRUE	38916
5431	32	Atlantic	No	No	0	13	FALSE	32258
5432	34	Prairies	Yes	No	7.5	13.5	TRUE	11633
5433	26	Prairies	Yes	No	11.28	14.5	TRUE	34885
5434	40	Quebec	No	Yes	0	8	FALSE	1658
5435	48	Quebec	No	No	20.8	14.6	TRUE	49658
5436	29	BC	Yes	No	11.75	12	TRUE	27166
5437	54	Prairies	No	No	8.53	10	TRUE	30881
5438	36	Ontario	No	No	13.31	13	TRUE	57481
5439	44	Ontario	No	No	19.2	14.5	TRUE	39117
5440	40	Atlantic	No	No	0	12.5	FALSE	21136
5441	45	Prairies	No	No	23.53	12.5	TRUE	39571
5442	61	Quebec	No	No	0	12	FALSE	47809
5443	33	BC	Yes	No	0	16	FALSE	14837
5444	25	Atlantic	No	No	8.18	15	TRUE	23722
5445	58	Ontario	No	No	0	16	FALSE	34519
5446	60	Prairies	No	No	0	12	FALSE	26779
5447	64	Prairies	No	No	5.02	11.5	TRUE	17479
5448	49	Prairies	No	No	0	12.5	FALSE	64609
5449	30	Quebec	Yes	No	13.01	12	TRUE	15371
5450	40	Prairies	No	No	19.96	14	TRUE	26804
5451	30	Ontario	Yes	No	10	10.5	TRUE	24444
5452	26	Prairies	Yes	No	0	16	FALSE	32976
5453	41	Ontario	No	No	15.65	16	TRUE	11236
5454	42	Ontario	No	No	10.51	13.3	TRUE	49968
5456	27	Ontario	Yes	No	0	14	FALSE	30260
5457	64	BC	No	No	10	13	TRUE	19264
5458	35	BC	No	Yes	27.59	14	TRUE	50028
5459	52	Atlantic	No	No	9.2	7	TRUE	22455
5460	46	Quebec	No	No	6	10	TRUE	22283
5461	37	Atlantic	No	Yes	20.16	16	TRUE	34473
5462	55	BC	No	No	11.52	13	TRUE	41415
5463	47	Ontario	No	No	0	3	FALSE	62961
5464	41	Atlantic	No	No	11.33	12.5	TRUE	31818
5465	39	Ontario	No	Yes	10.97	14	TRUE	49918
5466	37	Quebec	No	No	5.85	11	TRUE	47911
5467	32	Ontario	No	Yes	0	8.5	FALSE	33021
5468	27	Ontario	No	Yes	20.16	12.5	TRUE	33112
5469	45	Prairies	No	No	0	13	FALSE	48688
5471	58	Ontario	No	No	39.84	18	TRUE	62141
5472	65	Prairies	No	No	0	9	FALSE	34927
5473	38	Prairies	No	No	10.45	12.5	TRUE	46709
5474	45	Ontario	No	No	12.67	12	TRUE	46767
5475	58	Ontario	No	No	5	11.5	TRUE	8362
5476	29	Prairies	No	No	14.4	14	TRUE	24884
5477	49	Atlantic	No	No	0	12	FALSE	21713
5478	52	Ontario	No	No	0	14	FALSE	27739
5479	56	Quebec	No	No	0	7	FALSE	38848
5480	52	Atlantic	No	No	6.24	12	TRUE	25677
5481	32	Prairies	No	Yes	6	11	TRUE	44780
5482	46	Prairies	No	No	18.37	17	TRUE	46298
5483	59	BC	No	No	6.7	9	TRUE	32573
5484	39	Quebec	No	No	0	14	FALSE	26914
5485	41	Prairies	No	No	16.19	14.9	TRUE	28376
5487	63	Prairies	No	No	0	15	FALSE	49957
5488	28	Atlantic	No	Yes	5.08	11.5	TRUE	18808
5489	53	Ontario	No	No	0	20	FALSE	76298
5490	45	Atlantic	No	No	0	7	FALSE	16261
5491	62	Prairies	No	No	0	12	FALSE	31448
5492	39	Prairies	No	No	0	12.5	FALSE	30534
5493	48	Prairies	No	No	14.4	15.5	TRUE	39908
5494	30	Prairies	No	No	6	12	TRUE	19793
5495	34	Ontario	No	No	7.25	9	TRUE	3419
5496	55	Ontario	No	No	15.84	13	TRUE	53590
5497	48	Ontario	No	No	19.91	12.5	TRUE	33307
5498	37	Atlantic	Yes	No	7.22	14	TRUE	18996
5499	63	Prairies	No	No	0	7	FALSE	18275
5500	27	Prairies	Yes	No	0	14	FALSE	32195
5501	39	Quebec	No	No	10.97	12.3	TRUE	26254
5502	36	BC	No	Yes	9.15	12.5	TRUE	39445
5503	27	Ontario	Yes	No	10.97	13	TRUE	46107
5504	52	Quebec	No	No	18.72	13	TRUE	11172
5505	50	Prairies	No	No	12.17	13	TRUE	55785
5506	61	Atlantic	No	No	0	10	FALSE	55196
5507	38	Atlantic	No	No	11.68	12	TRUE	35124
5509	53	Prairies	No	No	8.7	10	TRUE	337
5510	62	Prairies	No	No	0	11	FALSE	14237
5511	58	Ontario	No	No	0	8	FALSE	65324
5512	39	Quebec	No	No	0	14	FALSE	60057
5513	38	Quebec	Yes	Yes	11.38	13	TRUE	38431
5514	47	Atlantic	No	No	8	9	TRUE	35654
5515	59	Ontario	No	No	12.5	11	TRUE	29137
5516	37	Quebec	Yes	No	11.35	12.6	TRUE	31613
5517	35	Quebec	Yes	Yes	0	10	FALSE	17355
5518	48	BC	No	No	0	16	FALSE	35611
5519	40	Atlantic	No	No	9.45	11	TRUE	44755
5520	25	Prairies	No	No	6.89	12.5	TRUE	21035
5521	30	Prairies	No	Yes	0	12.8	FALSE	18380
5522	25	Quebec	No	No	5.58	17	TRUE	14510
5523	32	Quebec	No	Yes	6	12	TRUE	21598
5524	32	Ontario	Yes	Yes	8.32	14	TRUE	38676
5525	33	Ontario	Yes	No	12.03	14.5	TRUE	25044
5526	43	Atlantic	No	No	15.21	13	TRUE	26921
5527	47	BC	No	No	0	10	FALSE	23061
5528	34	Prairies	No	Yes	5.35	9	TRUE	14240
5529	56	Prairies	No	No	0	8	FALSE	36765
5530	48	Atlantic	No	Yes	26.88	17	TRUE	9447
5531	58	Quebec	No	No	0	7	FALSE	24150
5532	53	Atlantic	No	No	0	12	FALSE	21512
5533	29	Ontario	Yes	Yes	7.16	11	TRUE	15004
5534	40	Quebec	No	No	9	10	TRUE	41549
5535	31	BC	Yes	Yes	0	13	FALSE	3585
5536	63	Atlantic	No	No	0	9	FALSE	12945
5537	30	Prairies	Yes	Yes	0	12.5	FALSE	19294
5538	52	Atlantic	No	No	15.44	12	TRUE	18138
5539	33	Ontario	No	Yes	16.79	10.5	TRUE	42198
5540	37	Atlantic	No	No	0	12.5	FALSE	33531
5541	41	Atlantic	No	No	0	11	FALSE	36163
5542	60	BC	No	No	0	10	FALSE	14661
5543	31	Prairies	No	No	14.35	14	TRUE	13751
5544	55	BC	No	No	23.04	20	TRUE	29091
5545	51	Ontario	No	No	0	20	FALSE	109321
5546	30	Quebec	Yes	Yes	0	17	FALSE	39702
5547	49	Ontario	No	No	12.5	10	TRUE	47892
5548	34	Prairies	Yes	Yes	6.5	14	TRUE	4513
5549	47	Quebec	No	No	10	12.4	TRUE	23749
5550	27	Ontario	Yes	No	14.37	14	TRUE	33612
5551	32	Ontario	Yes	No	0	15	FALSE	82258
5552	42	Prairies	No	No	9.35	12	TRUE	27943
5553	34	Ontario	No	No	0	9.5	FALSE	9624
5554	63	Atlantic	No	No	0	13	FALSE	41351
5555	57	Ontario	No	No	16.25	14	TRUE	7637
5556	31	Prairies	No	Yes	9.37	11	TRUE	27598
5557	48	Prairies	No	No	0	10	FALSE	29971
5558	58	Ontario	No	No	0	13	FALSE	57427
5559	59	Ontario	No	No	14.63	13	TRUE	62356
5560	24	Prairies	Yes	No	6	12	TRUE	19587
5561	31	Atlantic	No	No	12	12	TRUE	22918
5562	35	Ontario	No	Yes	12.51	14.5	TRUE	23028
5563	46	Ontario	No	No	7.13	12	TRUE	30003
5564	38	Ontario	No	Yes	0	15.5	FALSE	20280
5565	42	Prairies	No	No	15.05	12.5	TRUE	34003
5566	43	Prairies	No	No	16.46	14	TRUE	10486
5567	29	Ontario	Yes	No	0	14	FALSE	16225
5568	35	Ontario	No	No	13.95	10	TRUE	58226
5569	55	Ontario	No	No	18.65	13	TRUE	38639
5570	31	Atlantic	Yes	Yes	8.53	14	TRUE	19904
5571	61	Ontario	No	No	0	16	FALSE	33738
5572	45	Ontario	No	No	14.94	11	TRUE	18154
5573	49	Ontario	No	Yes	7.08	12	TRUE	35160
5574	39	Ontario	No	Yes	16.96	12.1	TRUE	45789
5575	57	Ontario	No	No	12.73	9	TRUE	67982
5576	36	Prairies	Yes	Yes	0	20	FALSE	25910
5578	64	Prairies	No	No	0	11	FALSE	28121
5579	44	Atlantic	No	No	0	16	FALSE	36540
5580	25	Prairies	No	No	12.23	14.5	TRUE	32353
5581	36	Quebec	No	Yes	12	13.5	TRUE	39339
5582	39	Ontario	No	No	7	9	TRUE	50119
5583	57	Prairies	No	No	11	10	TRUE	6097
5584	35	Ontario	No	No	13	12.6	TRUE	55347
5585	30	Prairies	Yes	Yes	15.33	12	TRUE	26011
5586	43	Prairies	No	Yes	11.86	14	TRUE	31219
5587	62	Prairies	No	No	11.52	9	TRUE	26668
5588	29	Ontario	No	No	16.3	16.4	TRUE	32906
5589	30	Prairies	Yes	No	8.1	13	TRUE	31025
5590	36	BC	No	No	17	18	TRUE	38663
5591	41	Atlantic	No	No	20.48	15.5	TRUE	43628
5592	48	Atlantic	No	No	8.45	12	TRUE	58825
5593	58	Prairies	No	No	0	5	FALSE	33527
5594	41	Ontario	No	No	0	17	FALSE	8843
5595	55	Atlantic	No	No	0	10	FALSE	21065
5596	35	Quebec	No	Yes	13.4	14	TRUE	36145
5597	42	Atlantic	No	No	10.5	7.4	TRUE	18436
5598	38	Prairies	No	No	10.6	11.5	TRUE	31796
5599	44	Atlantic	Yes	No	15	13	TRUE	72434
5600	60	Ontario	No	No	21.06	13	TRUE	21613
5601	25	Ontario	Yes	No	0	12	FALSE	26868
5602	52	BC	No	No	0	12.7	FALSE	63923
5603	50	Quebec	No	No	0	8	FALSE	33281
5604	48	Ontario	Yes	No	0	16	FALSE	66663
5605	55	Prairies	No	No	0	8.5	FALSE	12276
5606	52	Ontario	No	No	0	10.5	FALSE	64871
5607	65	Ontario	No	No	0	10	FALSE	18612
5608	56	Prairies	No	No	8.02	13.5	TRUE	12730
5609	50	Atlantic	No	No	0	4	FALSE	14957
5610	32	Atlantic	No	Yes	19.46	12	TRUE	11107
5611	39	Ontario	No	Yes	15.73	15.6	TRUE	39263
5612	46	Ontario	No	No	28.32	17	TRUE	23700
5613	35	Prairies	No	Yes	6.68	2	TRUE	17549
5614	51	Prairies	No	No	6.05	8	TRUE	46393
5615	27	Atlantic	Yes	No	0	13.5	FALSE	16686
5616	54	Quebec	No	No	17.25	13	TRUE	9752
5617	54	Quebec	No	No	12.43	9	TRUE	21950
5618	36	Quebec	Yes	Yes	13	14	TRUE	55930
5619	46	Ontario	No	No	0	12	FALSE	32225
5620	35	Prairies	Yes	No	15.11	13	TRUE	26992
5621	39	Prairies	No	No	0	12.5	FALSE	18801
5622	41	Ontario	No	No	12.75	10.5	TRUE	32064
5623	46	Prairies	No	No	0	12	FALSE	65255
5624	40	Prairies	No	No	14.37	10	TRUE	32595
5625	46	BC	No	No	40.8	16	TRUE	42322
5626	46	Prairies	No	Yes	15.71	12.5	TRUE	4686
5627	34	Atlantic	Yes	Yes	9.25	14	TRUE	34706
5628	35	Prairies	No	Yes	15.23	13	TRUE	19279
5629	53	Ontario	No	No	7.65	12	TRUE	31925
5630	35	Quebec	Yes	Yes	0	12	FALSE	29099
5631	65	Quebec	No	No	0	7	FALSE	8497
5632	35	Ontario	Yes	Yes	0	12.5	FALSE	20557
5633	45	Ontario	No	No	12.5	15	TRUE	41061
5634	41	BC	No	No	0	20	FALSE	15388
5635	45	Atlantic	No	No	0	8	FALSE	11977
5636	30	Ontario	Yes	No	0	12	FALSE	30589
5637	32	Quebec	Yes	Yes	11.5	12	TRUE	32709
5638	34	Atlantic	Yes	No	9.72	12	TRUE	27620
5639	52	BC	Yes	No	0	10.5	FALSE	68045
5640	56	BC	No	No	0	12	FALSE	32417
5641	39	Ontario	No	No	17.92	13.1	TRUE	35260
5642	45	Ontario	Yes	No	0	15	FALSE	38827
5643	45	Prairies	No	No	15.75	9	TRUE	37080
5644	42	Prairies	No	Yes	8.4	14	TRUE	36654
5645	37	Ontario	No	Yes	0	13.5	FALSE	30123
5646	38	Atlantic	No	No	5.26	10.5	TRUE	31483
5648	42	BC	No	No	10.12	10	TRUE	13206
5649	51	Atlantic	No	No	0	12	FALSE	16359
5650	47	Atlantic	No	No	17.5	12.5	TRUE	28460
5651	29	BC	No	No	11.9	12	TRUE	11535
5652	31	Ontario	No	Yes	8.57	13.8	TRUE	8413
5655	40	Quebec	No	Yes	15.34	20	TRUE	22246
5656	62	Atlantic	No	No	0	8	FALSE	9105
5657	41	Ontario	No	Yes	20.91	12.5	TRUE	28135
5658	55	Prairies	No	No	0	15	FALSE	46562
5659	30	Ontario	Yes	No	11	14	TRUE	10528
5660	34	BC	Yes	No	0	12.5	FALSE	42111
5661	25	Ontario	Yes	No	17.89	14	TRUE	32896
5662	40	BC	Yes	Yes	0	4	FALSE	30863
5663	63	BC	No	No	0	12	FALSE	36680
5664	34	Ontario	Yes	Yes	16.47	12	TRUE	47185
5665	56	Quebec	No	No	0	6	FALSE	13855
5666	27	Ontario	Yes	No	15.1	14.1	TRUE	21058
5667	36	Atlantic	No	Yes	0	16	FALSE	24202
5668	41	Ontario	No	Yes	14.4	16	TRUE	0
5669	51	Atlantic	No	No	0	9	FALSE	16863
5670	46	Prairies	No	No	7.5	11	TRUE	49293
5671	62	Ontario	No	No	0	16	FALSE	30283
5672	62	Ontario	No	No	10.81	12	TRUE	27439
5673	42	Quebec	No	No	0	10	FALSE	33807
5675	38	Prairies	No	No	13.38	14.2	TRUE	32118
5676	39	Ontario	No	No	13	12	TRUE	37020
5677	42	Atlantic	No	No	13.4	16	TRUE	32112
5678	34	Atlantic	No	No	9.12	13	TRUE	26467
5679	61	Quebec	No	No	0	11	FALSE	73214
5680	31	Prairies	Yes	No	18.34	17	TRUE	36058
5681	40	Quebec	No	No	5.17	7	TRUE	23917
5682	61	Prairies	No	No	16.32	10	TRUE	100282
5683	34	Ontario	Yes	No	0	12	FALSE	47845
5684	26	Ontario	Yes	No	8.7	12	TRUE	27399
5685	44	Prairies	Yes	Yes	0	4	FALSE	29696
5686	30	Prairies	No	No	8.57	12.5	TRUE	3528
5687	53	Quebec	No	No	0	10	FALSE	18409
5689	52	Quebec	No	No	6.51	10	TRUE	30222
5690	46	Ontario	No	No	26.72	18	TRUE	48060
5691	39	Ontario	No	Yes	8.64	16	TRUE	29309
5692	49	Atlantic	No	No	11.78	9	TRUE	41441
5693	51	Quebec	No	No	0	4.5	FALSE	35486
5694	48	Ontario	No	No	0	14	FALSE	78780
5695	54	Ontario	No	No	0	8	FALSE	33511
5696	50	Atlantic	No	No	0	8.5	FALSE	53384
5697	35	BC	No	Yes	9.27	11.5	TRUE	32296
5699	52	Prairies	No	No	10	10	TRUE	22698
5700	30	Ontario	Yes	Yes	8.32	11	TRUE	32675
5701	56	Ontario	No	No	25.48	13	TRUE	23802
5702	35	Ontario	Yes	Yes	0	17	FALSE	32325
5703	34	Prairies	Yes	Yes	19.54	13	TRUE	16933
5704	35	Atlantic	No	Yes	24	16	TRUE	41186
5705	45	Prairies	No	No	4.6	9	TRUE	36748
5706	43	Prairies	No	No	15.55	17	TRUE	38774
5707	30	Ontario	Yes	No	17.28	15	TRUE	44224
5709	44	Ontario	No	No	23.04	20	TRUE	1081
5710	43	Ontario	No	No	6.7	12	TRUE	30831
5711	50	Atlantic	No	No	0	14	FALSE	48511
5712	37	Prairies	No	No	13.92	14	TRUE	37916
5713	28	Atlantic	No	Yes	5.5	11.5	TRUE	22066
5714	47	Prairies	Yes	No	11.36	14	TRUE	43609
5715	43	Prairies	No	No	0	12	FALSE	51039
5717	27	Prairies	Yes	No	5.65	13.5	TRUE	10212
5718	47	Ontario	Yes	No	12.57	20	TRUE	45559
5719	34	Atlantic	No	No	0	7	FALSE	30158
5721	34	Atlantic	Yes	No	9.34	12	TRUE	27133
5722	40	Quebec	No	Yes	27.81	15	TRUE	31340
5723	23	Quebec	Yes	No	16.49	13	TRUE	27028
5724	43	Quebec	Yes	Yes	25	19.5	TRUE	34123
5725	30	Ontario	Yes	Yes	18.21	19	TRUE	37283
5727	37	Quebec	No	No	11.26	11	TRUE	30841
5728	44	Ontario	No	No	23.48	16	TRUE	61288
5729	49	Atlantic	No	No	0	16.5	FALSE	51511
5730	52	Prairies	No	No	12	12.5	TRUE	39903
5731	30	Prairies	Yes	Yes	19.2	12	TRUE	26355
5732	36	Atlantic	No	No	0	10	FALSE	20018
5733	30	Atlantic	No	No	5	10	TRUE	13240
5735	56	Quebec	No	No	0	15	FALSE	26941
5736	63	Ontario	No	No	0	13	FALSE	32669
5738	45	Prairies	No	No	0	13	FALSE	25583
5739	55	Prairies	No	No	0	12	FALSE	20230
5740	64	Ontario	No	No	0	15	FALSE	23496
5741	50	Prairies	No	No	11.89	6	TRUE	62373
5742	20	Atlantic	No	No	6	12.5	TRUE	13096
5743	28	Ontario	No	No	17.76	18.1	TRUE	17720
5744	59	Quebec	No	No	0	5	FALSE	16045
5745	51	Quebec	No	No	0	7	FALSE	6431
5746	40	Quebec	No	No	0	10	FALSE	14539
5747	45	Prairies	No	No	0	12	FALSE	12609
5748	32	Ontario	Yes	Yes	0	14.3	FALSE	32429
5749	28	BC	Yes	Yes	8.16	12	TRUE	6058
5750	42	Atlantic	No	No	19.46	15	TRUE	29372
5751	27	Atlantic	No	No	19.92	16	TRUE	15435
5752	29	Ontario	No	Yes	6.71	12	TRUE	22104
5753	34	BC	Yes	No	17.83	14.4	TRUE	51989
5754	30	Atlantic	No	No	0	13	FALSE	12501
5755	33	Prairies	No	Yes	6.9	8	TRUE	27051
5756	36	Atlantic	No	No	0	10	FALSE	15817
5757	60	Ontario	No	No	0	14	FALSE	83497
5758	54	Ontario	No	No	0	12	FALSE	18559
5759	38	Ontario	Yes	No	13.48	17.5	TRUE	48697
5760	34	Quebec	No	No	32.5	15.3	TRUE	16765
5761	47	Atlantic	No	No	7.19	13.5	TRUE	18458
5762	45	BC	No	No	5.12	12.6	TRUE	29120
5763	29	Quebec	Yes	No	16.37	15	TRUE	18026
5764	34	Prairies	Yes	Yes	0	11	FALSE	15529
5766	57	Ontario	No	No	0	10	FALSE	81017
5767	50	Atlantic	No	No	15.91	16	TRUE	23198
5768	38	Quebec	No	No	12.75	11	TRUE	10672
5770	27	Ontario	Yes	No	18.42	19	TRUE	54916
5771	50	Ontario	No	No	0	12	FALSE	44547
5772	24	Atlantic	Yes	Yes	0	6	FALSE	29691
5773	38	Ontario	No	No	6.8	12	TRUE	37644
