state region bush age education race gender previous
LA S no 30-44 highschool black female 0.5841
CT NE no 30-44 collegeGrad white female 0.5666
PA NE no 30-44 highschool white female 0.5266
NY NE yes 30-44 someCollege white male 0.5244
OH MW yes 45-64 collegeGrad white male 0.5522
OK S no 45-64 someCollege white female 0.6032
KS MW yes 30-44 collegeGrad white female 0.6021
KS MW yes 30-44 collegeGrad white male 0.6021
NY NE yes 30-44 highschool white female 0.5244
OK S yes 45-64 collegeGrad white male 0.6032
AZ W yes 45-64 highschool white female 0.6134
FL S yes 65+ noHS white female 0.6116
MD NE no 18-29 someCollege white male 0.5012
NC S no 45-64 highschool white female 0.5718
IL MW no 30-44 collegeGrad black female 0.537
IN MW no 45-64 noHS white female 0.5818
MA NE yes 30-44 collegeGrad white female 0.4898
NE MW yes 18-29 someCollege white male 0.6655
OH MW yes 30-44 someCollege white female 0.5522
MD NE no 30-44 collegeGrad white female 0.5012
AL S yes 65+ collegeGrad white female 0.5651
PA NE yes 18-29 someCollege white female 0.5266
TX S yes 18-29 collegeGrad white female 0.594
NC S no 30-44 highschool black female 0.5718
MD NE no 45-64 someCollege white female 0.5012
CO W yes 30-44 someCollege white male 0.5846
MD NE no 30-44 collegeGrad black female 0.5012
KS MW yes 30-44 highschool white female 0.6021
PA NE no 30-44 collegeGrad white male 0.5266
IL MW no 30-44 highschool white female 0.537
OH MW yes 45-64 collegeGrad white male 0.5522
OH MW yes 18-29 highschool white female 0.5522
CA W yes 45-64 highschool white male 0.5437
IL MW yes 18-29 highschool white female 0.537
OH MW yes 18-29 someCollege white female 0.5522
CA W yes 18-29 someCollege white female 0.5437
MN MW yes 30-44 collegeGrad white female 0.5055
MS S yes 18-29 collegeGrad white male 0.583
TX S no 18-29 someCollege white male 0.594
IL MW no 30-44 someCollege black female 0.537
IL MW no 30-44 someCollege white female 0.537
AZ W yes 45-64 highschool white female 0.6134
IN MW yes 45-64 highschool white female 0.5818
CA W yes 30-44 highschool white female 0.5437
AL S yes 45-64 highschool white female 0.5651
AL S yes 18-29 highschool black male 0.5651
TX S yes 30-44 collegeGrad white female 0.594
MS S yes 30-44 highschool white male 0.583
IA MW yes 30-44 collegeGrad white female 0.5248
IL MW no 18-29 collegeGrad white female 0.537
MT W no 45-64 someCollege white female 0.5708
MS S yes 30-44 collegeGrad white female 0.583
WA W yes 45-64 someCollege white male 0.5544
WI MW yes 18-29 noHS white male 0.5278
AR S yes 45-64 highschool white female 0.5397
IL MW yes 18-29 noHS white female 0.537
MO MW no 30-44 collegeGrad white female 0.5336
LA S no 30-44 highschool white female 0.5841
MO MW no 65+ noHS white male 0.5336
AL S yes 18-29 highschool white male 0.5651
MS S yes 30-44 collegeGrad white male 0.583
TN S yes 30-44 noHS white male 0.5543
TX S no 45-64 highschool white female 0.594
WI MW no 45-64 someCollege white male 0.5278
AZ W no 45-64 highschool white female 0.6134
MN MW yes 30-44 collegeGrad white female 0.5055
TX S yes 45-64 collegeGrad white male 0.594
AL S yes 30-44 highschool white male 0.5651
IL MW yes 45-64 someCollege white female 0.537
CA W yes 45-64 highschool white female 0.5437
CA W yes 18-29 highschool white female 0.5437
UT W yes 65+ someCollege white male 0.6927
WY W yes 30-44 someCollege white male 0.6338
CA W yes 45-64 someCollege white female 0.5437
UT W yes 30-44 highschool white female 0.6927
WA W yes 30-44 someCollege white male 0.5544
CA W yes 30-44 collegeGrad white male 0.5437
AZ W yes 65+ collegeGrad white male 0.6134
MT W no 30-44 highschool white female 0.5708
CA W no 45-64 highschool white female 0.5437
OR W no 30-44 collegeGrad white female 0.5443
CA W yes 45-64 collegeGrad white female 0.5437
CA W no 45-64 noHS white male 0.5437
CA W yes 65+ highschool white male 0.5437
CA W yes 30-44 someCollege white female 0.5437
CA W yes 65+ collegeGrad white female 0.5437
CA W no 18-29 collegeGrad white female 0.5437
NM W no 45-64 highschool white female 0.5478
CA W no 18-29 collegeGrad white male 0.5437
CO W yes 18-29 someCollege white female 0.5846
NV W yes 18-29 collegeGrad white male 0.6038
CA W no 30-44 someCollege white female 0.5437
AZ W yes 45-64 highschool white female 0.6134
CA W yes 18-29 someCollege white female 0.5437
CA W no 30-44 highschool white male 0.5437
CA W no 45-64 someCollege black female 0.5437
