age	nonint	mwork	meduc	income	nsibs	fundprot	tradrole
4396	19.666666667	no	no	12	17321	1	no	D
4400	21.583333333	no	yes	12	8491	3	no	SD
4408	15.25	no	yes	16	35000	3	no	SD
4411	14.5	no	no	12	12247	3	no	A
4422	16.666666667	yes	yes	12	7354	2	no	SD
4423	17.333333333	no	yes	16	7354	2	no	SD
4424	16.25	no	yes	16	6426	2	no	D
4425	18.916666667	no	yes	16	6261	2	no	D
4428	18.416666667	no	yes	14	5500	3	no	SD
4434	20.5	no	no	12	9829	5	no	SA
4437	14.416666667	no	yes	14	7354	1	no	SD
4438	15.916666667	yes	yes	12	5369	1	yes	D
4439	20.833333333	no	no	12	7354	1	no	D
4440	14.333333333	no	no	12	7354	1	no	D
4441	21.5	no	yes	12	7354	2	no	D
4442	19.333333333	no	no	12	28868	2	no	D
4444	15.166666667	no	no	12	11180	2	no	SD
4445	16.333333333	yes	yes	12	8165	4	no	SD
4447	16.833333333	yes	yes	12	13279	1	no	SD
4450	21.416666667	yes	yes	12	7442	3	no	SD
4451	15.666666667	no	yes	12	6577	2	no	A
4452	14.416666667	no	yes	12	6577	2	no	D
4455	17.583333333	no	no	14	8491	1	no	A
4456	17.25	yes	no	12	7354	3	no	D
4457	21	no	yes	18	14707	1	no	SD
4458	15.5	no	yes	18	4800	2	no	SD
4459	18	no	no	16	11180	2	no	D
4465	16.25	yes	yes	16	19500	7	no	SD
4469	17.75	no	no	12	15652	2	no	D
4472	18.416666667	no	no	14	8491	1	no	SD
4473	15.333333333	yes	yes	12	8660	4	no	D
4474	17.416666667	yes	yes	12	8660	4	no	D
4475	21	yes	yes	12	4667	5	no	D
4476	18.166666667	yes	yes	12	1414	2	no	D
4478	21.333333333	no	no	12	3700	1	no	SD
4479	19.416666667	no	yes	12	8491	1	no	SD
4481	20.333333333	yes	yes	16	17041	4	no	D
4482	18.75	yes	no	12	185	10	no	D
4483	19.25	yes	no	8	6408	8	no	D
4485	20.25	no	no	11	17678	0	yes	SD
4487	15.833333333	no	no	8	5814	2	no	SD
4488	15	no	yes	8	5814	2	no	SD
4490	17.166666667	no	no	9	3849	4	no	SD
4493	21	no	yes	16	7354	5	no	SD
4494	19.916666667	no	no	16	24000	5	no	SD
4495	18.666666667	no	no	16	20000	5	no	SA
4496	20.833333333	no	no	12	14545	3	no	D
4499	14.75	yes	no	9	3354	4	yes	SD
4505	14.583333333	no	no	12	3062	4	yes	D
4506	16.333333333	yes	no	12	2546	1	no	SA
4516	21	no	yes	16	12656	3	no	SD
4521	19.083333333	yes	yes	14	10500	5	yes	SA
4522	18.916666667	no	no	11	6577	2	no	A
4523	15.833333333	yes	yes	11	20000	2	no	SD
4525	15.083333333	yes	no	14	14142	0	no	SD
4526	18.416666667	no	no	12	20207	2	yes	SD
4528	21.75	no	no	10	18031	4	yes	SD
4530	18.416666667	no	yes	16	8491	1	no	SD
4534	21.5	no	yes	12	13950	4	no	D
4536	21.25	yes	yes	13	7250	2	no	D
4538	21.75	yes	yes	10	9238	8	no	SD
4539	18	yes	yes	12	5196	1	no	D
4546	20.583333333	no	no	12	49497	3	no	D
4551	17.416666667	no	no	12	6577	3	no	D
4553	15.5	yes	yes	8	6004	5	no	SD
4554	18.5	no	yes	15	7354	3	no	D
4557	14.666666667	no	no	9	2449	3	no	SA
4560	20.416666667	no	yes	13	600	1	no	D
4561	15.666666667	no	no	7	4524	2	no	SD
4562	21.416666667	no	no	12	8491	1	no	A
4565	15.583333333	no	yes	12	10000	5	yes	D
4567	21.25	no	no	13	10399	2	no	SD
4570	15.75	yes	yes	12	11717	9	no	SD
4571	19.916666667	no	no	12	12247	6	no	D
4573	20.333333333	no	no	9	3182	4	yes	D
4576	17.916666667	no	no	15	17321	2	no	D
4578	18.833333333	no	yes	12	1250	3	no	SD
4580	19.5	no	yes	12	14707	10	yes	SD
4581	17.833333333	no	no	8	5824	10	no	A
4582	16.25	no	no	8	5824	10	no	D
4584	19.333333333	no	no	12	6577	1	no	D
4585	17.166666667	no	yes	14	6004	2	yes	D
4587	17.333333333	yes	no	16	10000	2	no	SD
4588	19.583333333	yes	no	12	8491	7	no	SD
4589	19.25	yes	yes	12	5000	3	no	D
4590	20.083333333	no	no	13	8000	2	no	SD
4592	17.25	yes	no	14	8250	2	no	SD
4593	21.416666667	no	no	13	15000	2	no	D
4594	19.583333333	no	no	13	6112	2	no	D
4598	18.666666667	no	no	12	22361	2	no	SD
4599	16.833333333	no	no	12	21466	2	no	SD
4600	15.333333333	no	no	12	24000	2	no	D
4602	19.5	no	yes	15	17963	2	no	D
4604	15.833333333	no	yes	12	7425	1	yes	SD
4613	15	yes	yes	15	4025	3	no	SD
4614	16.25	no	no	12	5814	2	no	D
4616	15.5	no	no	12	8491	3	no	D
4618	18.666666667	no	yes	16	8491	3	no	D
4622	15.75	no	yes	12	10000	1	no	D
4624	15.333333333	yes	yes	16	11314	6	yes	SD
4625	21.333333333	no	yes	12	6500	1	no	D
4626	21	no	no	14	6000	4	yes	D
4627	21.416666667	yes	yes	13	8100	1	no	D
4628	19.5	yes	yes	10	2000	3	no	D
4631	16.5	no	no	14	12075	4	no	SD
4632	14.333333333	no	no	14	12075	4	no	D
4637	15.75	no	no	12	10000	1	no	SD
4638	17.416666667	yes	no	12	10000	1	no	SA
4641	14.75	yes	yes	11	4041	8	yes	SD
4644	18.333333333	yes	yes	14	10399	8	no	SD
4649	19.25	yes	yes	15	13435	4	no	SD
4650	17.5	no	no	12	20000	1	no	SD
4651	14.666666667	yes	no	12	26000	1	no	D
4653	16.416666667	yes	no	12	2259	4	no	SD
4655	15.5	no	no	11	6004	3	no	SD
4657	19.25	yes	no	11	7354	1	no	SD
4658	16.5	yes	yes	8	8491	2	no	D
4659	20.416666667	no	no	12	9449	4	no	D
4660	18.666666667	no	yes	13	13229	4	no	D
4662	15.833333333	no	yes	12	13229	4	no	D
4663	17.416666667	no	yes	13	5559	6	no	A
4664	18.5	no	no	12	22678	6	no	D
4665	21.75	no	yes	14	22361	2	no	D
4670	16.083333333	yes	no	8	6577	13	no	SD
4672	19.583333333	yes	yes	12	6577	13	no	A
4674	19.25	no	yes	11	6577	4	no	SA
4675	19	no	no	12	8944	2	no	SD
4678	14.833333333	no	yes	11	9827	2	no	SA
4679	19.75	yes	no	12	13568	2	no	SA
4682	21.5	yes	no	12	14707	7	no	D
4683	21.416666667	no	no	17	5184	13	no	SD
4684	21.083333333	yes	no	17	14707	0	no	SD
4686	20.583333333	no	yes	12	20000	1	no	D
4689	18	no	yes	16	7354	1	no	SD
4690	15.583333333	no	no	12	21050	1	yes	SD
4691	17.833333333	no	no	16	30619	3	no	SD
4692	15	no	yes	16	30619	3	no	D
4694	19.166666667	no	no	12	22500	1	no	SD
4696	21.166666667	no	yes	16	8491	2	no	SD
4700	19.666666667	no	no	13	6577	2	no	SD
4703	18.666666667	no	no	12	12500	3	no	SD
4705	17.75	no	no	12	6577	2	yes	SA
4706	16.333333333	no	no	12	6577	2	no	D
4708	15.833333333	no	yes	12	6577	3	no	D
4713	17.916666667	no	yes	10	14000	1	yes	SD
4714	15.666666667	no	yes	10	14000	1	yes	SD
4717	17.583333333	no	yes	12	13416	2	no	SD
4723	20.166666667	no	no	12	43302	3	no	D
4724	20.5	no	no	11	7181	3	no	D
4726	21	no	yes	8	6577	2	no	A
4727	15.75	yes	no	10	1628	1	yes	D
4728	18.166666667	no	yes	13	7354	3	no	SD
4730	15.5	yes	yes	10	7354	7	no	A
4733	19.083333333	yes	no	11	4041	5	yes	SD
4734	16.75	no	yes	11	9238	5	no	D
4735	19.916666667	no	no	10	7347	5	no	D
4739	15.5	no	yes	15	12702	0	no	SD
4741	15.666666667	yes	yes	12	37000	10	no	D
4742	19.916666667	no	no	12	13856	1	yes	SD
4744	19.5	yes	yes	12	7071	2	no	SA
4745	21	yes	no	8	7354	8	no	A
4746	16.083333333	no	no	9	8050	5	yes	A
4748	18.833333333	yes	no	10	10399	3	yes	SD
4749	18.916666667	no	no	8	8491	5	no	SD
4753	20.333333333	no	no	16	15000	1	no	SD
4754	19	no	no	16	751	1	no	SD
4757	14.166666667	no	no	12	7589	7	no	D
4758	17.833333333	no	no	12	7500	4	yes	SD
4761	20.833333333	no	no	12	17500	4	no	D
4762	16.916666667	no	no	13	17500	4	no	D
4763	21.333333333	no	yes	12	7354	1	no	D
4766	17.833333333	no	no	11	8491	2	no	D
4768	19.166666667	yes	yes	12	7794	3	no	SD
4769	19.25	no	yes	12	9117	3	no	SD
4772	21.333333333	yes	yes	12	14614	7	no	D
4774	21.333333333	yes	yes	12	6000	3	no	D
4777	18	no	no	12	11180	6	no	SD
4778	15.666666667	no	yes	12	12250	1	no	D
4780	19.416666667	no	yes	12	9572	2	no	D
4782	19.416666667	yes	no	10	10399	5	no	SD
4783	20.166666667	no	no	10	4902	8	no	D
4784	18	no	no	10	4902	8	no	D
4785	16.333333333	no	no	9	4902	8	no	A
4787	18.5	yes	no	10	1768	1	no	D
4790	14.083333333	no	yes	12	12522	4	no	SD
4792	15.333333333	no	yes	12	7155	2	no	D
4795	14.583333333	no	yes	12	10733	2	no	D
4796	16.666666667	no	no	12	7354	2	no	D
4797	15.5	no	yes	12	7354	1	no	SD
4798	18.416666667	no	yes	12	11200	2	no	SD
4801	21.583333333	no	yes	12	8491	2	no	SD
4802	16.833333333	no	yes	12	7354	3	no	SD
4803	15.166666667	no	yes	12	8944	2	no	D
4804	15.5	no	no	12	22361	2	no	D
4807	21.416666667	no	no	8	5559	7	no	SD
4809	16	no	no	8	5559	7	no	D
4810	20.5	yes	yes	12	2546	1	no	SD
4812	17.333333333	no	yes	12	14434	0	no	D
4815	19.166666667	no	no	12	5000	6	no	D
4817	21.833333333	no	yes	12	14142	1	no	A
4819	20.75	no	yes	14	9536	3	no	SD
4820	18.416666667	no	yes	14	9391	3	no	D
4821	14.583333333	yes	yes	14	9536	3	no	SD
4822	21.166666667	no	yes	8	16051	2	no	SD
4824	15.416666667	no	yes	12	7354	3	no	SD
4826	18.5	no	no	12	12969	2	no	SD
4833	15.916666667	no	yes	9	3780	2	no	A
4837	21.083333333	yes	yes	11	1461	0	no	A
4838	18.416666667	yes	yes	11	3464	2	no	D
4839	14.833333333	no	yes	14	9000	1	no	D
4841	16.083333333	no	yes	12	11180	2	no	SD
4842	15.166666667	no	yes	12	11180	2	no	A
4844	14.583333333	no	yes	12	11000	1	no	SD
4848	16.833333333	no	yes	12	5715	3	no	D
4849	15.25	no	no	12	5715	3	no	A
4852	16.916666667	no	no	11	4596	5	no	A
4853	16.083333333	yes	yes	9	3536	4	no	D
4863	18.416666667	no	yes	10	10737	7	no	D
4864	16.416666667	no	yes	9	10737	6	no	D
4865	14.75	no	yes	9	10737	7	no	D
4867	18.416666667	yes	no	12	14707	1	no	D
4869	19.166666667	no	no	12	15652	2	no	D
4870	15.916666667	no	no	12	15652	2	no	SD
4871	17.833333333	no	yes	12	7603	2	no	D
4872	15.75	no	yes	12	7603	2	no	SA
4873	17.583333333	no	yes	12	6928	2	no	D
4874	18.666666667	no	no	12	6004	3	no	SD
4876	18	no	yes	12	11180	3	no	A
4878	16.333333333	no	yes	16	6577	2	no	SD
4880	19.166666667	no	yes	12	9815	2	no	SD
4882	20.416666667	no	yes	12	10399	2	no	SA
4885	17.666666667	no	yes	12	13000	4	no	D
4886	15.083333333	no	yes	12	13000	4	no	SD
4887	20.25	no	yes	13	6261	5	no	D
4890	21.166666667	no	no	16	10607	3	no	SD
4893	15	yes	yes	14	8000	2	no	SA
4899	16.416666667	yes	yes	8	6708	8	yes	SD
4906	14.666666667	no	no	7	3141	8	yes	A
4909	19.166666667	no	yes	10	13590	2	no	SD
4910	14.5	no	no	12	7250	1	yes	SD
4916	14.583333333	yes	yes	12	5262	3	yes	D
4919	18.333333333	yes	yes	9	8579	3	yes	D
4920	15.5	yes	yes	6	7548	3	yes	SD
4922	14.333333333	no	yes	12	12000	1	yes	SD
4924	20.166666667	no	yes	14	13858	2	yes	SD
4925	18.333333333	yes	no	12	14707	7	no	D
4927	15	no	yes	12	14311	4	no	SD
4928	19.583333333	no	no	12	18475	4	yes	D
4929	18.416666667	no	yes	12	11547	1	yes	SD
4930	16.416666667	no	no	10	9659	4	yes	SD
4931	14.916666667	no	no	9	8000	4	yes	SD
4933	18.583333333	no	yes	12	9815	5	yes	SD
4934	18.083333333	no	yes	6	6440	2	yes	D
4938	15.75	no	yes	12	4025	2	yes	D
4943	18.416666667	no	yes	8	10500	2	yes	A
4948	19.083333333	no	yes	12	13164	2	yes	SD
4951	19.5	no	no	12	5333	2	no	SD
4952	16.5	no	yes	11	18898	5	yes	A
4953	15.416666667	no	yes	12	10500	1	no	SD
4954	16.166666667	no	yes	12	8292	5	yes	SD
4955	14.916666667	no	yes	12	8292	5	no	D
4956	14.25	no	no	12	8292	5	yes	D
4957	16.166666667	yes	yes	12	15000	4	yes	SD
4958	14.833333333	yes	yes	12	15000	4	yes	SD
4959	16.083333333	no	yes	12	6577	2	no	D
4962	14.666666667	no	no	11	7348	3	yes	D
4966	20.25	no	yes	12	6017	3	yes	SA
4967	20.25	no	yes	12	4881	3	yes	SA
4968	15.583333333	no	yes	12	15513	3	yes	D
4972	16.916666667	no	yes	12	9000	4	yes	D
4973	18	no	yes	12	9000	4	yes	D
4974	20.75	no	no	12	6577	1	yes	SA
4975	21.416666667	no	no	8	4200	2	no	SD
4976	14.416666667	no	yes	12	11180	2	no	D
4978	17.416666667	yes	no	12	11547	3	yes	SD
4984	16.583333333	no	no	12	8497	2	no	SD
4987	19.833333333	no	no	9	6932	3	no	SD
4988	18.166666667	no	no	16	6004	3	no	SD
4989	18.166666667	no	no	16	6004	3	no	SD
4990	16.75	no	no	16	11431	3	no	D
4992	17.5	no	no	12	13416	2	no	SD
4993	15.416666667	no	yes	12	13416	2	no	SD
4994	19.166666667	no	yes	8	9391	3	no	SD
4995	16.333333333	no	yes	8	9391	3	no	D
4997	16.916666667	no	no	14	37501	2	no	SD
4999	21.75	no	no	16	14707	4	yes	D
5001	17.5	no	no	16	28348	4	yes	SD
5002	16.25	no	no	16	28348	4	yes	D
5003	21.25	no	no	16	4930	2	no	SD
5008	19.25	no	no	16	23704	1	no	SD
5009	18.083333333	no	no	12	6004	3	no	SD
5014	14.916666667	yes	yes	12	8491	0	no	D
5015	18.166666667	no	no	12	8083	1	yes	A
5016	18.333333333	yes	yes	12	8083	2	yes	SD
5019	18.416666667	no	no	14	45000	1	no	SD
5023	19.416666667	no	yes	16	43302	2	no	SD
5025	17.5	yes	yes	18	20000	4	no	D
5028	19.666666667	no	yes	13	37501	1	yes	D
5032	18.333333333	no	no	11	8491	2	no	D
5035	20.583333333	no	no	13	32447	0	no	D
5037	20.416666667	no	no	14	9500	2	yes	A
5038	14.333333333	no	no	12	7354	1	no	A
5044	21.166666667	yes	yes	12	8491	3	no	SD
5047	16.083333333	yes	no	12	1825	1	yes	SA
5049	19.916666667	no	no	12	10399	4	yes	SD
5050	17.333333333	no	no	12	8944	4	yes	D
5052	17.916666667	no	no	12	9238	1	no	D
5053	16.416666667	no	yes	12	8000	1	yes	SD
5055	16.833333333	no	yes	12	3354	2	yes	SA
5057	14.416666667	no	no	9	6004	4	yes	SD
5060	21.583333333	yes	no	2	8641	3	yes	SD
5061	20.583333333	yes	no	9	5774	7	yes	D
5062	14.75	yes	yes	12	6000	1	yes	D
5063	16.333333333	no	yes	12	8491	1	yes	D
5064	18.916666667	no	yes	12	14707	1	yes	D
5065	21.166666667	no	no	12	8491	1	yes	D
5066	15.166666667	no	yes	12	8491	0	yes	SD
5069	17	yes	no	8	10399	8	yes	D
5091	14.75	no	yes	12	14000	1	no	SD
5096	15.833333333	no	no	10	11500	1	no	D
5098	20.75	no	yes	12	4031	6	yes	D
5099	15.083333333	no	yes	13	11180	2	no	SD
5100	18	no	no	16	8491	2	no	D
5101	19.666666667	yes	yes	12	11547	1	yes	D
5103	16.75	yes	yes	12	9449	4	yes	SD
5104	15.666666667	yes	yes	12	9449	4	yes	SD
5105	21.333333333	no	yes	12	5210	3	yes	A
5107	16.916666667	no	yes	16	12500	4	no	A
5108	21.416666667	no	yes	16	14500	4	no	D
5110	15	no	yes	12	9391	2	yes	SD
5111	17.25	no	no	12	12969	2	yes	SD
5113	19	no	yes	12	15500	2	yes	D
5114	16.916666667	no	yes	12	15500	2	yes	A
5115	20.416666667	no	yes	6	6500	3	yes	SD
5117	19.416666667	yes	yes	12	4434	3	yes	SD
5120	21.75	no	no	12	14707	4	no	SD
5123	18.75	yes	yes	9	6004	3	yes	SD
5124	19.75	no	no	12	8491	3	yes	D
5125	21.833333333	no	no	8	9122	2	no	A
5127	16.333333333	no	yes	12	7354	3	no	SD
5128	17.416666667	no	yes	11	20000	1	no	SD
5131	14.833333333	no	no	12	7071	7	no	D
5134	16.25	yes	yes	10	7122	4	no	SD
5135	15.083333333	yes	yes	9	7122	4	yes	D
5138	18.5	no	no	12	10000	1	yes	A
5140	19.166666667	no	no	14	4472	2	no	SD
5148	20.916666667	yes	yes	12	2121	3	no	A
5150	15	no	yes	12	23094	1	no	D
5151	19.833333333	yes	yes	11	37501	8	yes	SD
5152	15.666666667	yes	yes	10	8491	4	yes	SA
5153	17.166666667	no	yes	11	11500	4	no	SD
5154	16.583333333	no	yes	8	4532	4	no	D
5155	14.333333333	yes	yes	8	4532	4	no	D
5157	14.583333333	no	yes	10	11500	3	yes	D
5159	17.833333333	no	no	14	2000	3	yes	D
5162	16.833333333	yes	yes	14	13000	2	no	D
5163	15.333333333	yes	no	12	25456	2	no	SD
5164	19.75	no	yes	12	18500	2	no	D
5169	14.5	no	yes	12	8050	2	yes	D
5173	20.083333333	no	yes	13	10206	3	no	SD
5176	18.583333333	yes	yes	7	2627	4	yes	A
5179	15.916666667	no	yes	12	8497	2	no	SD
5180	14.416666667	no	yes	12	8497	2	no	SA
5183	14.833333333	no	yes	15	10970	2	no	SD
5188	20.333333333	no	no	14	1768	2	no	SD
5189	16.333333333	no	no	4	9238	2	no	SD
5190	19.166666667	no	no	12	5000	2	yes	SA
5191	18.666666667	no	no	12	7917	4	no	SD
5193	15.833333333	no	no	12	7917	4	no	D
5195	17.416666667	no	no	12	8675	1	yes	D
5196	14.75	no	no	12	8675	1	no	A
5199	21.416666667	no	no	16	3889	5	no	SD
5200	20.666666667	yes	yes	6	8959	1	yes	D
5201	17.833333333	no	yes	16	4100	2	no	D
5208	18.333333333	no	yes	12	7025	1	yes	SD
5209	15.5	yes	yes	12	9000	3	no	SD
5212	21.083333333	yes	no	12	13500	4	yes	A
5214	16.333333333	no	no	13	8910	8	yes	SA
5216	15.583333333	yes	yes	12	6577	1	no	A
5219	16.416666667	no	yes	12	5685	2	no	D
5224	21.416666667	no	yes	12	7354	4	no	D
5225	18.083333333	no	yes	12	7354	4	no	SD
5228	19.083333333	no	yes	12	14707	6	no	SD
5231	16.333333333	yes	yes	12	2250	5	yes	D
5232	15.25	yes	yes	12	2250	5	yes	A
5233	16.25	no	no	12	6577	4	no	SD
5234	15.583333333	no	no	14	11547	1	no	D
5236	20	no	no	11	7176	3	no	A
5239	20.75	no	no	8	4000	5	yes	SD
5240	16.416666667	no	no	16	6004	3	no	D
5241	14.75	no	no	16	6004	3	no	D
5247	17.916666667	no	yes	13	3464	2	yes	SD
5253	15.083333333	yes	yes	12	9899	2	no	SD
5255	18.666666667	no	no	12	4041	2	no	D
5256	16	yes	yes	11	6261	4	yes	D
5258	15.833333333	yes	no	8	6351	5	no	D
5259	19.416666667	no	yes	12	10970	2	no	D
5262	18.666666667	no	no	12	7200	5	yes	SD
5264	21.666666667	no	no	0	10733	3	no	SD
5265	20	no	no	0	10733	3	no	D
5268	21.916666667	no	yes	14	4210	4	no	A
5271	17.166666667	no	no	8	0	13	no	D
5272	16.666666667	yes	no	12	11000	1	no	SD
5273	20.166666667	no	no	10	600	6	no	D
5275	19.75	no	yes	10	6577	3	no	D
5276	16.583333333	no	yes	10	6577	3	no	D
5277	16.25	no	no	11	2773	6	no	A
5280	16.166666667	no	yes	7	4651	5	yes	D
5282	19.5	no	yes	13	3266	3	yes	D
5283	18.5	no	yes	13	3266	4	yes	D
5285	18.666666667	no	no	10	5559	3	yes	D
5286	17	no	no	10	5559	3	yes	D
5287	20.833333333	no	yes	16	23094	0	no	SD
5288	21.333333333	no	yes	12	3001	3	no	D
5289	21.166666667	no	yes	12	3001	3	no	SD
5290	18.583333333	no	yes	12	3001	3	no	D
5292	17.916666667	yes	no	12	4243	3	yes	SD
5293	14.416666667	yes	no	8	10399	4	no	D
5294	20.666666667	no	yes	10	10237	3	yes	A
5295	21	no	yes	12	7934	4	no	SD
5298	15.083333333	no	no	11	6577	5	no	A
5299	19.25	no	no	12	10000	4	no	D
5301	16	no	no	12	3750	2	no	SD
5302	18.916666667	no	no	12	14707	3	no	SD
5305	16.833333333	yes	no	12	1027	3	no	SD
5308	16.666666667	no	no	5	3304	2	yes	A
5309	21.583333333	no	yes	11	6500	6	yes	D
5310	15.75	no	yes	16	10383	1	no	D
5311	21.916666667	no	no	12	5954	1	no	SD
5314	15.666666667	no	yes	16	7778	5	yes	SA
5315	18.666666667	yes	no	16	7181	4	no	D
5317	15.25	yes	no	16	7181	4	no	SD
5325	21.333333333	no	no	12	7792	5	no	SD
5326	19	no	no	12	3464	5	no	D
5327	19.083333333	no	yes	12	11547	1	yes	SD
5328	18.916666667	no	no	12	6798	4	no	D
5330	15.166666667	no	no	12	6798	4	no	SD
5331	18.166666667	yes	no	12	12500	2	no	D
5332	19.583333333	yes	no	12	25000	2	no	SD
5333	20.75	yes	no	11	5807	5	no	D
5338	16.25	yes	yes	10	9815	1	no	D
5339	20.083333333	no	yes	12	3282	0	yes	D
5340	19.666666667	no	no	12	12247	3	no	A
5341	17	no	no	12	12247	3	no	D
5349	20.583333333	no	yes	12	20207	5	no	D
5351	15.5	no	yes	12	12500	3	no	D
5353	15.583333333	no	no	9	12547	1	yes	D
5355	18.75	no	yes	12	14722	1	no	SD
5360	16.25	no	yes	12	433	3	no	D
5369	17.083333333	no	yes	10	5559	4	no	D
5370	15.25	no	yes	10	5559	4	no	D
5372	19.666666667	no	no	16	8165	3	no	D
5373	17.833333333	no	no	16	8165	3	no	D
5374	14.833333333	no	yes	15	8165	3	no	D
5376	15.416666667	no	yes	12	17321	8	no	SD
5378	14.75	no	yes	12	10152	4	no	SD
5380	16.25	no	yes	12	7354	3	no	D
5381	14.916666667	yes	yes	12	693	2	no	SD
5385	14.416666667	no	no	8	12522	8	no	D
5386	17.916666667	no	no	14	14607	3	no	SD
5387	17.333333333	no	no	12	8795	6	no	SD
5388	15.833333333	no	no	12	8795	6	no	D
5389	21.916666667	no	no	12	8795	6	no	SD
5391	18.75	yes	no	8	3464	4	no	D
5393	15.833333333	no	yes	12	6000	1	no	SD
5397	20.833333333	no	no	8	3578	3	no	D
5403	16.75	no	yes	12	7071	6	no	SD
5404	15.666666667	no	yes	12	7071	6	no	SD
5406	21.583333333	no	no	13	4532	2	no	A
5408	14.583333333	no	yes	12	2500	2	no	A
5409	16.416666667	no	no	12	7354	2	no	SD
5421	18.416666667	no	no	12	5307	9	no	SD
5422	21.25	no	no	12	8491	4	no	SD
5424	18.166666667	no	yes	8	9592	3	no	SD
5425	20.666666667	yes	yes	12	4734	2	no	D
5426	15.916666667	no	yes	12	6940	2	yes	SD
5427	19.083333333	no	yes	12	13613	4	no	D
5428	18.166666667	no	yes	12	13613	4	no	SD
5429	14.833333333	no	yes	12	12734	4	no	D
5433	19.916666667	no	no	12	8372	2	no	D
5434	19.833333333	no	no	12	8491	6	no	A
5436	16.083333333	no	no	12	5590	2	no	SD
5438	17.75	no	yes	14	6425	4	no	SD
5442	16	no	no	13	8944	2	no	SD
5445	15.416666667	no	yes	12	6708	4	yes	D
5448	17.416666667	no	no	8	8944	4	yes	D
5450	18.166666667	no	no	7	8497	3	yes	SD
5452	16.75	no	no	12	6500	1	yes	D
5453	17.75	no	no	12	12500	1	yes	D
5454	14.333333333	no	yes	12	12500	1	yes	D
5455	18	no	no	7	7071	5	yes	D
5458	18.166666667	no	no	12	11023	3	yes	SD
5459	16.75	no	no	12	11023	3	yes	D
5462	17.083333333	no	no	7	3024	4	yes	D
5469	14.833333333	no	no	9	1191	5	yes	D
5471	15.833333333	no	no	5	1991	10	yes	D
5472	16.666666667	yes	no	13	5635	1	yes	SD
5473	21.333333333	no	no	11	8491	2	yes	SD
5474	16.25	yes	yes	12	6500	1	no	SD
5477	17.416666667	yes	no	12	10399	0	no	SD
5478	22	no	no	9	10392	0	no	D
5481	15.583333333	yes	yes	12	8491	0	yes	SD
5486	16.5	no	yes	13	16330	1	no	D
5487	19.416666667	yes	no	4	9537	7	yes	D
5488	21.416666667	no	yes	6	7777	3	yes	A
5492	19.25	no	yes	12	8491	2	yes	A
5505	19.416666667	no	no	3	8485	0	yes	D
5506	16.083333333	no	yes	8	7348	3	yes	D
5508	19.25	no	yes	12	4561	2	yes	A
5509	18.416666667	no	no	7	6004	3	yes	SA
5510	17.416666667	no	no	7	8165	3	yes	A
5511	18.75	no	yes	12	7750	1	yes	A
5522	17.083333333	no	no	12	4043	2	yes	A
5523	19.25	no	no	3	2309	8	yes	D
5524	21	no	no	7	5367	1	yes	SD
5526	20.583333333	yes	no	8	4000	1	yes	SD
5528	19.083333333	yes	yes	12	6684	8	yes	D
5530	19.416666667	yes	yes	8	10399	2	yes	A
5533	14.25	no	no	8	7354	1	yes	D
5541	14.416666667	no	yes	14	7354	1	yes	SD
5544	17.5	no	no	9	13500	3	yes	D
5546	15.583333333	no	no	10	6000	1	yes	D
5547	21.166666667	no	yes	8	6004	5	yes	SD
5548	17.916666667	yes	yes	8	6708	2	yes	SD
5549	16.75	no	yes	12	7354	3	yes	A
5550	16.083333333	no	yes	12	7155	2	yes	D
5551	14.916666667	no	yes	12	7155	2	yes	D
5553	17.833333333	yes	yes	12	8573	3	yes	D
5555	21.833333333	yes	no	9	7332	3	yes	D
5557	21.583333333	yes	no	10	2475	4	yes	SD
5559	15.5	no	no	6	2356	3	yes	D
5560	17.416666667	yes	no	7	5559	4	yes	SD
5561	14.083333333	yes	no	7	5559	4	no	A
5563	19.916666667	yes	no	9	2682	6	yes	D
5564	21.916666667	no	no	3	3753	2	yes	D
5565	18.333333333	no	yes	12	9500	3	yes	D
5566	17.083333333	yes	no	12	7071	0	yes	A
5568	16.25	no	no	12	11547	0	yes	SD
5570	17.583333333	no	yes	12	7354	4	yes	D
5571	17.583333333	no	yes	12	7354	4	yes	D
5572	16.583333333	no	no	12	8660	0	yes	SD
5574	19	no	no	10	5669	5	yes	D
5575	16.75	no	no	10	4914	5	yes	D
5576	14.75	no	no	10	4914	5	yes	D
5577	19.666666667	yes	yes	8	6062	4	yes	A
5578	16	no	no	12	5814	2	yes	D
5581	14.333333333	no	yes	10	8315	3	no	D
5582	17.416666667	no	yes	11	4536	2	yes	D
5583	18.5	no	yes	10	4536	2	yes	A
5589	16.833333333	no	no	12	6577	4	yes	SD
5591	15	no	no	11	4041	2	yes	D
5593	22	no	yes	12	20000	2	yes	SD
5595	19.416666667	no	yes	10	3024	7	yes	D
5596	21.333333333	no	yes	14	10399	2	no	SD
5597	21	no	no	16	12759	4	yes	D
5600	21.333333333	no	no	10	8981	6	yes	D
5605	15	no	yes	9	5814	2	yes	A
5606	17.166666667	yes	no	10	6522	4	yes	SD
5609	16.333333333	no	yes	12	4062	1	yes	D
5620	16.833333333	no	yes	12	6577	2	no	D
5624	18.916666667	no	yes	18	1550	2	no	SD
5626	14.166666667	no	yes	12	10607	5	yes	SD
5627	19.166666667	no	yes	12	1674	1	yes	SD
5648	19.833333333	no	yes	12	10399	3	no	SD
