age	region	kids04	kids59	hoursWorked	education	familyIncome
5281	55	Prairies	No	No	0	12	68977
5282	47	Quebec	No	No	0	7	19069
5283	44	Prairies	No	No	397	12.5	30428
5284	55	Ontario	No	No	0	12	9833
5285	34	Ontario	Yes	No	2294	11	4885
5286	39	Atlantic	No	Yes	2607	16	38316
5287	41	BC	No	Yes	1266	15.5	38755
5288	26	Ontario	Yes	Yes	2086	15.5	64492
5289	38	Atlantic	No	No	0	6	22402
5290	27	BC	Yes	No	886	11.7	42492
5291	57	Ontario	No	No	1043	9.5	18567
5292	38	BC	No	No	0	13	27754
5293	29	Ontario	Yes	No	988	12.3	21966
5294	48	Quebec	No	No	1825	13	47839
5295	47	BC	No	No	1486	16	42862
5296	27	Ontario	No	No	938	14.5	26127
5297	24	Ontario	No	No	1029	11	25193
5298	38	Quebec	No	No	1825	17	28084
5299	31	Quebec	Yes	No	0	17	30929
5300	37	Ontario	No	Yes	1174	13	18734
5301	49	Ontario	No	No	1981	12	61031
5302	53	Atlantic	No	No	0	16	48157
5303	30	Quebec	Yes	No	1825	15	33073
5304	34	Quebec	No	Yes	435	12	43932
5305	54	Quebec	No	No	0	9	22420
5306	62	BC	No	No	0	11.5	13368
5307	53	Atlantic	No	No	0	10	27364
5308	40	Prairies	No	No	1252	10.5	35168
5309	61	Ontario	No	No	0	12	18938
5310	27	Ontario	No	No	2157	18	33748
5311	53	Atlantic	No	No	1909	13	43568
5312	41	Ontario	No	Yes	0	17.5	43326
5313	46	Prairies	No	No	1460	12	9387
5314	30	Quebec	No	Yes	1043	12	29270
5315	51	Ontario	No	No	1955	13.5	33604
5316	49	Ontario	No	No	0	11	29754
5317	32	Ontario	No	Yes	872	12	34102
5318	56	Ontario	No	No	0	17	65492
5320	26	Ontario	Yes	No	0	12	19051
5321	37	Atlantic	No	Yes	1893	15	36965
5322	58	BC	No	No	2086	10	14588
5323	40	Quebec	No	No	1760	15	20270
5326	40	Atlantic	No	No	1825	12.5	34099
5327	35	Prairies	No	Yes	1587	12.5	34556
5328	30	Prairies	Yes	Yes	2086	12.1	9417
5329	41	Prairies	No	No	1955	14.1	46687
5330	39	Ontario	No	No	0	12	47998
5331	48	Atlantic	No	No	1981	14.5	48822
5332	56	Atlantic	No	No	3129	20	15979
5333	22	Ontario	No	Yes	1047	0	49421
5334	53	BC	No	No	1043	17	49278
5335	42	Quebec	No	Yes	1825	15	51429
5336	49	Atlantic	No	No	906	12	48608
5337	33	BC	No	Yes	1877	14	25856
5338	62	Quebec	No	No	0	4	19760
5339	54	Atlantic	No	No	0	12	46830
5340	46	BC	No	No	2086	18	57119
5341	49	Atlantic	No	No	1981	11	41879
5342	41	Prairies	No	No	1602	10.5	61177
5343	58	Prairies	No	No	600	10	66980
5344	28	Ontario	Yes	No	1564	12.5	28908
5345	32	BC	No	Yes	1825	13	32707
5346	62	Ontario	No	No	0	15	27248
5347	42	Ontario	No	No	1903	16	41454
5348	45	Quebec	No	No	1955	12	18978
5349	53	Quebec	No	No	335	6	15423
5350	42	Ontario	No	Yes	564	14	6533
5351	39	Atlantic	No	No	821	12	18809
5352	53	Ontario	No	No	1825	14.1	38214
5353	33	Ontario	No	Yes	1825	12	28663
5354	61	Prairies	No	No	1564	11	39080
5355	36	Atlantic	Yes	No	92	15	36109
5356	55	Prairies	No	No	0	12	42592
5357	33	Ontario	No	Yes	494	13	35541
5359	58	Quebec	No	No	2607	11.8	28535
5360	36	Quebec	No	No	1105	20	7952
5361	40	Atlantic	No	No	815	9.2	17657
5362	35	BC	Yes	Yes	0	13	36215
5363	28	Atlantic	No	No	1981	12	22448
5364	40	Prairies	No	No	1981	11.5	32361
5365	28	Atlantic	Yes	Yes	0	10	12210
5366	38	Atlantic	No	No	621	8	36832
5367	26	BC	Yes	Yes	0	12	21666
5368	38	Ontario	No	No	1912	12	38252
5369	50	Quebec	No	No	1979	9	18241
5370	38	Quebec	No	Yes	1304	14.5	31262
5371	48	Prairies	No	No	1564	10	41732
5373	56	Atlantic	No	No	0	9	24928
5374	38	Atlantic	Yes	Yes	44	16	31390
5375	56	BC	No	No	278	19	28060
5376	33	Prairies	Yes	No	858	15	9887
5377	32	Quebec	No	Yes	0	12	48729
5378	64	Prairies	No	No	0	10.5	11452
5379	38	Ontario	Yes	No	126	11.5	38057
5380	44	Ontario	No	No	2190	12	35775
5381	49	BC	No	No	0	9	16069
5382	61	Ontario	No	No	0	11	19764
5385	42	Atlantic	No	Yes	0	6	28214
5386	37	Prairies	No	No	2086	12	38604
5387	28	Atlantic	Yes	No	661	20	39408
5388	45	Quebec	No	No	1825	14	33892
5390	34	BC	No	No	2129	12	5652
5391	60	Prairies	No	No	2086	14	3454
5392	61	Ontario	No	No	0	10	15874
5393	40	Ontario	Yes	Yes	0	18	68337
5394	31	Prairies	No	No	1304	10	38836
5396	30	Quebec	Yes	Yes	1043	12.5	6021
5397	57	BC	No	No	0	10	26366
5398	52	Prairies	No	No	2086	15	52244
5399	58	Quebec	No	No	0	13	30893
5401	40	BC	No	No	0	13.1	33360
5402	25	Quebec	Yes	No	1750	14	13961
5403	50	Ontario	No	No	0	12	28183
5404	38	Ontario	Yes	No	0	10.5	19062
5405	43	Quebec	No	No	0	14	40455
5406	57	Prairies	No	No	0	11.5	33616
5407	44	Prairies	No	No	808	17	38250
5408	23	Ontario	No	No	2086	12.5	24838
5409	34	Ontario	No	No	0	10	29225
5410	44	Ontario	No	Yes	1981	15	9945
5411	54	Ontario	No	No	877	11	47826
5412	33	Atlantic	No	No	2086	16	29508
5413	33	Prairies	No	Yes	939	14.5	20140
5414	61	Atlantic	No	No	0	7	12331
5415	33	BC	No	Yes	644	14	22547
5416	47	Quebec	No	No	0	18.3	46961
5417	20	Ontario	No	No	165	12	10772
5418	34	Atlantic	Yes	No	1825	19	16740
5419	35	Atlantic	No	Yes	1011	14	40833
5420	40	Prairies	No	No	261	11	15016
5421	30	Atlantic	Yes	Yes	1043	10	10296
5422	60	Prairies	No	No	0	8	17416
5423	32	Prairies	No	Yes	1955	12	30290
5424	31	Ontario	No	Yes	1043	12	25497
5425	63	Ontario	No	No	0	13	16415
5426	32	Atlantic	No	Yes	1162	12	15491
5427	29	Ontario	Yes	No	326	12	26574
5428	63	Ontario	No	No	0	12	13038
5429	47	Quebec	No	No	0	12	30616
5430	37	Atlantic	No	Yes	261	14	38916
5431	32	Atlantic	No	No	2086	13	32258
5432	34	Prairies	Yes	No	690	13.5	11633
5433	26	Prairies	Yes	No	915	14.5	34885
5434	40	Quebec	No	Yes	2346	8	1658
5435	48	Quebec	No	No	1251	14.6	49658
5436	29	BC	Yes	No	712	12	27166
5437	54	Prairies	No	No	1460	10	30881
5438	36	Ontario	No	No	1955	13	57481
5439	44	Ontario	No	No	1669	14.5	39117
5440	40	Atlantic	No	No	0	12.5	21136
5441	45	Prairies	No	No	2086	12.5	39571
5442	61	Quebec	No	No	0	12	47809
5443	33	BC	Yes	No	1818	16	14837
5444	25	Atlantic	No	No	2078	15	23722
5445	58	Ontario	No	No	0	16	34519
5446	60	Prairies	No	No	521	12	26779
5447	64	Prairies	No	No	5005	11.5	17479
5448	49	Prairies	No	No	2086	12.5	64609
5449	30	Quebec	Yes	No	1616	12	15371
5450	40	Prairies	No	No	2086	14	26804
5451	30	Ontario	Yes	No	15	10.5	24444
5452	26	Prairies	Yes	No	0	16	32976
5453	41	Ontario	No	No	1955	16	11236
5454	42	Ontario	No	No	1825	13.3	49968
5456	27	Ontario	Yes	No	0	14	30260
5457	64	BC	No	No	400	13	19264
5458	35	BC	No	Yes	1955	14	50028
5459	52	Atlantic	No	No	1251	7	22455
5460	46	Quebec	No	No	796	10	22283
5461	37	Atlantic	No	Yes	2086	16	34473
5462	55	BC	No	No	1043	13	41415
5463	47	Ontario	No	No	0	3	62961
5464	41	Atlantic	No	No	1564	12.5	31818
5465	39	Ontario	No	Yes	1825	14	49918
5466	37	Quebec	No	No	111	11	47911
5467	32	Ontario	No	Yes	0	8.5	33021
5468	27	Ontario	No	Yes	2086	12.5	33112
5469	45	Prairies	No	No	0	13	48688
5471	58	Ontario	No	No	3337	18	62141
5472	65	Prairies	No	No	0	9	34927
5473	38	Prairies	No	No	478	12.5	46709
5474	45	Ontario	No	No	1447	12	46767
5475	58	Ontario	No	No	1043	11.5	8362
5476	29	Prairies	No	No	2086	14	24884
5477	49	Atlantic	No	No	0	12	21713
5478	52	Ontario	No	No	3129	14	27739
5480	52	Atlantic	No	No	2086	12	25677
5481	32	Prairies	No	Yes	1251	11	44780
5482	46	Prairies	No	No	2998	17	46298
5483	59	BC	No	No	1043	9	32573
5484	39	Quebec	No	No	0	14	26914
5485	41	Prairies	No	No	692	14.9	28376
5487	63	Prairies	No	No	0	15	49957
5488	28	Atlantic	No	Yes	1577	11.5	18808
5489	53	Ontario	No	No	0	20	76298
5490	45	Atlantic	No	No	0	7	16261
5491	62	Prairies	No	No	0	12	31448
5493	48	Prairies	No	No	1251	15.5	39908
5494	30	Prairies	No	No	1043	12	19793
5495	34	Ontario	No	No	2275	9	3419
5496	55	Ontario	No	No	2086	13	53590
5497	48	Ontario	No	No	2086	12.5	33307
5498	37	Atlantic	Yes	No	869	14	18996
5499	63	Prairies	No	No	0	7	18275
5500	27	Prairies	Yes	No	985	14	32195
5501	39	Quebec	No	No	1825	12.3	26254
5502	36	BC	No	Yes	960	12.5	39445
5503	27	Ontario	Yes	No	140	13	46107
5504	52	Quebec	No	No	2086	13	11172
5505	50	Prairies	No	No	2125	13	55785
5506	61	Atlantic	No	No	0	10	55196
5507	38	Atlantic	No	No	1314	12	35124
5509	53	Prairies	No	No	2086	10	337
5510	62	Prairies	No	No	0	11	14237
5511	58	Ontario	No	No	0	8	65324
5512	39	Quebec	No	No	0	14	60057
5513	38	Quebec	Yes	Yes	1669	13	38431
5514	47	Atlantic	No	No	433	9	35654
5515	59	Ontario	No	No	1981	11	29137
5516	37	Quebec	Yes	No	1195	12.6	31613
5517	35	Quebec	Yes	Yes	0	10	17355
5518	48	BC	No	No	0	16	35611
5519	40	Atlantic	No	No	2086	11	44755
5520	25	Prairies	No	No	1958	12.5	21035
5521	30	Prairies	No	Yes	0	12.8	18380
5522	25	Quebec	No	No	891	17	14510
5523	32	Quebec	No	Yes	1605	12	21598
5524	32	Ontario	Yes	Yes	650	14	38676
5525	33	Ontario	Yes	No	2371	14.5	25044
5526	43	Atlantic	No	No	1564	13	26921
5527	47	BC	No	No	0	10	23061
5528	34	Prairies	No	Yes	448	9	14240
5529	56	Prairies	No	No	521	8	36765
5530	48	Atlantic	No	Yes	1200	17	9447
5531	58	Quebec	No	No	0	7	24150
5532	53	Atlantic	No	No	0	12	21512
5533	29	Ontario	Yes	Yes	1315	11	15004
5534	40	Quebec	No	No	1304	10	41549
5535	31	BC	Yes	Yes	0	13	3585
5536	63	Atlantic	No	No	0	9	12945
5537	30	Prairies	Yes	Yes	1304	12.5	19294
5538	52	Atlantic	No	No	1981	12	18138
5539	33	Ontario	No	Yes	1955	10.5	42198
5540	37	Atlantic	No	No	0	12.5	33531
5541	41	Atlantic	No	No	0	11	36163
5542	60	BC	No	No	0	10	14661
5543	31	Prairies	No	No	2086	14	13751
5544	55	BC	No	No	2607	20	29091
5545	51	Ontario	No	No	0	20	109321
5546	30	Quebec	Yes	Yes	2607	17	39702
5547	49	Ontario	No	No	417	10	47892
5548	34	Prairies	Yes	Yes	146	14	4513
5549	47	Quebec	No	No	1317	12.4	23749
5550	27	Ontario	Yes	No	1955	14	33612
5551	32	Ontario	Yes	No	0	15	82258
5552	42	Prairies	No	No	1908	12	27943
5553	34	Ontario	No	No	32	9.5	9624
5554	63	Atlantic	No	No	0	13	41351
5555	57	Ontario	No	No	1598	14	7637
5556	31	Prairies	No	Yes	2086	11	27598
5557	48	Prairies	No	No	0	10	29971
5558	58	Ontario	No	No	0	13	57427
5559	59	Ontario	No	No	950	13	62356
5560	24	Prairies	Yes	No	670	12	19587
5561	31	Atlantic	No	No	2086	12	22918
5562	35	Ontario	No	Yes	1884	14.5	23028
5563	46	Ontario	No	No	1130	12	30003
5564	38	Ontario	No	Yes	261	15.5	20280
5565	42	Prairies	No	No	2086	12.5	34003
5566	43	Prairies	No	No	1825	14	10486
5567	29	Ontario	Yes	No	0	14	16225
5568	35	Ontario	No	No	2086	10	58226
5569	55	Ontario	No	No	1825	13	38639
5570	31	Atlantic	Yes	Yes	1825	14	19904
5571	61	Ontario	No	No	0	16	33738
5572	45	Ontario	No	No	2086	11	18154
5573	49	Ontario	No	Yes	607	12	35160
5574	39	Ontario	No	Yes	1106	12.1	45789
5575	57	Ontario	No	No	1564	9	67982
5576	36	Prairies	Yes	Yes	626	20	25910
5578	64	Prairies	No	No	0	11	28121
5579	44	Atlantic	No	No	0	16	36540
5580	25	Prairies	No	No	1578	14.5	32353
5581	36	Quebec	No	Yes	1955	13.5	39339
5582	39	Ontario	No	No	539	9	50119
5583	57	Prairies	No	No	1199	10	6097
5584	35	Ontario	No	No	652	12.6	55347
5585	30	Prairies	Yes	Yes	1564	12	26011
5586	43	Prairies	No	Yes	2816	14	31219
5587	62	Prairies	No	No	782	9	26668
5588	29	Ontario	No	No	1966	16.4	32906
5589	30	Prairies	Yes	No	626	13	31025
5590	36	BC	No	No	483	18	38663
5591	41	Atlantic	No	No	1955	15.5	43628
5592	48	Atlantic	No	No	777	12	58825
5593	58	Prairies	No	No	2086	5	33527
5594	41	Ontario	No	No	2086	17	8843
5595	55	Atlantic	No	No	1303	10	21065
5596	35	Quebec	No	Yes	1825	14	36145
5597	42	Atlantic	No	No	926	7.4	18436
5598	38	Prairies	No	No	1026	11.5	31796
5599	44	Atlantic	Yes	No	785	13	72434
5600	60	Ontario	No	No	2190	13	21613
5601	25	Ontario	Yes	No	0	12	26868
5602	52	BC	No	No	782	12.7	63923
5603	50	Quebec	No	No	0	8	33281
5605	55	Prairies	No	No	0	8.5	12276
5606	52	Ontario	No	No	0	10.5	64871
5607	65	Ontario	No	No	0	10	18612
5608	56	Prairies	No	No	1532	13.5	12730
5609	50	Atlantic	No	No	0	4	14957
5610	32	Atlantic	No	Yes	1955	12	11107
5611	39	Ontario	No	Yes	747	15.6	39263
5612	46	Ontario	No	No	2086	17	23700
5613	35	Prairies	No	Yes	1565	2	17549
5614	51	Prairies	No	No	1825	8	46393
5615	27	Atlantic	Yes	No	0	13.5	16686
5616	54	Quebec	No	No	1945	13	9752
5617	54	Quebec	No	No	114	9	21950
5618	36	Quebec	Yes	Yes	939	14	55930
5619	46	Ontario	No	No	0	12	32225
5620	35	Prairies	Yes	No	1981	13	26992
5621	39	Prairies	No	No	0	12.5	18801
5622	41	Ontario	No	No	2294	10.5	32064
5623	46	Prairies	No	No	2086	12	65255
5624	40	Prairies	No	No	834	10	32595
5625	46	BC	No	No	637	16	42322
5626	46	Prairies	No	Yes	1825	12.5	4686
5627	34	Atlantic	Yes	Yes	24	14	34706
5628	35	Prairies	No	Yes	834	13	19279
5629	53	Ontario	No	No	1599	12	31925
5630	35	Quebec	Yes	Yes	0	12	29099
5631	65	Quebec	No	No	0	7	8497
5632	35	Ontario	Yes	Yes	0	12.5	20557
5633	45	Ontario	No	No	2086	15	41061
5634	41	BC	No	No	2086	20	15388
5635	45	Atlantic	No	No	0	8	11977
5636	30	Ontario	Yes	No	0	12	30589
5637	32	Quebec	Yes	Yes	1095	12	32709
5638	34	Atlantic	Yes	No	870	12	27620
5639	52	BC	Yes	No	0	10.5	68045
5640	56	BC	No	No	2346	12	32417
5641	39	Ontario	No	No	2346	13.1	35260
5642	45	Ontario	Yes	No	0	15	38827
5643	45	Prairies	No	No	2086	9	37080
5644	42	Prairies	No	Yes	1256	14	36654
5645	37	Ontario	No	Yes	0	13.5	30123
5646	38	Atlantic	No	No	1043	10.5	31483
5648	42	BC	No	No	834	10	13206
5649	51	Atlantic	No	No	0	12	16359
5650	47	Atlantic	No	No	2086	12.5	28460
5651	29	BC	No	No	1078	12	11535
5652	31	Ontario	No	Yes	1825	13.8	8413
5655	40	Quebec	No	Yes	1893	20	22246
5656	62	Atlantic	No	No	0	8	9105
5657	41	Ontario	No	Yes	1177	12.5	28135
5658	55	Prairies	No	No	0	15	46562
5659	30	Ontario	Yes	No	1678	14	10528
5660	34	BC	Yes	No	0	12.5	42111
5661	25	Ontario	Yes	No	1981	14	32896
5662	40	BC	Yes	Yes	0	4	30863
5663	63	BC	No	No	0	12	36680
5664	34	Ontario	Yes	Yes	1825	12	47185
5665	56	Quebec	No	No	0	6	13855
5666	27	Ontario	Yes	No	1140	14.1	21058
5667	36	Atlantic	No	Yes	0	16	24202
5668	41	Ontario	No	Yes	445	16	0
5669	51	Atlantic	No	No	0	9	16863
5670	46	Prairies	No	No	2163	11	49293
5671	62	Ontario	No	No	0	16	30283
5672	62	Ontario	No	No	1564	12	27439
5673	42	Quebec	No	No	0	10	33807
5675	38	Prairies	No	No	2269	14.2	32118
5676	39	Ontario	No	No	1362	12	37020
5677	42	Atlantic	No	No	1182	16	32112
5678	34	Atlantic	No	No	2086	13	26467
5679	61	Quebec	No	No	0	11	73214
5680	31	Prairies	Yes	No	1385	17	36058
5681	40	Quebec	No	No	1558	7	23917
5682	61	Prairies	No	No	521	10	100282
5683	34	Ontario	Yes	No	0	12	47845
5684	26	Ontario	Yes	No	1825	12	27399
5685	44	Prairies	Yes	Yes	0	4	29696
5686	30	Prairies	No	No	913	12.5	3528
5687	53	Quebec	No	No	2086	10	18409
5689	52	Quebec	No	No	1314	10	30222
5690	46	Ontario	No	No	3129	18	48060
5691	39	Ontario	No	Yes	765	16	29309
5692	49	Atlantic	No	No	1981	9	41441
5693	51	Quebec	No	No	0	4.5	35486
5694	48	Ontario	No	No	2086	14	78780
5695	54	Ontario	No	No	0	8	33511
5696	50	Atlantic	No	No	0	8.5	53384
5697	35	BC	No	Yes	1564	11.5	32296
5699	52	Prairies	No	No	2086	10	22698
5700	30	Ontario	Yes	Yes	2086	11	32675
5701	56	Ontario	No	No	2086	13	23802
5702	35	Ontario	Yes	Yes	0	17	32325
5703	34	Prairies	Yes	Yes	906	13	16933
5704	35	Atlantic	No	Yes	2086	16	41186
5705	45	Prairies	No	No	1912	9	36748
5706	43	Prairies	No	No	2607	17	38774
5707	30	Ontario	Yes	No	1362	15	44224
5709	44	Ontario	No	No	1141	20	1081
5710	43	Ontario	No	No	1203	12	30831
5711	50	Atlantic	No	No	0	14	48511
5712	37	Prairies	No	No	2086	14	37916
5713	28	Atlantic	No	Yes	261	11.5	22066
5714	47	Prairies	Yes	No	2086	14	43609
5715	43	Prairies	No	No	0	12	51039
5717	27	Prairies	Yes	No	683	13.5	10212
5718	47	Ontario	Yes	No	171	20	45559
5719	34	Atlantic	No	No	0	7	30158
5721	34	Atlantic	Yes	No	1630	12	27133
5722	40	Quebec	No	Yes	756	15	31340
5723	23	Quebec	Yes	No	1955	13	27028
5724	43	Quebec	Yes	Yes	60	19.5	34123
5725	30	Ontario	Yes	Yes	456	19	37283
5727	37	Quebec	No	No	1955	11	30841
5728	44	Ontario	No	No	1877	16	61288
5730	52	Prairies	No	No	1503	12.5	39903
5731	30	Prairies	Yes	Yes	626	12	26355
5732	36	Atlantic	No	No	0	10	20018
5733	30	Atlantic	No	No	1025	10	13240
5735	56	Quebec	No	No	0	15	26941
5736	63	Ontario	No	No	0	13	32669
5738	45	Prairies	No	No	0	13	25583
5739	55	Prairies	No	No	3285	12	20230
5740	64	Ontario	No	No	0	15	23496
5741	50	Prairies	No	No	1095	6	62373
5742	20	Atlantic	No	No	2086	12.5	13096
5743	28	Ontario	No	No	2086	18.1	17720
5744	59	Quebec	No	No	0	5	16045
5745	51	Quebec	No	No	0	7	6431
5746	40	Quebec	No	No	0	10	14539
5747	45	Prairies	No	No	521	12	12609
5748	32	Ontario	Yes	Yes	1077	14.3	32429
5749	28	BC	Yes	Yes	397	12	6058
5750	42	Atlantic	No	No	1955	15	29372
5751	27	Atlantic	No	No	1981	16	15435
5752	29	Ontario	No	Yes	7	12	22104
5753	34	BC	Yes	No	1825	14.4	51989
5754	30	Atlantic	No	No	0	13	12501
5755	33	Prairies	No	Yes	1388	8	27051
5756	36	Atlantic	No	No	0	10	15817
5757	60	Ontario	No	No	0	14	83497
5758	54	Ontario	No	No	2086	12	18559
5759	38	Ontario	Yes	No	892	17.5	48697
5760	34	Quebec	No	No	521	15.3	16765
5761	47	Atlantic	No	No	278	13.5	18458
5762	45	BC	No	No	1564	12.6	29120
5763	29	Quebec	Yes	No	2034	15	18026
5764	34	Prairies	Yes	Yes	0	11	15529
5766	57	Ontario	No	No	0	10	81017
5767	50	Atlantic	No	No	1039	16	23198
5768	38	Quebec	No	No	1825	11	10672
5770	27	Ontario	Yes	No	391	19	54916
5771	50	Ontario	No	No	0	12	44547
5772	24	Atlantic	Yes	Yes	0	6	29691
5773	38	Ontario	No	No	1825	12	37644
5774	38	BC	No	Yes	881	15	24108
5775	52	Atlantic	No	No	0	11	36981
5776	38	Prairies	Yes	No	1701	12.5	30141
5777	47	Ontario	No	No	1354	10.5	8474
5778	37	Prairies	No	No	1981	12	50329
5779	62	Atlantic	No	No	0	11	16022
5781	58	Atlantic	No	No	1955	10.5	24421
5782	55	Prairies	No	No	980	10	55058
5783	47	Ontario	No	No	2086	13.3	24914
5784	28	Ontario	Yes	No	1729	14	28454
5785	42	Atlantic	No	No	1825	13	56500
5786	29	Prairies	Yes	No	784	12.8	34613
5788	42	BC	No	Yes	25	16.4	37829
5789	58	Quebec	No	No	365	6	33744
5792	59	Prairies	No	No	0	10	19304
5793	63	Atlantic	No	No	0	8	21762
5794	55	Atlantic	No	No	943	9	21287
5795	54	Atlantic	No	No	0	12	79261
5796	47	Quebec	No	No	1564	12	61179
5798	36	Quebec	Yes	Yes	261	11.5	23090
5799	27	Prairies	Yes	Yes	2008	11.5	7812
5800	35	Quebec	No	No	2086	20	16750
5801	57	Atlantic	No	No	2086	8	42146
5802	45	Quebec	No	No	1945	6	11087
5803	31	Ontario	Yes	Yes	1929	15	38305
5804	64	Atlantic	No	No	0	11	18121
5805	38	BC	No	No	1747	13	100119
5806	51	Ontario	No	No	1929	16	54945
5807	48	Prairies	No	No	1981	13	25294
5808	29	Prairies	No	No	1043	16	36098
5809	31	Prairies	No	No	0	10.5	48066
5810	31	Atlantic	No	Yes	1669	13	15403
5812	35	Quebec	Yes	Yes	1564	11	25036
5813	32	Ontario	No	Yes	1955	14	17975
5814	34	Atlantic	No	Yes	0	13	20491
5815	43	Prairies	No	No	1564	11	16552
5816	31	Ontario	No	Yes	2086	8	25340
5817	62	Prairies	No	No	2086	18	35670
5818	35	Prairies	No	Yes	1825	12.5	41837
5819	49	Prairies	No	No	326	14	41749
5821	31	Ontario	Yes	No	828	16	33257
5822	32	Quebec	Yes	Yes	0	13	19142
5823	54	Quebec	No	No	0	9	28194
5824	54	Ontario	No	No	2086	13	30648
5825	43	Prairies	No	No	0	10	31947
5827	54	Prairies	No	No	26	9	17252
5828	33	Atlantic	Yes	Yes	0	16	33703
5829	33	Ontario	Yes	No	2086	11.5	26536
5830	30	Atlantic	Yes	No	261	13	19715
5831	40	Prairies	No	Yes	626	12.6	35677
5832	43	Ontario	No	No	0	12	7929
5833	40	Prairies	No	No	0	12	23087
5834	56	Prairies	No	No	1784	12	26089
5835	58	Prairies	No	No	1043	11	21297
5836	42	Prairies	No	No	1921	13.3	55759
5837	51	Ontario	No	No	3129	8.5	34460
5839	35	Ontario	Yes	Yes	1173	17.3	42996
5840	22	Atlantic	Yes	No	0	11	40350
5841	51	Quebec	No	No	0	14	30878
5842	49	Ontario	No	No	1304	15	84963
5843	24	Ontario	No	No	0	17	40876
5844	38	BC	No	No	0	10	52121
5845	35	Prairies	No	Yes	0	12	36009
5846	30	Ontario	No	No	0	16	36272
5848	51	Quebec	No	No	1825	12	66673
5849	50	Quebec	No	No	0	9	14040
5850	24	Prairies	No	No	1955	12.5	24379
5851	45	Ontario	No	No	357	17	34791
5852	33	Atlantic	Yes	Yes	0	13	31022
5853	32	Prairies	No	No	1955	13.1	42198
5854	40	Atlantic	No	No	1981	12	0
5856	37	Prairies	No	Yes	0	13	37365
5857	40	Quebec	No	No	2086	11	28753
5858	32	BC	Yes	Yes	1841	11.1	5265
5859	45	Quebec	No	No	1043	11	49779
5860	36	Quebec	No	No	1981	11	43858
5861	27	BC	Yes	No	1295	13.8	24713
5862	34	Ontario	No	No	1955	17	47207
5863	44	BC	No	No	1564	11.5	87373
5864	31	Prairies	No	Yes	521	15.5	20989
5865	24	Atlantic	No	No	1043	17.5	27363
5866	52	Prairies	No	No	1043	13	6617
5867	38	Atlantic	No	Yes	130	13	55993
5868	58	Ontario	No	No	1043	14	46626
5869	49	Atlantic	No	No	2432	7	29070
5870	35	Ontario	No	Yes	2086	14	62591
5871	38	Ontario	Yes	No	2086	12.5	27332
5872	53	Atlantic	No	No	1929	12.5	12511
5873	62	Ontario	Yes	No	0	6	48897
5874	31	Prairies	Yes	No	0	13	18174
5875	56	Quebec	No	No	0	7	30252
5876	40	Prairies	No	No	2086	6	56108
5877	41	Atlantic	No	No	1564	7	38860
5878	50	Prairies	No	No	0	11	33939
5879	51	Atlantic	No	No	0	12	32714
5880	55	Ontario	No	No	0	16	70328
5881	37	Atlantic	No	No	1669	13	26903
5882	48	Atlantic	No	No	395	9	12419
5883	42	Prairies	No	Yes	834	13	7390
5885	35	Ontario	No	No	1825	13	24054
5886	56	Quebec	No	No	391	10	47265
5887	26	Ontario	Yes	Yes	2086	10	19009
5888	41	Prairies	No	Yes	940	18	49367
5889	31	Ontario	No	No	0	17	58334
5890	39	Atlantic	No	Yes	1043	14.8	23693
5891	30	Quebec	Yes	Yes	0	9	27137
5893	43	Quebec	Yes	Yes	912	14	25139
5895	33	Quebec	Yes	Yes	0	15	20453
5896	48	Atlantic	No	No	912	16	43292
5897	57	Ontario	No	No	0	8	25552
5898	46	Quebec	No	No	530	12	39856
5899	38	Prairies	No	Yes	834	13	24086
5900	40	Ontario	No	No	143	20	49070
5901	45	BC	No	No	2086	12.5	34564
5902	35	Ontario	No	No	1431	15	40168
5903	26	Atlantic	Yes	No	940	14	22771
5904	61	Prairies	No	No	26	12.5	39483
5905	32	Prairies	Yes	Yes	0	10	11282
5906	56	Ontario	No	No	0	12	19311
5907	36	Prairies	No	Yes	0	13	69691
5910	47	Atlantic	No	No	782	14	25987
5911	35	Prairies	No	Yes	1043	11	24010
5912	38	Quebec	Yes	No	1564	8	28227
5913	49	Atlantic	No	No	2234	0	29282
5914	43	Prairies	No	No	2294	11	69380
5916	33	Prairies	Yes	No	1217	17	31712
5917	38	Atlantic	No	No	2086	9	23701
5918	37	Atlantic	No	Yes	1981	18	7197
5919	43	BC	No	No	2086	18	580
5920	34	Ontario	Yes	Yes	782	17.3	38180
5921	57	Quebec	No	Yes	0	6	26906
5922	53	Atlantic	No	No	0	13	23145
5923	32	Prairies	No	Yes	1199	16	48610
5924	52	Prairies	No	No	1841	8	47412
5925	34	Prairies	Yes	Yes	780	12.5	13350
5926	33	Prairies	Yes	Yes	2207	12	22405
5927	64	Prairies	No	No	0	10	28511
5928	37	Atlantic	No	Yes	0	12	4816
5929	48	Atlantic	No	No	695	8	25026
5930	30	Prairies	No	Yes	2086	13.5	16258
5931	36	Quebec	No	Yes	0	15.5	34712
5932	43	Prairies	No	No	0	17	70210
5933	43	Atlantic	No	No	1877	15.5	67215
5934	58	Atlantic	No	No	0	9	14914
5935	47	Ontario	No	No	2184	12	48460
5936	31	Atlantic	No	Yes	0	8	23503
5937	61	Atlantic	No	No	0	10	13985
5938	29	Prairies	Yes	No	1981	12.5	33849
5939	33	Quebec	No	No	0	8	19207
5941	56	Prairies	No	No	0	12	69429
