household province population weight education gender age income voted
2867 ON 9439960 4488.81 HS Male 65 NA Yes
421 ON 9439960 13466.42 bachelors Female 63 90:109 NA
3241 ON 9439960 4488.81 HS Male 36 <30 NA
1089 ON 9439960 8977.61 higher Male 34 60-89 NA
1952 ON 9439960 8977.61 higher Female 37 110+ NA
2603 ON 9439960 4488.81 HS Female 89 NA Yes
861 ON 9439960 8977.61 bachelors Male 31 60-89 Yes
134 ON 9439960 17955.23 somePS Female 23 90:109 Yes
1361 ON 9439960 8977.61 HS Female 64 NA Yes
299 ON 9439960 13466.42 HS Female 47 30-59 NA
2712 ON 9439960 4488.81 HS Female 78 <30 Yes
1394 ON 9439960 8977.61 bachelors Female 42 30-59 NA
32 ON 9439960 22444.03 HS Female 19 <30 Yes
244 ON 9439960 13466.42 college Male 54 110+ NA
1717 ON 9439960 8977.61 bachelors Male 33 110+ Yes
3212 ON 9439960 4488.81 bachelors Female 41 NA NA
378 ON 9439960 13466.42 lessHS Male 24 NA NA
931 ON 9439960 8977.61 lessHS Female 63 NA Yes
3108 ON 9439960 4488.81 HS Male 58 30-59 Yes
1767 ON 9439960 8977.61 HS Female 87 <30 Yes
1482 ON 9439960 8977.61 college Female 40 60-89 NA
1719 ON 9439960 8977.61 college Female 35 110+ No
3043 ON 9439960 4488.81 higher Male NA NA No
3202 ON 9439960 4488.81 somePS Female 87 <30 Yes
2996 ON 9439960 4488.81 HS Female 74 <30 Yes
93 ON 9439960 17955.23 bachelors Male 55 60-89 Yes
1744 ON 9439960 8977.61 bachelors Female 33 60-89 Yes
11 ON 9439960 31421.65 somePS Male 55 60-89 NA
60 ON 9439960 17955.23 somePS Male 64 110+ Yes
1608 ON 9439960 8977.61 higher Male 38 110+ Yes
908 ON 9439960 8977.61 college Male 83 <30 Yes
31 ON 9439960 22444.03 college Male 60 60-89 NA
1597 ON 9439960 8977.61 college Female 65 60-89 NA
138 ON 9439960 17955.23 higher Female 53 110+ NA
173 ON 9439960 17955.23 lessHS Female 68 <30 NA
2713 ON 9439960 4488.81 college Male 65 30-59 NA
1353 ON 9439960 8977.61 college Male 31 110+ Yes
1613 ON 9439960 8977.61 college Male 37 30-59 NA
675 ON 9439960 8977.61 higher Female 26 30-59 Yes
1091 ON 9439960 8977.61 college Female 63 30-59 Yes
527 ON 9439960 13466.42 bachelors Male 53 110+ Yes
1092 ON 9439960 8977.61 somePS Male 89 30-59 Yes
2954 ON 9439960 4488.81 college Female 66 30-59 NA
2401 ON 9439960 8977.61 bachelors Female 51 110+ Yes
3069 ON 9439960 4488.81 college Female 28 30-59 Yes
206 ON 9439960 13466.42 college Male 54 110+ Yes
2423 ON 9439960 8977.61 higher Male 41 60-89 NA
873 ON 9439960 8977.61 higher Female 51 110+ NA
1615 ON 9439960 8977.61 bachelors Female 38 60-89 No
793 ON 9439960 8977.61 college Female 62 30-59 Yes
2054 ON 9439960 8977.61 college Male 46 110+ Yes
406 ON 9439960 13466.42 college Male 56 110+ Yes
3151 ON 9439960 4488.81 HS Female 79 NA NA
1982 ON 9439960 8977.61 lessHS Male 65 30-59 NA
835 ON 9439960 8977.61 bachelors Male 53 110+ Yes
3161 ON 9439960 4488.81 lessHS Female 73 30-59 NA
661 ON 9439960 8977.61 somePS Male 70 NA Yes
567 ON 9439960 8977.61 bachelors Male 67 110+ Yes
397 ON 9439960 13466.42 HS Female 60 30-59 NA
910 ON 9439960 8977.61 bachelors Female 35 110+ No
415 ON 9439960 13466.42 bachelors Male 30 NA NA
396 ON 9439960 13466.42 somePS Male 31 60-89 NA
677 ON 9439960 8977.61 bachelors Male 53 60-89 NA
557 ON 9439960 8977.61 bachelors Female 41 60-89 NA
1609 ON 9439960 8977.61 college Male 42 110+ NA
80 ON 9439960 17955.23 college Female 27 30-59 Yes
446 ON 9439960 13466.42 bachelors Female 20 90:109 Yes
2714 ON 9439960 4488.81 HS Male 52 30-59 Yes
1095 ON 9439960 8977.61 bachelors Female 59 NA Yes
1096 ON 9439960 8977.61 bachelors Female 49 30-59 Yes
3216 ON 9439960 4488.81 higher Male 58 30-59 Yes
1720 ON 9439960 8977.61 HS Male 49 110+ Yes
2000 ON 9439960 8977.61 bachelors Male 47 90:109 NA
904 ON 9439960 8977.61 higher Female NA 60-89 Yes
831 ON 9439960 8977.61 somePS Male 73 30-59 NA
2010 ON 9439960 8977.61 bachelors Female 47 <30 Yes
2430 ON 9439960 4488.81 somePS Male 73 90:109 NA
2563 ON 9439960 4488.81 bachelors Female NA 30-59 Yes
38 ON 9439960 22444.03 bachelors Female 55 110+ Yes
195 ON 9439960 17955.23 NA Male NA NA NA
3078 ON 9439960 4488.81 HS Female 89 NA Yes
1097 ON 9439960 8977.61 bachelors Female 69 30-59 Yes
302 ON 9439960 13466.42 HS Male 70 30-59 NA
911 ON 9439960 8977.61 HS Male 75 110+ NA
3449 ON 9439960 4488.81 bachelors Male NA NA Yes
1665 ON 9439960 8977.61 lessHS Male 79 30-59 Yes
427 ON 9439960 13466.42 lessHS Male 26 <30 NA
1995 ON 9439960 8977.61 higher Male 78 30-59 NA
25 ON 9439960 22444.03 bachelors Male 64 30-59 Yes
429 ON 9439960 13466.42 bachelors Male 58 90:109 Yes
2424 ON 9439960 8977.61 higher Male 45 110+ Yes
156 ON 9439960 17955.23 lessHS Female 46 30-59 NA
2581 ON 9439960 4488.81 NA Female 81 NA NA
1721 ON 9439960 8977.61 college Female 41 60-89 NA
636 ON 9439960 8977.61 bachelors Female 41 110+ Yes
1099 ON 9439960 8977.61 higher Male 36 NA Yes
2715 ON 9439960 4488.81 HS Male 77 30-59 No
2716 ON 9439960 4488.81 college Male 40 30-59 NA
1770 ON 9439960 8977.61 somePS Female 46 30-59 Yes
2717 ON 9439960 4488.81 lessHS Female 78 <30 Yes
3062 ON 9439960 4488.81 lessHS Female 72 <30 NA
42 ON 9439960 22444.03 bachelors Male 51 NA Yes
1537 ON 9439960 8977.61 lessHS Female 68 30-59 Yes
82 ON 9439960 17955.23 somePS Female 67 <30 Yes
1385 ON 9439960 8977.61 college Female 43 30-59 Yes
207 ON 9439960 13466.42 somePS Female 53 NA No
1100 ON 9439960 8977.61 bachelors Male 48 110+ NA
2435 ON 9439960 4488.81 somePS Male 55 30-59 Yes
2857 ON 9439960 4488.81 bachelors Male 47 60-89 NA
48 ON 9439960 22444.03 somePS Male 21 30-59 NA
930 ON 9439960 8977.61 college Male 62 NA NA
1101 ON 9439960 8977.61 lessHS Male 61 30-59 Yes
3450 ON 9439960 4488.81 lessHS Female 85 NA NA
3044 ON 9439960 4488.81 HS Female 80 30-59 Yes
13 ON 9439960 26932.84 college Male 55 30-59 No
794 ON 9439960 8977.61 higher Female 58 60-89 Yes
3063 ON 9439960 4488.81 HS Female 85 30-59 Yes
1765 ON 9439960 8977.61 somePS Female 20 NA No
1751 ON 9439960 8977.61 HS Female 37 60-89 NA
303 ON 9439960 13466.42 HS Male 33 <30 Yes
267 ON 9439960 13466.42 somePS Female 22 <30 Yes
2719 ON 9439960 4488.81 higher Female 31 110+ NA
2439 ON 9439960 4488.81 somePS Female 74 30-59 NA
1483 ON 9439960 8977.61 somePS Male 52 110+ Yes
1806 ON 9439960 8977.61 college Female 31 30-59 NA
568 ON 9439960 8977.61 college Male 31 60-89 Yes
2720 ON 9439960 4488.81 HS Female 51 30-59 Yes
1850 ON 9439960 8977.61 college Female 38 110+ Yes
2722 ON 9439960 4488.81 lessHS Male 80 60-89 NA
2630 ON 9439960 4488.81 higher Male 56 110+ Yes
422 ON 9439960 13466.42 somePS Female 33 30-59 NA
1102 ON 9439960 8977.61 somePS Female 31 60-89 NA
856 ON 9439960 8977.61 somePS Male NA NA NA
2440 ON 9439960 4488.81 HS Female 57 <30 Yes
2724 ON 9439960 4488.81 HS Female 76 NA Yes
2582 ON 9439960 4488.81 somePS Male 89 30-59 Yes
2994 ON 9439960 4488.81 lessHS Female 66 <30 NA
3207 ON 9439960 4488.81 somePS Female 56 30-59 Yes
127 ON 9439960 17955.23 college Female 73 NA Yes
913 ON 9439960 8977.61 bachelors Female 38 110+ No
125 ON 9439960 17955.23 somePS Female 23 NA Yes
2726 ON 9439960 4488.81 college Female 59 30-59 Yes
114 ON 9439960 17955.23 HS Female 79 <30 NA
1927 ON 9439960 8977.61 somePS Male 41 30-59 NA
2727 ON 9439960 4488.81 somePS Female 92 60-89 Yes
3052 ON 9439960 4488.81 bachelors Male 25 90:109 Yes
1104 ON 9439960 8977.61 HS Male 76 60-89 Yes
1992 ON 9439960 8977.61 HS Female 21 <30 NA
3070 ON 9439960 4488.81 bachelors Male 32 30-59 NA
1805 ON 9439960 8977.61 HS Male 82 NA NA
34 ON 9439960 22444.03 lessHS Male 64 NA Yes
379 ON 9439960 13466.42 HS Female 19 NA No
254 ON 9439960 13466.42 somePS Male 45 110+ Yes
424 ON 9439960 13466.42 somePS Male 23 <30 Yes
2995 ON 9439960 4488.81 lessHS Female 85 NA Yes
3152 ON 9439960 4488.81 HS Female 63 30-59 Yes
914 ON 9439960 8977.61 higher Female 41 110+ Yes
3109 ON 9439960 4488.81 bachelors Female 36 110+ NA
44 ON 9439960 22444.03 HS Female 23 NA No
1105 ON 9439960 8977.61 bachelors Female 35 60-89 NA
151 ON 9439960 17955.23 bachelors Male 60 110+ Yes
3455 ON 9439960 4488.81 bachelors Male 81 NA Yes
915 ON 9439960 8977.61 higher Male 39 110+ Yes
418 ON 9439960 13466.42 lessHS Female 59 60-89 Yes
468 ON 9439960 13466.42 bachelors Female 24 30-59 NA
224 ON 9439960 13466.42 HS Female 53 NA NA
304 ON 9439960 13466.42 college Female 40 110+ NA
453 ON 9439960 13466.42 college Male 37 NA NA
3162 ON 9439960 4488.81 HS Male 56 NA Yes
1106 ON 9439960 8977.61 HS Female 91 60-89 Yes
916 ON 9439960 8977.61 higher Male 45 110+ Yes
158 ON 9439960 17955.23 bachelors Female 37 NA NA
3110 ON 9439960 4488.81 somePS Female 76 30-59 Yes
140 ON 9439960 17955.23 college Female 23 NA NA
3064 ON 9439960 4488.81 lessHS Male 70 <30 NA
1538 ON 9439960 8977.61 higher Male 58 90:109 NA
464 ON 9439960 13466.42 somePS Female 19 <30 Yes
644 ON 9439960 8977.61 bachelors Female 31 110+ NA
1107 ON 9439960 8977.61 bachelors Female 34 90:109 NA
1667 ON 9439960 8977.61 college Male 42 110+ Yes
1621 ON 9439960 8977.61 bachelors Female 37 30-59 NA
305 ON 9439960 13466.42 bachelors Female 52 110+ NA
367 ON 9439960 13466.42 lessHS Female 25 30-59 No
1108 ON 9439960 8977.61 somePS Female 62 110+ Yes
1768 ON 9439960 8977.61 bachelors Female 35 90:109 No
155 ON 9439960 17955.23 HS Female 20 30-59 Yes
1109 ON 9439960 8977.61 lessHS Male 76 30-59 Yes
306 ON 9439960 13466.42 bachelors Female 48 NA NA
3054 ON 9439960 4488.81 college Female 45 <30 No
2729 ON 9439960 4488.81 HS Female NA 30-59 Yes
2730 ON 9439960 4488.81 higher Female 39 90:109 Yes
3111 ON 9439960 4488.81 bachelors Female 53 90:109 Yes
159 ON 9439960 17955.23 somePS Female 20 60-89 No
1813 ON 9439960 8977.61 higher Female 51 NA Yes
3457 ON 9439960 4488.81 bachelors Female NA NA Yes
2986 ON 9439960 4488.81 HS Male 89 <30 NA
3307 ON 9439960 4488.81 somePS Female 72 <30 Yes
2001 ON 9439960 8977.61 HS Female 53 <30 Yes
1745 ON 9439960 8977.61 higher Male 30 110+ NA
897 ON 9439960 8977.61 bachelors Female 75 NA Yes
922 ON 9439960 8977.61 bachelors Female 74 60-89 NA
3015 ON 9439960 4488.81 bachelors Male 59 60-89 Yes
161 ON 9439960 17955.23 somePS Female 24 <30 No
2183 ON 9439960 8977.61 bachelors Male NA 60-89 Yes
1391 ON 9439960 8977.61 HS Female 32 NA Yes
1752 ON 9439960 8977.61 bachelors Male 61 60-89 NA
1998 ON 9439960 8977.61 higher Male NA NA Yes
2626 ON 9439960 4488.81 bachelors Male 41 110+ NA
3016 ON 9439960 4488.81 bachelors Female 94 90:109 Yes
2395 ON 9439960 8977.61 HS Female 69 30-59 Yes
58 ON 9439960 17955.23 lessHS Male 69 30-59 NA
662 ON 9439960 8977.61 bachelors Female 44 60-89 NA
1110 ON 9439960 8977.61 college Female 44 30-59 No
255 ON 9439960 13466.42 HS Male 22 <30 Yes
1851 ON 9439960 8977.61 college Male 57 60-89 Yes
94 ON 9439960 17955.23 college Male 48 110+ Yes
2731 ON 9439960 4488.81 somePS Male 55 30-59 NA
715 ON 9439960 8977.61 lessHS Female 58 <30 No
690 ON 9439960 8977.61 lessHS Female 45 <30 Yes
637 ON 9439960 8977.61 somePS Male 41 60-89 No
1968 ON 9439960 8977.61 lessHS Male 43 60-89 Yes
1111 ON 9439960 8977.61 bachelors Male 44 110+ Yes
2147 ON 9439960 8977.61 higher Male 65 110+ Yes
2733 ON 9439960 4488.81 HS Female 84 30-59 Yes
1485 ON 9439960 8977.61 college Male 45 90:109 Yes
2918 ON 9439960 4488.81 lessHS Female 57 <30 Yes
3112 ON 9439960 4488.81 lessHS Female 71 NA Yes
250 ON 9439960 13466.42 lessHS Male 55 30-59 Yes
1740 ON 9439960 8977.61 college Female 84 60-89 Yes
691 ON 9439960 8977.61 bachelors Male 41 <30 Yes
2734 ON 9439960 4488.81 HS Female 67 60-89 Yes
2575 ON 9439960 4488.81 bachelors Male 45 60-89 Yes
956 ON 9439960 8977.61 HS Female 71 30-59 Yes
26 ON 9439960 22444.03 college Male 60 60-89 Yes
3187 ON 9439960 4488.81 bachelors Female 57 60-89 Yes
1539 ON 9439960 8977.61 bachelors Female 48 110+ Yes
1852 ON 9439960 8977.61 college Male 49 60-89 Yes
2545 ON 9439960 4488.81 college Female 41 60-89 Yes
2166 ON 9439960 8977.61 HS Male 30 110+ NA
1112 ON 9439960 8977.61 college Male 69 30-59 Yes
20 ON 9439960 22444.03 bachelors Female 51 90:109 Yes
1113 ON 9439960 8977.61 college Female 30 30-59 Yes
2546 ON 9439960 4488.81 somePS Male 43 NA Yes
3439 ON 9439960 4488.81 lessHS Male 66 30-59 NA
1722 ON 9439960 8977.61 HS Male 54 30-59 Yes
2631 ON 9439960 4488.81 college Female 78 30-59 Yes
676 ON 9439960 8977.61 somePS Male 30 110+ Yes
576 ON 9439960 8977.61 college Female 45 90:109 Yes
437 ON 9439960 13466.42 lessHS Male 65 <30 Yes
1789 ON 9439960 8977.61 bachelors Female 75 30-59 Yes
1114 ON 9439960 8977.61 lessHS Female 61 60-89 Yes
2736 ON 9439960 4488.81 HS Female 66 <30 Yes
2431 ON 9439960 4488.81 bachelors Female 54 30-59 NA
2396 ON 9439960 8977.61 college Female 24 30-59 Yes
3188 ON 9439960 4488.81 bachelors Female 45 90:109 Yes
2413 ON 9439960 8977.61 somePS Female 49 60-89 Yes
1723 ON 9439960 8977.61 HS Female 81 <30 Yes
1115 ON 9439960 8977.61 bachelors Female 57 30-59 Yes
1540 ON 9439960 8977.61 HS Male 20 <30 NA
1853 ON 9439960 8977.61 HS Female 57 60-89 NA
936 ON 9439960 8977.61 college Female 36 60-89 Yes
2919 ON 9439960 4488.81 HS Female 76 30-59 NA
1668 ON 9439960 8977.61 higher Male 60 110+ Yes
1116 ON 9439960 8977.61 bachelors Male 59 30-59 Yes
937 ON 9439960 8977.61 bachelors Male 27 60-89 Yes
1117 ON 9439960 8977.61 HS Female 61 <30 Yes
1118 ON 9439960 8977.61 college Male 33 30-59 No
1120 ON 9439960 8977.61 lessHS Male 65 NA No
535 ON 9439960 13466.42 higher Male 53 60-89 Yes
1121 ON 9439960 8977.61 college Male 63 NA Yes
2150 ON 9439960 8977.61 bachelors Male 49 110+ No
2737 ON 9439960 4488.81 HS Male 74 30-59 Yes
2738 ON 9439960 4488.81 bachelors Male 38 NA NA
797 ON 9439960 8977.61 college Male 36 110+ Yes
2739 ON 9439960 4488.81 somePS Male 25 30-59 Yes
1669 ON 9439960 8977.61 HS Female 31 60-89 No
1123 ON 9439960 8977.61 bachelors Female 57 NA Yes
585 ON 9439960 8977.61 somePS Male 62 30-59 Yes
798 ON 9439960 8977.61 lessHS Female 19 <30 No
1854 ON 9439960 8977.61 somePS Female 35 30-59 NA
1124 ON 9439960 8977.61 somePS Male 54 60-89 Yes
3210 ON 9439960 4488.81 somePS Male 60 <30 Yes
1125 ON 9439960 8977.61 college Female 36 30-59 No
1387 ON 9439960 8977.61 bachelors Male 89 60-89 Yes
27 ON 9439960 22444.03 college Male 23 NA NA
1126 ON 9439960 8977.61 HS Female 72 NA NA
2432 ON 9439960 4488.81 bachelors Female 26 60-89 Yes
1969 ON 9439960 8977.61 higher Female 42 110+ Yes
2920 ON 9439960 4488.81 college Male 32 30-59 No
586 ON 9439960 8977.61 bachelors Female 39 90:109 Yes
1128 ON 9439960 8977.61 HS Female 57 <30 Yes
1614 ON 9439960 8977.61 bachelors Female 26 <30 NA
2495 ON 9439960 4488.81 higher Female 55 <30 Yes
875 ON 9439960 8977.61 lessHS Female 62 <30 Yes
1130 ON 9439960 8977.61 HS Male 29 110+ No
1131 ON 9439960 8977.61 lessHS Male 64 <30 NA
3065 ON 9439960 4488.81 somePS Female 65 60-89 Yes
3199 ON 9439960 4488.81 HS Female 69 <30 Yes
2921 ON 9439960 4488.81 bachelors Male NA NA Yes
1855 ON 9439960 8977.61 somePS Male 51 110+ Yes
3113 ON 9439960 4488.81 somePS Female 76 60-89 Yes
2955 ON 9439960 4488.81 bachelors Male 39 60-89 No
1132 ON 9439960 8977.61 bachelors Female 65 60-89 Yes
1784 ON 9439960 8977.61 somePS Female 22 60-89 NA
1993 ON 9439960 8977.61 HS Male 55 90:109 Yes
2474 ON 9439960 4488.81 higher Female 86 30-59 Yes
2741 ON 9439960 4488.81 higher Female 48 NA Yes
2562 ON 9439960 4488.81 bachelors Male 24 60-89 NA
928 ON 9439960 8977.61 college Female 54 90:109 NA
2742 ON 9439960 4488.81 lessHS Female 77 <30 Yes
938 ON 9439960 8977.61 HS Female 48 NA Yes
1856 ON 9439960 8977.61 HS Male 65 30-59 NA
1542 ON 9439960 8977.61 somePS Female 73 60-89 Yes
2743 ON 9439960 4488.81 somePS Female 78 NA Yes
2167 ON 9439960 8977.61 HS Male 43 NA Yes
1486 ON 9439960 8977.61 college Female 49 90:109 Yes
1857 ON 9439960 8977.61 lessHS Male 21 30-59 No
692 ON 9439960 8977.61 college Female 55 60-89 Yes
1858 ON 9439960 8977.61 HS Female 44 60-89 NA
3017 ON 9439960 4488.81 lessHS Female 86 NA NA
1134 ON 9439960 8977.61 bachelors Female 30 110+ NA
2151 ON 9439960 8977.61 college Female 45 60-89 Yes
2056 ON 9439960 8977.61 college Male 39 110+ Yes
876 ON 9439960 8977.61 somePS Female 55 110+ Yes
1617 ON 9439960 8977.61 bachelors Female 40 110+ Yes
1671 ON 9439960 8977.61 college Male 37 90:109 Yes
1135 ON 9439960 8977.61 higher Female 68 110+ Yes
2744 ON 9439960 4488.81 HS Male 71 30-59 No
1136 ON 9439960 8977.61 HS Female 76 30-59 Yes
3205 ON 9439960 4488.81 college Male 23 60-89 Yes
1137 ON 9439960 8977.61 college Male 56 30-59 Yes
2745 ON 9439960 4488.81 somePS Female 46 60-89 NA
2746 ON 9439960 4488.81 HS Female 85 NA No
308 ON 9439960 13466.42 lessHS Male 49 90:109 Yes
1138 ON 9439960 8977.61 college Female 51 30-59 No
1487 ON 9439960 8977.61 lessHS Male 61 30-59 Yes
2922 ON 9439960 4488.81 lessHS Female 60 <30 Yes
1140 ON 9439960 8977.61 lessHS Female 88 30-59 No
309 ON 9439960 13466.42 HS Female 49 NA NA
2583 ON 9439960 4488.81 bachelors Female 54 60-89 Yes
105 ON 9439960 17955.23 bachelors Male 51 110+ Yes
587 ON 9439960 8977.61 bachelors Female 56 60-89 Yes
221 ON 9439960 13466.42 HS Female 44 30-59 NA
3114 ON 9439960 4488.81 lessHS Female 82 <30 NA
2747 ON 9439960 4488.81 bachelors Female 48 60-89 Yes
1392 ON 9439960 8977.61 HS Male 49 110+ Yes
1141 ON 9439960 8977.61 HS Female 43 30-59 Yes
693 ON 9439960 8977.61 lessHS Female 86 NA Yes
256 ON 9439960 13466.42 lessHS Female 49 30-59 Yes
1988 ON 9439960 8977.61 lessHS Male 72 NA Yes
694 ON 9439960 8977.61 lessHS Female 71 30-59 Yes
1142 ON 9439960 8977.61 HS Female 65 30-59 Yes
1143 ON 9439960 8977.61 lessHS Female 56 110+ Yes
1791 ON 9439960 8977.61 bachelors Male 40 110+ Yes
1144 ON 9439960 8977.61 college Male 60 30-59 Yes
1860 ON 9439960 8977.61 college Male 51 90:109 NA
877 ON 9439960 8977.61 higher Male 44 110+ Yes
310 ON 9439960 13466.42 college Male 24 90:109 No
407 ON 9439960 13466.42 somePS Male 59 60-89 NA
2559 ON 9439960 4488.81 HS Male 57 NA NA
1741 ON 9439960 8977.61 college Male 56 60-89 No
489 ON 9439960 13466.42 bachelors Female 50 110+ Yes
1672 ON 9439960 8977.61 HS Male 54 60-89 Yes
157 ON 9439960 17955.23 bachelors Male 56 60-89 Yes
2748 ON 9439960 4488.81 somePS Female 34 30-59 NA
1145 ON 9439960 8977.61 somePS Female 43 60-89 Yes
2987 ON 9439960 4488.81 HS Female 84 30-59 Yes
3079 ON 9439960 4488.81 HS Female 39 NA NA
3440 ON 9439960 4488.81 HS Female 83 <30 NA
2749 ON 9439960 4488.81 bachelors Female 43 30-59 Yes
1532 ON 9439960 8977.61 somePS Female 81 <30 No
2584 ON 9439960 4488.81 bachelors Female 82 30-59 NA
1544 ON 9439960 8977.61 somePS Male 73 60-89 Yes
878 ON 9439960 8977.61 college Female 63 110+ Yes
588 ON 9439960 8977.61 bachelors Female 40 110+ Yes
168 ON 9439960 17955.23 bachelors Male 25 110+ Yes
311 ON 9439960 13466.42 higher Male 53 30-59 Yes
145 ON 9439960 17955.23 HS Female 56 90:109 Yes
19 ON 9439960 22444.03 HS Male 22 60-89 Yes
879 ON 9439960 8977.61 college Male 31 60-89 Yes
1146 ON 9439960 8977.61 bachelors Female 26 110+ NA
2480 ON 9439960 4488.81 bachelors Male 52 110+ Yes
695 ON 9439960 8977.61 lessHS Female 71 NA NA
312 ON 9439960 13466.42 bachelors Female 34 60-89 Yes
3293 ON 9439960 4488.81 HS Male 61 <30 No
1863 ON 9439960 8977.61 HS Male 35 110+ NA
1149 ON 9439960 8977.61 college Female 27 30-59 No
3451 ON 9439960 4488.81 NA Female NA NA Yes
1150 ON 9439960 8977.61 college Female 25 30-59 Yes
1151 ON 9439960 8977.61 somePS Male 69 30-59 Yes
393 ON 9439960 13466.42 lessHS Female 39 NA No
1152 ON 9439960 8977.61 higher Male 62 110+ Yes
1153 ON 9439960 8977.61 bachelors Male 30 90:109 Yes
1154 ON 9439960 8977.61 lessHS Female 77 30-59 Yes
1864 ON 9439960 8977.61 somePS Female 65 NA NA
1953 ON 9439960 8977.61 college Male 63 90:109 Yes
802 ON 9439960 8977.61 somePS Female 60 30-59 Yes
425 ON 9439960 13466.42 HS Male 53 110+ Yes
803 ON 9439960 8977.61 bachelors Female 22 60-89 Yes
2750 ON 9439960 4488.81 college Female 28 30-59 Yes
1155 ON 9439960 8977.61 college Male 32 30-59 Yes
1956 ON 9439960 8977.61 somePS Male 76 60-89 Yes
1865 ON 9439960 8977.61 HS Female 43 90:109 NA
1970 ON 9439960 8977.61 lessHS Male 76 30-59 Yes
2956 ON 9439960 4488.81 lessHS Male 60 30-59 Yes
2585 ON 9439960 4488.81 college Female 95 NA Yes
3300 ON 9439960 4488.81 lessHS Male 46 <30 NA
3115 ON 9439960 4488.81 somePS Male 62 <30 No
1156 ON 9439960 8977.61 college Male 59 30-59 NA
2500 ON 9439960 4488.81 HS Female 46 90:109 Yes
2751 ON 9439960 4488.81 college Female 32 60-89 No
1157 ON 9439960 8977.61 HS Female 68 30-59 No
1674 ON 9439960 8977.61 college Male 62 60-89 NA
2017 ON 9439960 8977.61 college Male 66 30-59 Yes
1158 ON 9439960 8977.61 HS Female 57 30-59 Yes
1545 ON 9439960 8977.61 lessHS Male 23 <30 Yes
461 ON 9439960 13466.42 somePS Male 19 60-89 Yes
1612 ON 9439960 8977.61 lessHS Female 66 NA NA
313 ON 9439960 13466.42 HS Female 21 NA Yes
3116 ON 9439960 4488.81 college Female 45 60-89 Yes
2752 ON 9439960 4488.81 lessHS Female 68 30-59 Yes
1159 ON 9439960 8977.61 college Male 32 90:109 Yes
1675 ON 9439960 8977.61 college Female 29 90:109 No
939 ON 9439960 8977.61 NA Female NA NA NA
454 ON 9439960 13466.42 somePS Female 22 110+ Yes
3055 ON 9439960 4488.81 lessHS Female 79 NA Yes
2858 ON 9439960 4488.81 bachelors Female 82 30-59 Yes
257 ON 9439960 13466.42 bachelors Male 65 110+ Yes
3319 ON 9439960 4488.81 somePS Male 48 NA No
1997 ON 9439960 8977.61 somePS Male 22 110+ NA
2753 ON 9439960 4488.81 somePS Female 54 30-59 No
1382 ON 9439960 8977.61 somePS Female 88 60-89 Yes
1753 ON 9439960 8977.61 somePS Male 46 30-59 Yes
2574 ON 9439960 4488.81 bachelors Male 49 30-59 Yes
589 ON 9439960 8977.61 somePS Female 70 NA Yes
41 ON 9439960 22444.03 HS Female 21 90:109 Yes
1163 ON 9439960 8977.61 somePS Male 62 30-59 Yes
1164 ON 9439960 8977.61 higher Male 69 110+ Yes
1165 ON 9439960 8977.61 bachelors Female 71 90:109 Yes
314 ON 9439960 13466.42 HS Female 41 30-59 Yes
1166 ON 9439960 8977.61 lessHS Female 56 30-59 Yes
315 ON 9439960 13466.42 HS Male 47 30-59 Yes
940 ON 9439960 8977.61 HS Female 31 90:109 No
804 ON 9439960 8977.61 higher Male 67 110+ Yes
2754 ON 9439960 4488.81 college Male 47 30-59 Yes
1866 ON 9439960 8977.61 college Male 30 60-89 No
1724 ON 9439960 8977.61 bachelors Female 49 60-89 Yes
214 ON 9439960 13466.42 lessHS Male 47 110+ Yes
3309 ON 9439960 4488.81 bachelors Male 32 110+ Yes
2755 ON 9439960 4488.81 HS Female 68 <30 Yes
683 ON 9439960 8977.61 somePS Male 55 NA Yes
590 ON 9439960 8977.61 somePS Male 38 60-89 NA
2627 ON 9439960 4488.81 college Male 41 60-89 Yes
2992 ON 9439960 4488.81 college Female 67 <30 NA
2024 ON 9439960 8977.61 lessHS Female 60 30-59 NA
95 ON 9439960 17955.23 HS Male 59 90:109 Yes
1168 ON 9439960 8977.61 HS Female 32 60-89 NA
1170 ON 9439960 8977.61 HS Male 65 30-59 Yes
1793 ON 9439960 8977.61 HS Male 48 NA Yes
2756 ON 9439960 4488.81 lessHS Male 76 30-59 Yes
3294 ON 9439960 4488.81 HS Female 71 NA NA
1171 ON 9439960 8977.61 lessHS Female 62 NA NA
3018 ON 9439960 4488.81 college Male 35 110+ Yes
3117 ON 9439960 4488.81 lessHS Male 66 30-59 NA
3445 ON 9439960 4488.81 lessHS Male 72 30-59 NA
805 ON 9439960 8977.61 college Male 64 60-89 Yes
3019 ON 9439960 4488.81 college Female 64 <30 Yes
163 ON 9439960 17955.23 higher Female 56 30-59 NA
2152 ON 9439960 8977.61 lessHS Male 72 30-59 Yes
2757 ON 9439960 4488.81 bachelors Female 33 30-59 Yes
1489 ON 9439960 8977.61 lessHS Male 71 30-59 Yes
2758 ON 9439960 4488.81 college Female 69 30-59 No
2759 ON 9439960 4488.81 somePS Female 84 NA NA
2923 ON 9439960 4488.81 college Female 91 30-59 NA
2760 ON 9439960 4488.81 lessHS Female 67 <30 Yes
3295 ON 9439960 4488.81 lessHS Female 74 NA Yes
2761 ON 9439960 4488.81 lessHS Female 40 <30 NA
1363 ON 9439960 8977.61 HS Female 60 <30 No
