working	region	kids0004	kids0509	kids1014	familyIncome	education
1533	FALSE	Ontario	No	Yes	Yes	33.021	8.5
1534	TRUE	Ontario	No	Yes	No	33.112	12.5
1535	TRUE	Prairies	No	No	No	24.884	14
1536	TRUE	Prairies	No	Yes	Yes	44.78	11
1537	TRUE	Atlantic	No	Yes	No	18.808	11.5
1538	TRUE	Prairies	No	No	No	19.793	12
1539	TRUE	Ontario	No	No	No	3.419	9
1540	TRUE	Prairies	Yes	No	No	32.195	14
1541	TRUE	Ontario	Yes	No	No	46.107	13
1542	FALSE	Quebec	Yes	Yes	No	17.355	10
1543	TRUE	Prairies	No	No	No	21.035	12.5
1544	FALSE	Prairies	No	Yes	Yes	18.38	12.8
1545	TRUE	Quebec	No	No	No	14.51	17
1546	TRUE	Quebec	No	Yes	Yes	21.598	12
1547	TRUE	Ontario	Yes	Yes	No	38.676	14
1548	TRUE	Ontario	Yes	No	No	25.044	14.5
1549	TRUE	Prairies	No	Yes	Yes	14.24	9
1550	TRUE	Ontario	Yes	Yes	No	15.004	11
1551	FALSE	BC	Yes	Yes	No	3.585	13
1552	TRUE	Prairies	Yes	Yes	No	19.294	12.5
1553	TRUE	Ontario	No	Yes	No	42.198	10.5
1554	TRUE	Prairies	No	No	No	13.751	14
1555	TRUE	Quebec	Yes	Yes	No	39.702	17
1556	TRUE	Prairies	Yes	Yes	Yes	4.513	14
1557	TRUE	Ontario	Yes	No	No	33.612	14
1558	FALSE	Ontario	Yes	No	No	82.258	15
1559	TRUE	Ontario	No	No	No	9.624	9.5
1560	TRUE	Prairies	No	Yes	Yes	27.598	11
1561	TRUE	Prairies	Yes	No	No	19.587	12
1562	TRUE	Atlantic	No	No	Yes	22.918	12
1563	TRUE	Ontario	No	Yes	Yes	23.028	14.5
1564	FALSE	Ontario	Yes	No	No	16.225	14
1565	TRUE	Ontario	No	No	No	58.226	10
1566	TRUE	Atlantic	Yes	Yes	No	19.904	14
1567	TRUE	Prairies	No	No	No	32.353	14.5
1568	TRUE	Ontario	No	No	Yes	55.347	12.6
1569	TRUE	Prairies	Yes	Yes	No	26.011	12
1570	TRUE	Ontario	No	No	No	32.906	16.4
1571	TRUE	Prairies	Yes	No	No	31.025	13
1572	TRUE	Quebec	No	Yes	Yes	36.145	14
1573	FALSE	Ontario	Yes	No	No	26.868	12
1574	TRUE	Atlantic	No	Yes	No	11.107	12
1575	TRUE	Prairies	No	Yes	No	17.549	2
1576	FALSE	Atlantic	Yes	No	No	16.686	13.5
1577	TRUE	Prairies	Yes	No	No	26.992	13
1578	TRUE	Atlantic	Yes	Yes	Yes	34.706	14
1579	TRUE	Prairies	No	Yes	No	19.279	13
1580	FALSE	Quebec	Yes	Yes	No	29.099	12
1581	FALSE	Ontario	Yes	Yes	No	20.557	12.5
1582	FALSE	Ontario	Yes	No	No	30.589	12
1583	TRUE	Quebec	Yes	Yes	No	32.709	12
1584	TRUE	Atlantic	Yes	No	Yes	27.62	12
1585	TRUE	BC	No	No	Yes	11.535	12
1586	TRUE	Ontario	No	Yes	Yes	8.413	13.8
1587	TRUE	Ontario	Yes	No	Yes	10.528	14
1588	FALSE	BC	Yes	No	No	42.111	12.5
1589	TRUE	Ontario	Yes	No	No	32.896	14
1590	TRUE	Ontario	Yes	Yes	No	47.185	12
1591	TRUE	Ontario	Yes	No	No	21.058	14.1
1592	TRUE	Atlantic	No	No	Yes	26.467	13
1593	TRUE	Prairies	Yes	No	No	36.058	17
1594	FALSE	Ontario	Yes	No	No	47.845	12
1595	TRUE	Ontario	Yes	No	No	27.399	12
1596	TRUE	Prairies	No	No	No	3.528	12.5
1597	TRUE	BC	No	Yes	No	32.296	11.5
1598	TRUE	Ontario	Yes	Yes	Yes	32.675	11
1599	FALSE	Ontario	Yes	Yes	No	32.325	17
1600	TRUE	Prairies	Yes	Yes	No	16.933	13
1601	TRUE	Atlantic	No	Yes	No	41.186	16
1602	TRUE	Ontario	Yes	No	No	44.224	15
1603	TRUE	Atlantic	No	Yes	Yes	22.066	11.5
1604	TRUE	Prairies	Yes	No	No	10.212	13.5
1605	FALSE	Atlantic	No	No	Yes	30.158	7
1606	TRUE	Atlantic	Yes	No	Yes	27.133	12
1607	TRUE	Quebec	Yes	No	No	27.028	13
1608	TRUE	Ontario	Yes	Yes	No	37.283	19
1609	TRUE	Prairies	Yes	Yes	No	26.355	12
1610	TRUE	Atlantic	No	No	Yes	13.24	10
1611	TRUE	Atlantic	No	No	No	13.096	12.5
1612	TRUE	Ontario	No	No	No	17.72	18.1
1613	TRUE	Ontario	Yes	Yes	No	32.429	14.3
1614	TRUE	BC	Yes	Yes	No	6.058	12
1615	TRUE	Atlantic	No	No	No	15.435	16
1616	TRUE	Ontario	No	Yes	Yes	22.104	12
1617	TRUE	BC	Yes	No	No	51.989	14.4
1618	FALSE	Atlantic	No	No	No	12.501	13
1619	TRUE	Prairies	No	Yes	Yes	27.051	8
1620	TRUE	Quebec	No	No	No	16.765	15.3
1621	TRUE	Quebec	Yes	No	No	18.026	15
1622	FALSE	Prairies	Yes	Yes	No	15.529	11
1623	TRUE	Ontario	Yes	No	No	54.916	19
1624	FALSE	Atlantic	Yes	Yes	No	29.691	6
1625	TRUE	Ontario	Yes	No	No	28.454	14
1626	TRUE	Prairies	Yes	No	No	34.613	12.8
1627	TRUE	Atlantic	Yes	No	No	29.174	17
1628	TRUE	Prairies	Yes	Yes	No	7.812	11.5
1629	TRUE	Quebec	No	No	No	16.75	20
1630	TRUE	Ontario	Yes	Yes	No	38.305	15
1631	TRUE	Prairies	No	No	No	36.098	16
1632	FALSE	Prairies	No	No	Yes	48.066	10.5
1633	TRUE	Atlantic	No	Yes	Yes	15.403	13
1634	TRUE	Quebec	Yes	Yes	Yes	25.036	11
1635	TRUE	Ontario	No	Yes	Yes	17.975	14
1636	FALSE	Atlantic	No	Yes	No	20.491	13
1637	TRUE	Ontario	No	Yes	Yes	25.34	8
1638	TRUE	Prairies	No	Yes	No	41.837	12.5
1639	TRUE	Ontario	Yes	No	No	33.257	16
1640	FALSE	Quebec	Yes	Yes	Yes	19.142	13
1641	FALSE	Atlantic	Yes	Yes	No	33.703	16
1642	TRUE	Ontario	Yes	No	No	26.536	11.5
1643	TRUE	Atlantic	Yes	No	No	19.715	13
1644	TRUE	Ontario	Yes	Yes	No	42.996	17.3
1645	FALSE	Atlantic	Yes	No	No	40.35	11
1646	FALSE	Ontario	No	No	No	40.876	17
1647	FALSE	Prairies	No	Yes	Yes	36.009	12
1648	FALSE	Ontario	No	No	No	36.272	16
1649	TRUE	Prairies	No	No	No	24.379	12.5
1650	FALSE	Atlantic	Yes	Yes	No	31.022	13
1651	TRUE	Prairies	No	No	No	42.198	13.1
1652	TRUE	BC	Yes	Yes	No	5.265	11.1
1653	TRUE	BC	Yes	No	No	24.713	13.8
1654	TRUE	Ontario	No	No	No	47.207	17
1655	TRUE	Prairies	No	Yes	No	20.989	15.5
1656	TRUE	Atlantic	No	No	No	27.363	17.5
1657	TRUE	Ontario	No	Yes	Yes	62.591	14
1658	FALSE	Prairies	Yes	No	No	18.174	13
1659	TRUE	Ontario	No	No	Yes	24.054	13
1660	TRUE	Ontario	Yes	Yes	No	19.009	10
1661	FALSE	Ontario	No	No	No	58.334	17
1662	FALSE	Quebec	Yes	Yes	No	27.137	9
1663	FALSE	Quebec	Yes	Yes	No	20.453	15
1664	TRUE	Ontario	No	No	No	40.168	15
1665	TRUE	Atlantic	Yes	No	No	22.771	14
1666	FALSE	Prairies	Yes	Yes	No	11.282	10
1667	TRUE	Prairies	No	Yes	No	24.01	11
1668	TRUE	Prairies	Yes	No	No	31.712	17
1669	TRUE	Ontario	Yes	Yes	No	38.18	17.3
1670	TRUE	Prairies	No	Yes	No	48.61	16
1671	TRUE	Prairies	Yes	Yes	Yes	13.35	12.5
1672	TRUE	Prairies	Yes	Yes	No	22.405	12
1673	TRUE	Prairies	No	Yes	No	16.258	13.5
1674	FALSE	Atlantic	No	Yes	No	23.503	8
1675	TRUE	Prairies	Yes	No	No	33.849	12.5
1676	FALSE	Quebec	No	No	Yes	19.207	8
1677	TRUE	Prairies	No	No	Yes	8.604	8
1678	TRUE	Quebec	No	No	Yes	22.712	13
1679	FALSE	BC	No	Yes	No	30.26	13
1680	TRUE	BC	Yes	Yes	No	23.276	12.5
1681	TRUE	Prairies	Yes	No	No	32.698	13.1
1682	TRUE	Ontario	No	No	No	26.752	15
1683	TRUE	Atlantic	Yes	No	No	23.549	12
1684	TRUE	Ontario	No	No	No	31.945	13.8
1685	TRUE	Quebec	No	Yes	No	21.767	14
1686	TRUE	Atlantic	Yes	Yes	No	13.914	11
1687	TRUE	BC	Yes	Yes	No	39.904	12.5
1688	FALSE	Prairies	Yes	No	No	33.607	12
1689	TRUE	Quebec	No	No	No	10.956	18.5
1690	TRUE	BC	Yes	Yes	No	37.191	12
1691	TRUE	Ontario	No	Yes	No	28.425	12
1692	TRUE	BC	Yes	No	No	45.496	17
1693	TRUE	Ontario	Yes	No	No	43.959	19.1
1694	TRUE	Quebec	Yes	No	No	25.797	13.2
1695	TRUE	Ontario	No	Yes	No	0.153	10
1696	TRUE	Atlantic	No	Yes	Yes	15.906	13
1697	TRUE	Quebec	No	Yes	Yes	13.029	14
1698	TRUE	Ontario	No	No	No	55.863	17.2
1699	FALSE	Prairies	Yes	No	No	6.975	11
1700	TRUE	Prairies	Yes	No	No	43.386	15
1701	TRUE	Quebec	Yes	Yes	No	26.007	14
1702	TRUE	Atlantic	No	Yes	No	53.45	12.5
1703	TRUE	BC	No	Yes	No	13.848	12
1704	FALSE	Ontario	Yes	Yes	No	48.131	15.1
1705	TRUE	Ontario	Yes	No	No	26.409	14.5
1706	TRUE	Quebec	Yes	Yes	No	6.987	13.2
1707	TRUE	Prairies	Yes	No	No	34.554	14
1708	TRUE	Prairies	Yes	No	No	38.975	16.1
1709	TRUE	Ontario	No	No	No	31.363	15
1710	TRUE	Ontario	No	No	No	33.077	13
1711	TRUE	Prairies	No	No	No	29.574	11
1712	FALSE	Ontario	No	Yes	No	4.177	12.5
1713	FALSE	Prairies	Yes	Yes	No	28.876	8
1714	TRUE	Quebec	No	Yes	Yes	16.582	10
1715	TRUE	Ontario	Yes	No	No	49.187	13.5
1716	TRUE	Prairies	No	No	No	11.154	16
1717	FALSE	Atlantic	No	No	No	36.135	12
1718	TRUE	Atlantic	Yes	Yes	No	25.529	12
1719	TRUE	Prairies	Yes	Yes	No	19.96	15
1720	TRUE	Prairies	Yes	Yes	No	13.65	13.6
1721	TRUE	Prairies	Yes	Yes	Yes	18.61	20
1722	TRUE	Ontario	No	No	No	32.221	19.5
1723	TRUE	Ontario	No	No	No	7.322	12.5
1724	FALSE	BC	Yes	Yes	No	38.598	13
1725	TRUE	Prairies	No	Yes	No	24.279	18.3
1726	TRUE	Ontario	Yes	No	No	37.157	18
1727	TRUE	Quebec	No	Yes	Yes	27.097	13
1728	TRUE	Ontario	Yes	No	No	28.875	17.4
1729	TRUE	Prairies	No	Yes	Yes	46.264	12
1730	TRUE	BC	Yes	Yes	Yes	31.334	10
1731	TRUE	BC	No	No	No	29.414	12
1732	TRUE	Ontario	No	Yes	No	23.276	17
1733	TRUE	Atlantic	No	Yes	No	16.884	12
1734	TRUE	Prairies	No	No	Yes	55.444	14
1735	TRUE	Ontario	Yes	No	No	12.889	13
1736	FALSE	Ontario	Yes	No	No	13.395	10
1737	TRUE	Ontario	Yes	Yes	No	42.667	20
1738	TRUE	Prairies	No	No	No	65.842	19.3
1739	TRUE	Ontario	No	No	No	25.173	12
1740	TRUE	Ontario	No	No	No	28.414	12.5
1741	TRUE	Ontario	No	Yes	No	24.378	17
1742	FALSE	BC	Yes	No	No	8.195	12
1743	TRUE	Ontario	No	Yes	Yes	6.549	14.9
1744	TRUE	Ontario	Yes	No	No	32.05	17.5
1745	TRUE	Atlantic	Yes	No	No	35.591	12
1746	TRUE	Ontario	Yes	No	No	26.652	11
1747	TRUE	Ontario	No	No	No	69.215	12
1748	FALSE	Ontario	Yes	No	No	48.628	9
1749	TRUE	Atlantic	No	Yes	Yes	26.942	15
1750	TRUE	BC	Yes	No	No	23.768	12
1751	TRUE	Prairies	No	No	No	38.473	13.4
1752	TRUE	Ontario	No	No	No	25.871	16
1753	FALSE	BC	Yes	No	No	47.965	15
1754	TRUE	Prairies	Yes	Yes	No	26.087	13
1755	FALSE	Atlantic	No	Yes	No	11.703	10
1756	TRUE	Ontario	No	No	No	25.72	13.5
1757	TRUE	Ontario	No	Yes	No	18.074	12
1758	TRUE	BC	No	No	No	38.391	11
1759	FALSE	Prairies	Yes	No	No	35.782	12.5
1760	FALSE	Prairies	Yes	No	No	39.799	12.5
1761	FALSE	Atlantic	Yes	No	No	37.127	8.7
1762	TRUE	Ontario	No	No	Yes	27.229	15.3
1763	TRUE	BC	Yes	No	No	0	12
1764	TRUE	Atlantic	No	Yes	No	21.824	14
1765	FALSE	Atlantic	Yes	No	No	13.884	9
1766	TRUE	Atlantic	No	Yes	Yes	7.162	11.5
1767	TRUE	Ontario	Yes	Yes	Yes	85.053	10
1768	TRUE	Ontario	No	Yes	No	32.84	12.5
1769	TRUE	Atlantic	No	No	Yes	14.429	10
1770	FALSE	Quebec	Yes	Yes	No	29.139	11
1771	TRUE	Quebec	Yes	Yes	No	23.857	13
1772	TRUE	Ontario	No	No	Yes	40.801	12.5
1773	TRUE	Atlantic	No	No	No	21.121	13
1774	TRUE	Prairies	Yes	Yes	No	29.691	18
1775	TRUE	Atlantic	No	Yes	No	14.848	11
1776	TRUE	Atlantic	Yes	Yes	Yes	20.914	12
1777	FALSE	Ontario	Yes	Yes	Yes	20.55	10
1778	TRUE	Ontario	No	Yes	Yes	23.096	8
1779	TRUE	Ontario	No	Yes	No	2.6	11.5
1780	TRUE	Ontario	Yes	No	No	21.29	16.5
1781	FALSE	Prairies	No	No	No	0	10
1782	TRUE	Prairies	Yes	Yes	No	14.806	12.5
1783	FALSE	Atlantic	Yes	Yes	Yes	59.711	11
1784	FALSE	Ontario	Yes	No	No	27.539	12
1785	FALSE	Quebec	No	Yes	Yes	29.579	11
1786	TRUE	Ontario	Yes	Yes	No	25.671	15
1787	TRUE	Ontario	No	No	No	25.144	19.7
1788	TRUE	Quebec	Yes	No	No	5.692	12
1789	TRUE	BC	Yes	No	No	46.884	16
1790	TRUE	Atlantic	No	Yes	No	21.735	15
1791	TRUE	Quebec	Yes	Yes	No	23.404	11.2
1792	TRUE	Ontario	No	No	No	29.275	12.1
1793	TRUE	Atlantic	Yes	No	No	19.905	12.5
1794	TRUE	Atlantic	No	No	No	54.148	11
1795	TRUE	Ontario	Yes	No	No	36.771	12.5
1796	TRUE	Atlantic	Yes	Yes	No	9.651	13
1797	FALSE	Atlantic	Yes	Yes	No	65.549	14.3
1798	TRUE	Quebec	No	No	Yes	9.476	10
1799	TRUE	Ontario	Yes	No	No	67.113	16
1800	TRUE	Ontario	No	No	No	18.636	18
1801	TRUE	Ontario	No	Yes	Yes	6.616	13
1802	FALSE	Atlantic	No	Yes	Yes	32.357	10
1803	TRUE	Prairies	Yes	Yes	No	33.799	14
1804	TRUE	Ontario	Yes	No	No	21.645	12
1805	TRUE	Atlantic	No	Yes	Yes	27.275	14
1806	FALSE	Prairies	Yes	Yes	Yes	23.481	10
1807	TRUE	BC	Yes	No	No	48.748	12.5
1808	TRUE	Atlantic	No	Yes	Yes	25.936	14.6
1809	TRUE	Atlantic	Yes	Yes	No	27.791	12.5
1810	TRUE	Prairies	Yes	No	No	29.524	11
1811	TRUE	Quebec	Yes	Yes	No	20.559	11.5
1812	TRUE	Ontario	Yes	No	No	15.459	17
1813	TRUE	Prairies	Yes	No	No	11.171	11
1814	FALSE	Atlantic	Yes	No	No	22.48	8
1815	TRUE	BC	Yes	No	No	28.582	12
1816	TRUE	Prairies	No	No	No	28.889	16
1817	TRUE	Atlantic	Yes	Yes	No	26.252	12
1818	FALSE	Atlantic	No	No	Yes	9.542	7
1819	TRUE	Ontario	Yes	No	No	25.082	18
1820	TRUE	Quebec	Yes	Yes	No	22.76	20
1821	FALSE	Ontario	Yes	Yes	No	34.988	12.5
1822	TRUE	Prairies	Yes	No	No	13.373	12
1823	TRUE	Atlantic	Yes	No	No	23.583	13
1824	TRUE	BC	Yes	No	No	43.227	13
1825	TRUE	Quebec	Yes	No	No	19.601	15
1826	TRUE	Ontario	Yes	No	No	22.994	12
1827	TRUE	Ontario	No	Yes	Yes	30.291	12.5
1828	TRUE	Quebec	No	No	No	12.88	15
1829	TRUE	Ontario	Yes	Yes	No	71.814	14.6
1830	TRUE	Ontario	Yes	No	Yes	18.111	12
1831	TRUE	Ontario	Yes	Yes	No	19.124	16.8
1832	TRUE	Atlantic	Yes	No	No	25.283	18
1833	FALSE	BC	Yes	Yes	No	50.493	12
1834	TRUE	Prairies	No	Yes	Yes	3.252	12.5
1835	TRUE	Atlantic	No	Yes	Yes	29.167	11
1836	FALSE	Quebec	No	No	No	13.863	11
1837	TRUE	BC	Yes	No	No	42.441	12
1838	TRUE	Ontario	No	Yes	No	2.069	15.5
1839	FALSE	Ontario	Yes	No	No	21.335	14
1840	TRUE	Ontario	No	No	No	33.266	12.7
1841	TRUE	Ontario	Yes	No	No	28.952	12.5
1842	FALSE	Atlantic	Yes	No	No	21.195	13
1843	TRUE	BC	No	Yes	No	13.56	15.1
1844	FALSE	Atlantic	Yes	No	No	19.458	12.5
1845	TRUE	Atlantic	Yes	No	No	35.942	13
1846	TRUE	Atlantic	Yes	Yes	No	18.348	12
1847	TRUE	Ontario	Yes	Yes	Yes	40.135	15.2
1848	TRUE	Prairies	No	No	No	11.493	17.5
1849	TRUE	Prairies	No	No	No	33.126	13
1850	TRUE	Ontario	No	No	No	17.695	14
1851	TRUE	Prairies	No	Yes	No	28.803	12.5
1852	TRUE	Prairies	No	Yes	Yes	43.811	17.1
1853	TRUE	Prairies	No	Yes	No	0	12
1854	FALSE	Ontario	Yes	No	Yes	9.958	12
1855	TRUE	Prairies	No	No	No	33.244	13
1856	TRUE	Ontario	Yes	No	No	19.614	12
1857	TRUE	Ontario	Yes	No	No	37.553	12.5
1858	TRUE	Atlantic	No	No	No	18.88	14.1
1859	TRUE	Ontario	Yes	Yes	No	35.34	14.1
1860	TRUE	Atlantic	No	No	No	22.379	16
1861	TRUE	Atlantic	No	No	No	43.033	16
1862	FALSE	Quebec	Yes	Yes	No	19.983	10
1863	FALSE	Prairies	Yes	Yes	No	110.223	14
1864	TRUE	Atlantic	No	Yes	No	27.905	10.5
1865	TRUE	Quebec	No	No	No	23.148	15.6
1866	TRUE	Ontario	Yes	No	No	16.715	15
1867	TRUE	Atlantic	No	No	Yes	18.184	12.5
1868	TRUE	Ontario	No	No	No	41.58	14
1869	TRUE	Atlantic	No	No	No	31.533	13
1870	TRUE	Prairies	No	Yes	Yes	26.553	12.5
1871	TRUE	Prairies	Yes	Yes	No	15.223	12
1872	TRUE	Atlantic	No	No	No	20.967	12.5
1873	TRUE	Ontario	Yes	No	No	10.631	13.5
1874	TRUE	Atlantic	No	No	Yes	36.568	14.4
1875	TRUE	Ontario	No	No	No	31.681	17.6
1876	TRUE	Atlantic	No	Yes	No	27.405	13
1877	TRUE	BC	No	No	No	0.002	13
1878	TRUE	Prairies	Yes	No	No	32.571	12
1879	TRUE	Quebec	No	No	No	11.286	17.5
1880	TRUE	BC	No	Yes	No	54.791	13.5
1881	TRUE	Atlantic	No	Yes	Yes	28.85	12.5
1882	TRUE	Prairies	Yes	No	No	17.6	13
1883	FALSE	Ontario	Yes	Yes	No	23.835	10.5
1884	TRUE	Ontario	No	No	No	34.001	16
1885	TRUE	Atlantic	No	No	No	7.478	17.5
1886	TRUE	Prairies	Yes	No	No	11.966	12
1887	TRUE	Atlantic	No	Yes	No	0.817	18
1888	TRUE	Atlantic	Yes	Yes	Yes	16.505	11
1889	TRUE	Ontario	No	No	No	13.422	15
1890	FALSE	Prairies	No	Yes	No	39.88	12
1891	TRUE	Ontario	No	No	No	35.175	18
1892	TRUE	Quebec	Yes	No	Yes	30.895	14
1893	TRUE	Ontario	No	No	No	33.813	20
1894	TRUE	Ontario	No	No	No	9.187	13.5
1895	TRUE	Ontario	No	No	No	30.25	12.5
1896	TRUE	Atlantic	Yes	No	No	48.551	17
1897	FALSE	Ontario	Yes	No	No	28.894	10
1898	FALSE	Quebec	Yes	No	No	31.124	13
1899	TRUE	Atlantic	No	No	No	36.337	17
1900	TRUE	Quebec	No	Yes	Yes	23.894	15
1901	FALSE	Prairies	No	Yes	No	36.854	11
1902	TRUE	Prairies	No	Yes	No	31.459	12
1903	TRUE	Prairies	Yes	Yes	No	23.472	12
1904	FALSE	Prairies	Yes	Yes	No	33.328	12
1905	TRUE	Ontario	Yes	No	No	8.404	12
1906	TRUE	Prairies	No	No	No	20.513	13
1907	TRUE	Atlantic	No	Yes	No	30.311	12.5
1908	FALSE	Prairies	Yes	Yes	No	23.633	12
1909	TRUE	Quebec	Yes	No	No	14.732	14
1910	TRUE	Prairies	No	Yes	No	19.536	11.5
1911	TRUE	Atlantic	Yes	No	No	20.36	12.5
1912	TRUE	BC	No	No	No	33.338	19
1913	TRUE	Ontario	Yes	No	No	35.418	15
1914	TRUE	Ontario	Yes	Yes	Yes	46.846	14
1915	TRUE	Ontario	No	Yes	Yes	34.946	12.5
1916	TRUE	Prairies	No	Yes	Yes	13.888	12
1917	TRUE	Atlantic	No	Yes	No	41.098	13.5
1918	TRUE	Ontario	No	No	No	18.67	12
1919	FALSE	Prairies	Yes	No	No	12.721	12
1920	TRUE	Prairies	No	Yes	No	13.114	12
1921	TRUE	Ontario	No	Yes	No	46.614	13
1922	FALSE	Ontario	Yes	No	No	24.256	17
1923	TRUE	Ontario	Yes	No	No	26.937	13.5
1924	TRUE	Quebec	No	No	No	45.178	16
1925	TRUE	Ontario	Yes	No	No	39.271	20
1926	TRUE	Prairies	No	Yes	No	26.158	12.1
1927	TRUE	Atlantic	No	No	No	30.409	13
1928	TRUE	Ontario	No	No	No	15.336	13
1929	TRUE	Atlantic	No	No	No	25.035	14
1930	FALSE	BC	Yes	Yes	No	15.926	13.1
1931	FALSE	Prairies	No	Yes	Yes	25.25	8
1932	TRUE	Quebec	No	Yes	Yes	24.792	10
1933	TRUE	Atlantic	No	No	No	25.34	13.5
1934	TRUE	Prairies	No	Yes	No	21.434	14.4
1935	TRUE	Atlantic	Yes	No	No	14.654	16
