age	education	prestige	year	gender	race	workingMom
2282	72	18	78	1989	male	white	D
2283	61	7	12	1989	female	white	D
2284	56	9	50	1989	female	white	D
2285	63	10	33	1989	male	white	D
2286	36	12	46	1989	female	white	A
2287	41	12	33	1989	male	white	A
2288	71	8	16	1989	male	white	D
2289	82	11	31	1989	female	white	D
2290	35	14	26	1989	female	white	SA
2291	38	12	33	1989	male	white	A
2292	26	18	43	1989	male	white	A
2293	19	12	12	1989	female	white	A
