school	iq	test	ses	class.size	meanses	meaniq
1945	125	13	48	30	35	32.111	12.091
1946	125	10.5	32	20	35	32.111	12.091
1947	125	15	53	50	35	32.111	12.091
1948	125	12	37	35	35	32.111	12.091
1949	125	11.5	36	20	35	32.111	12.091
1950	125	15	54	40	35	32.111	12.091
1951	125	11	24	20	35	32.111	12.091
1952	125	13	43	50	35	32.111	12.091
1953	125	13	50	40	35	32.111	12.091
1954	125	12	38	20	35	32.111	12.091
1955	125	13	46	20	35	32.111	12.091
1956	125	15	51	40	35	32.111	12.091
1957	125	12	38	40	35	32.111	12.091
1958	125	12.5	47	40	35	32.111	12.091
1959	125	13.5	48	40	35	32.111	12.091
1960	125	12.5	28	20	35	32.111	12.091
1961	125	12	51	30	35	32.111	12.091
1962	125	6.5	43	10	35	32.111	12.091
1963	125	14.5	52	50	35	32.111	12.091
1964	125	12.5	43	33	35	32.111	12.091
1965	125	12	49	45	35	32.111	12.091
1966	126	8.5	22	17	22	33.3	12.1
1967	126	10	31	31	22	33.3	12.1
1968	126	7	25	14	22	33.3	12.1
1969	126	12	35	28	22	33.3	12.1
1970	126	11.5	26	49	22	33.3	12.1
1971	126	12	38	28	22	33.3	12.1
1972	126	12	45	45	22	33.3	12.1
1973	126	12.5	39	12	22	33.3	12.1
1974	126	11.5	37	17	22	33.3	12.1
1975	126	11.5	38	46	22	33.3	12.1
1976	126	12.5	41	45	22	33.3	12.1
1977	126	12.5	44	40	22	33.3	12.1
1978	126	13	48	32	22	33.3	12.1
1979	126	13.5	44	37	22	33.3	12.1
1980	126	15.5	54	34	22	33.3	12.1
1981	126	16	50	49	22	33.3	12.1
1982	126	11	35	26	22	33.3	12.1
1983	126	12.5	51	32	22	33.3	12.1
1984	126	14	50	49	22	33.3	12.1
1985	126	13	48	35	22	33.3	12.1
1986	129	12	37	26	29	30.667	12.25
1987	129	5.5	NA	NA	29	30.667	12.25
1988	129	13	NA	NA	29	30.667	12.25
1989	129	12.5	38	NA	29	30.667	12.25
1990	129	9.5	42	27	29	30.667	12.25
1991	129	12	44	20	29	30.667	12.25
1992	129	16	52	15	29	30.667	12.25
1993	129	11	42	23	29	30.667	12.25
1994	129	11	48	NA	29	30.667	12.25
1995	129	11.5	48	32	29	30.667	12.25
1996	129	11.5	38	30	29	30.667	12.25
1997	129	11.5	47	30	29	30.667	12.25
1998	129	11	41	14	29	30.667	12.25
1999	129	11.5	43	23	29	30.667	12.25
2000	129	14	50	31	29	30.667	12.25
2001	129	12	45	28	29	30.667	12.25
2002	129	11	NA	NA	29	30.667	12.25
2003	129	12	42	36	29	30.667	12.25
2004	129	12.5	42	36	29	30.667	12.25
2005	129	16	47	43	29	30.667	12.25
2006	129	12	50	49	29	30.667	12.25
2007	129	11	NA	NA	29	30.667	12.25
2008	129	10.5	NA	NA	29	30.667	12.25
2009	129	13	57	20	29	30.667	12.25
2010	129	7	NA	NA	29	30.667	12.25
2011	129	12.5	43	19	29	30.667	12.25
2012	129	15.5	51	37	29	30.667	12.25
2013	129	13	NA	20	29	30.667	12.25
2014	129	12	52	28	29	30.667	12.25
2015	129	12	50	32	29	30.667	12.25
2016	129	15	56	49	29	30.667	12.25
2017	129	13	NA	NA	29	30.667	12.25
2018	129	13.5	47	40	29	30.667	12.25
2019	129	16	57	32	29	30.667	12.25
2020	129	12.5	49	43	29	30.667	12.25
2021	129	15.5	57	45	29	30.667	12.25
2022	130	13.5	53	30	24	19.929	12.214
2023	130	10.5	42	10	24	19.929	12.214
2024	130	12	45	13	24	19.929	12.214
2025	130	14.5	57	20	24	19.929	12.214
2026	130	12	52	30	24	19.929	12.214
2027	130	12.5	50	20	24	19.929	12.214
2028	130	13.5	51	28	24	19.929	12.214
2029	130	6	27	10	24	19.929	12.214
2030	130	14.5	54	28	24	19.929	12.214
2031	130	12.5	44	20	24	19.929	12.214
2032	130	12	45	25	24	19.929	12.214
2033	130	17	54	20	24	19.929	12.214
2034	130	8	27	10	24	19.929	12.214
2035	130	12.5	43	15	24	19.929	12.214
2036	132	11	39	NA	22	30.857	12.659
2037	132	12.5	35	20	22	30.857	12.659
2038	132	13	45	20	22	30.857	12.659
2039	132	12	37	27	22	30.857	12.659
2040	132	11	46	30	22	30.857	12.659
2041	132	12.5	53	48	22	30.857	12.659
2042	132	14.5	54	40	22	30.857	12.659
2043	132	12.5	51	20	22	30.857	12.659
2044	132	8.5	36	33	22	30.857	12.659
2045	132	13	51	30	22	30.857	12.659
2046	132	13	55	47	22	30.857	12.659
2047	132	14	44	30	22	30.857	12.659
2048	132	14	42	20	22	30.857	12.659
2049	132	11	48	50	22	30.857	12.659
2050	132	14.5	54	50	22	30.857	12.659
2051	132	14.5	54	20	22	30.857	12.659
2052	132	12	42	25	22	30.857	12.659
2053	132	13	55	25	22	30.857	12.659
2054	132	13	49	25	22	30.857	12.659
2055	132	13.5	48	20	22	30.857	12.659
2056	132	11	44	28	22	30.857	12.659
2057	132	14.5	53	40	22	30.857	12.659
2058	133	8	31	15	21	25.182	11.667
2059	133	9.5	43	23	21	25.182	11.667
2060	133	11.5	48	NA	21	25.182	11.667
2061	133	12.5	47	19	21	25.182	11.667
2062	133	13.5	53	19	21	25.182	11.667
2063	133	11	32	15	21	25.182	11.667
2064	133	17	51	19	21	25.182	11.667
2065	133	11.5	52	49	21	25.182	11.667
2066	133	12.5	54	36	21	25.182	11.667
2067	133	8.5	46	21	21	25.182	11.667
2068	133	11	52	27	21	25.182	11.667
2069	133	13.5	52	34	21	25.182	11.667
2070	134	12.5	50	28	35	29.294	11.897
2071	134	10	35	20	35	29.294	11.897
2072	134	11	37	27	35	29.294	11.897
2073	134	11.5	34	25	35	29.294	11.897
2074	134	12.5	56	46	35	29.294	11.897
2075	134	7	37	19	35	29.294	11.897
2076	134	9.5	34	19	35	29.294	11.897
2077	134	13.5	48	32	35	29.294	11.897
2078	134	10.5	44	16	35	29.294	11.897
2079	134	13	40	28	35	29.294	11.897
2080	134	9	42	40	35	29.294	11.897
2081	134	13	51	24	35	29.294	11.897
2082	134	12	43	25	35	29.294	11.897
2083	134	11	41	28	35	29.294	11.897
2084	134	14	44	28	35	29.294	11.897
2085	134	12	48	32	35	29.294	11.897
2086	134	8.5	32	37	35	29.294	11.897
2087	134	12	44	31	35	29.294	11.897
2088	134	9.5	45	20	35	29.294	11.897
2089	134	11	48	23	35	29.294	11.897
2090	134	12	46	33	35	29.294	11.897
2091	134	11	47	19	35	29.294	11.897
2092	134	12	37	19	35	29.294	11.897
2093	134	12.5	52	23	35	29.294	11.897
2094	134	12	36	30	35	29.294	11.897
2095	134	11.5	48	46	35	29.294	11.897
2096	134	14	46	19	35	29.294	11.897
2097	134	14	49	37	35	29.294	11.897
2098	134	12	37	43	35	29.294	11.897
2099	134	13	49	29	35	29.294	11.897
2100	134	13	55	41	35	29.294	11.897
2101	134	16.5	53	34	35	29.294	11.897
2102	134	12.5	52	46	35	29.294	11.897
2103	134	15.5	54	29	35	29.294	11.897
2104	135	11	46	17	NA	24.176	12.647
2105	135	10.5	46	28	NA	24.176	12.647
2106	135	13	36	20	NA	24.176	12.647
2107	135	11	36	11	NA	24.176	12.647
2108	135	11.5	39	19	NA	24.176	12.647
2109	135	12.5	47	28	NA	24.176	12.647
2110	135	13	42	23	NA	24.176	12.647
2111	135	12.5	43	23	NA	24.176	12.647
2112	135	12	45	34	NA	24.176	12.647
2113	135	11.5	36	15	NA	24.176	12.647
2114	135	11.5	39	17	NA	24.176	12.647
2115	135	13	56	34	NA	24.176	12.647
2116	135	13	54	28	NA	24.176	12.647
2117	135	15.5	51	28	NA	24.176	12.647
2118	135	14.5	50	15	NA	24.176	12.647
2119	135	15.5	56	34	NA	24.176	12.647
2120	135	13.5	55	37	NA	24.176	12.647
2121	136	11.5	47	37	30	29.889	12.75
2122	136	12	40	20	30	29.889	12.75
2123	136	15	51	40	30	29.889	12.75
2124	136	13	58	13	30	29.889	12.75
2125	136	11.5	48	43	30	29.889	12.75
2126	136	13.5	51	23	30	29.889	12.75
2127	136	13	48	40	30	29.889	12.75
2128	136	13.5	42	23	30	29.889	12.75
2129	136	14.5	47	23	30	29.889	12.75
2130	136	13	53	43	30	29.889	12.75
2131	136	12	49	27	30	29.889	12.75
2132	136	13.5	47	33	30	29.889	12.75
2133	136	12.5	41	20	30	29.889	12.75
2134	136	12.5	47	40	30	29.889	12.75
2135	136	13.5	54	30	30	29.889	12.75
2136	136	11	46	33	30	29.889	12.75
2137	136	11.5	33	30	30	29.889	12.75
2138	136	12.5	44	20	30	29.889	12.75
2139	137	12.5	49	40	32	30.5	11.833
2140	137	14.5	55	40	32	30.5	11.833
2141	137	10	49	18	32	30.5	11.833
2142	137	12.5	37	20	32	30.5	11.833
2143	137	12	46	30	32	30.5	11.833
2144	137	6	30	37	32	30.5	11.833
2145	137	11	33	23	32	30.5	11.833
2146	137	13.5	51	43	32	30.5	11.833
2147	137	11	50	20	32	30.5	11.833
2148	137	12.5	40	30	32	30.5	11.833
2149	137	13	46	37	32	30.5	11.833
2150	137	10	47	38	32	30.5	11.833
2151	137	12.5	48	20	32	30.5	11.833
2152	137	15	56	37	32	30.5	11.833
2153	137	11	25	20	32	30.5	11.833
2154	137	12	52	33	32	30.5	11.833
2155	137	11.5	47	33	32	30.5	11.833
2156	137	12.5	40	30	32	30.5	11.833
2157	138	11	37	49	25	26.158	11.474
2158	138	8.5	39	20	25	26.158	11.474
2159	138	10.5	46	20	25	26.158	11.474
2160	138	10.5	38	34	25	26.158	11.474
2161	138	13	42	37	25	26.158	11.474
2162	138	11.5	NA	20	25	26.158	11.474
2163	138	9.5	37	20	25	26.158	11.474
2164	138	12.5	40	20	25	26.158	11.474
2165	138	13	47	23	25	26.158	11.474
2166	138	9.5	32	20	25	26.158	11.474
2167	138	12	51	47	25	26.158	11.474
2168	138	11	47	20	25	26.158	11.474
2169	138	10.5	50	17	25	26.158	11.474
2170	138	14.5	42	37	25	26.158	11.474
2171	138	11.5	41	27	25	26.158	11.474
2172	138	13.5	54	20	25	26.158	11.474
2173	138	12	38	26	25	26.158	11.474
2174	138	11.5	45	20	25	26.158	11.474
2175	138	12	47	20	25	26.158	11.474
2176	141	9.5	27	13	20	20.35	11.825
2177	141	10.5	41	20	20	20.35	11.825
2178	141	11	32	15	20	20.35	11.825
2179	141	15	45	20	20	20.35	11.825
2180	141	13.5	47	20	20	20.35	11.825
2181	141	11.5	35	17	20	20.35	11.825
2182	141	11.5	44	18	20	20.35	11.825
2183	141	8	35	18	20	20.35	11.825
2184	141	14	45	25	20	20.35	11.825
2185	141	15	46	20	20	20.35	11.825
2186	141	12.5	51	43	20	20.35	11.825
2187	141	11.5	33	18	20	20.35	11.825
2188	141	10.5	29	13	20	20.35	11.825
2189	141	12	48	15	20	20.35	11.825
2190	141	10.5	41	37	20	20.35	11.825
2191	141	8.5	38	23	20	20.35	11.825
2192	141	12	44	15	20	20.35	11.825
2193	141	12.5	27	20	20	20.35	11.825
2194	141	13.5	53	17	20	20.35	11.825
2195	141	13.5	44	20	20	20.35	11.825
2196	142	12	42	40	25	22.167	12.167
2197	142	12	50	17	25	22.167	12.167
2198	142	13.5	48	43	25	22.167	12.167
2199	142	12.5	53	17	25	22.167	12.167
2200	142	12	41	30	25	22.167	12.167
2201	142	14.5	38	15	25	22.167	12.167
2202	142	10.5	41	15	25	22.167	12.167
2203	142	11	33	20	25	22.167	12.167
2204	142	13.5	54	33	25	22.167	12.167
2205	142	10.5	31	10	25	22.167	12.167
2206	142	14	50	17	25	22.167	12.167
2207	142	11.5	40	17	25	22.167	12.167
2208	142	13.5	52	23	25	22.167	12.167
2209	142	10	46	20	25	22.167	12.167
2210	142	12	46	20	25	22.167	12.167
2211	142	14.5	53	17	25	22.167	12.167
2212	142	10.5	36	40	25	22.167	12.167
2213	142	13.5	46	20	25	22.167	12.167
2214	142	11.5	55	13	25	22.167	12.167
2215	142	13	51	17	25	22.167	12.167
2216	142	12.5	42	15	25	22.167	12.167
2217	142	10	45	13	25	22.167	12.167
2218	142	12.5	45	10	25	22.167	12.167
2219	142	11	52	50	25	22.167	12.167
2220	144	15	46	25	16	30.25	14.344
2221	144	12	44	43	16	30.25	14.344
2222	144	14	36	37	16	30.25	14.344
2223	144	12.5	47	25	16	30.25	14.344
2224	144	16	42	32	16	30.25	14.344
2225	144	13.5	49	23	16	30.25	14.344
2226	144	16.5	51	43	16	30.25	14.344
2227	144	13.5	45	17	16	30.25	14.344
2228	144	14.5	42	40	16	30.25	14.344
2229	144	13	52	20	16	30.25	14.344
2230	144	15	35	20	16	30.25	14.344
2231	144	14.5	54	43	16	30.25	14.344
2232	144	13.5	35	25	16	30.25	14.344
2233	144	15	54	20	16	30.25	14.344
2234	144	14	50	28	16	30.25	14.344
2235	144	17	54	43	16	30.25	14.344
2236	147	13	55	30	22	23.5	12.659
2237	147	11.5	37	25	22	23.5	12.659
2238	147	13.5	46	23	22	23.5	12.659
2239	147	12	51	33	22	23.5	12.659
2240	147	10	46	17	22	23.5	12.659
2241	147	13.5	51	20	22	23.5	12.659
2242	147	13.5	54	25	22	23.5	12.659
2243	147	12	51	37	22	23.5	12.659
2244	147	12.5	53	25	22	23.5	12.659
2245	147	13	46	20	22	23.5	12.659
2246	147	14	55	20	22	23.5	12.659
2247	147	12.5	51	25	22	23.5	12.659
2248	147	12.5	54	25	22	23.5	12.659
2249	147	15	55	18	22	23.5	12.659
2250	147	13.5	37	20	22	23.5	12.659
2251	147	13	51	23	22	23.5	12.659
2252	147	12	53	20	22	23.5	12.659
2253	147	15	51	23	22	23.5	12.659
2254	147	12.5	43	23	22	23.5	12.659
2255	147	12	48	20	22	23.5	12.659
2256	147	11.5	47	25	22	23.5	12.659
2257	147	10.5	46	20	22	23.5	12.659
2258	148	12	NA	37	32	29.833	13.129
2259	148	14.5	44	NA	32	29.833	13.129
2260	148	12.5	51	25	32	29.833	13.129
2261	148	13	47	23	32	29.833	13.129
2262	148	11	46	43	32	29.833	13.129
2263	148	11	45	20	32	29.833	13.129
2264	148	11.5	38	10	32	29.833	13.129
2265	148	13	41	20	32	29.833	13.129
2266	148	12	43	23	32	29.833	13.129
2267	148	13.5	44	25	32	29.833	13.129
2268	148	12.5	42	23	32	29.833	13.129
2269	148	17	51	28	32	29.833	13.129
2270	148	11.5	40	23	32	29.833	13.129
2271	148	17	54	20	32	29.833	13.129
2272	148	11.5	50	28	32	29.833	13.129
2273	148	14	55	48	32	29.833	13.129
2274	148	13.5	47	35	32	29.833	13.129
2275	148	12.5	44	28	32	29.833	13.129
2276	148	13	42	38	32	29.833	13.129
2277	148	16.5	56	48	32	29.833	13.129
2278	148	12	33	28	32	29.833	13.129
2279	148	13	46	20	32	29.833	13.129
2280	148	12.5	48	15	32	29.833	13.129
2281	148	12.5	32	50	32	29.833	13.129
2282	148	15	43	33	32	29.833	13.129
2283	148	11.5	45	30	32	29.833	13.129
2284	148	14.5	45	50	32	29.833	13.129
2285	148	13.5	53	33	32	29.833	13.129
2286	148	14.5	50	35	32	29.833	13.129
2287	148	12	48	33	32	29.833	13.129
2288	148	13	37	23	32	29.833	13.129
2289	149	15	51	45	23	35.952	11.952
2290	149	11	40	35	23	35.952	11.952
2291	149	12	44	33	23	35.952	11.952
2292	149	11.5	38	43	23	35.952	11.952
2293	149	9	35	33	23	35.952	11.952
2294	149	9.5	23	37	23	35.952	11.952
2295	149	11.5	46	33	23	35.952	11.952
2296	149	10.5	38	43	23	35.952	11.952
2297	149	9.5	52	47	23	35.952	11.952
2298	149	12	45	40	23	35.952	11.952
2299	149	9	34	20	23	35.952	11.952
2300	149	13.5	46	45	23	35.952	11.952
2301	149	12	41	23	23	35.952	11.952
2302	149	12.5	40	33	23	35.952	11.952
2303	149	15	51	43	23	35.952	11.952
2304	149	11.5	31	20	23	35.952	11.952
2305	149	12	47	30	23	35.952	11.952
2306	149	14	44	47	23	35.952	11.952
2307	149	13.5	47	40	23	35.952	11.952
2308	149	13.5	48	20	23	35.952	11.952
2309	149	13	48	45	23	35.952	11.952
2310	150	9	27	NA	30	33.2	11.536
2311	150	12	52	NA	30	33.2	11.536
2312	150	13	52	NA	30	33.2	11.536
2313	150	11.5	30	20	30	33.2	11.536
2314	150	12	40	50	30	33.2	11.536
2315	150	12	50	20	30	33.2	11.536
2316	150	12.5	54	40	30	33.2	11.536
2317	150	9	37	30	30	33.2	11.536
2318	150	13.5	40	40	30	33.2	11.536
2319	150	11	34	40	30	33.2	11.536
2320	150	11.5	47	40	30	33.2	11.536
2321	150	9.5	33	40	30	33.2	11.536
2322	150	12	43	10	30	33.2	11.536
2323	150	12.5	53	40	30	33.2	11.536
2324	150	10	36	20	30	33.2	11.536
2325	150	12.5	49	30	30	33.2	11.536
2326	150	13	54	50	30	33.2	11.536
2327	150	12	45	40	30	33.2	11.536
2328	150	13.5	41	50	30	33.2	11.536
2329	150	10.5	35	20	30	33.2	11.536
2330	150	10.5	34	40	30	33.2	11.536
2331	150	10.5	30	40	30	33.2	11.536
2332	150	12.5	41	50	30	33.2	11.536
2333	150	9.5	37	30	30	33.2	11.536
2334	150	12.5	46	30	30	33.2	11.536
2335	150	11.5	43	30	30	33.2	11.536
2336	150	12	30	20	30	33.2	11.536
2337	150	11.5	39	10	30	33.2	11.536
2338	151	9.5	33	NA	24	25.783	10.646
2339	151	11	40	20	24	25.783	10.646
2340	151	10	25	20	24	25.783	10.646
2341	151	11	38	30	24	25.783	10.646
2342	151	10	34	20	24	25.783	10.646
2343	151	12.5	37	20	24	25.783	10.646
2344	151	7	33	20	24	25.783	10.646
2345	151	10	39	20	24	25.783	10.646
2346	151	11.5	34	20	24	25.783	10.646
2347	151	12	49	47	24	25.783	10.646
2348	151	13	46	23	24	25.783	10.646
2349	151	9.5	37	47	24	25.783	10.646
2350	151	8.5	37	33	24	25.783	10.646
2351	151	12.5	43	20	24	25.783	10.646
2352	151	12	47	20	24	25.783	10.646
2353	151	10.5	38	47	24	25.783	10.646
2354	151	10	28	17	24	25.783	10.646
2355	151	11.5	42	23	24	25.783	10.646
2356	151	10.5	43	23	24	25.783	10.646
2357	151	7.5	34	20	24	25.783	10.646
2358	151	10	31	20	24	25.783	10.646
2359	151	16	51	40	24	25.783	10.646
2360	151	12	38	23	24	25.783	10.646
2361	151	7.5	34	20	24	25.783	10.646
2362	152	13.5	49	30	17	40.235	12.382
2363	152	15	52	50	17	40.235	12.382
2364	152	11	46	40	17	40.235	12.382
2365	152	12	40	30	17	40.235	12.382
2366	152	14.5	49	37	17	40.235	12.382
2367	152	11.5	40	47	17	40.235	12.382
2368	152	12	49	43	17	40.235	12.382
2369	152	11.5	54	40	17	40.235	12.382
2370	152	13	51	30	17	40.235	12.382
2371	152	13.5	56	43	17	40.235	12.382
2372	152	12.5	54	47	17	40.235	12.382
2373	152	12.5	52	47	17	40.235	12.382
2374	152	12	39	30	17	40.235	12.382
2375	152	10	47	43	17	40.235	12.382
2376	152	11.5	38	47	17	40.235	12.382
2377	152	12	52	37	17	40.235	12.382
2378	152	12.5	48	43	17	40.235	12.382
2379	153	11.5	42	18	25	32.727	12.479
2380	153	9.5	37	NA	25	32.727	12.479
2381	153	13	54	41	25	32.727	12.479
2382	153	8	35	18	25	32.727	12.479
2383	153	12.5	48	41	25	32.727	12.479
2384	153	13	48	18	25	32.727	12.479
2385	153	12	52	18	25	32.727	12.479
2386	153	12	48	18	25	32.727	12.479
2387	153	12.5	55	26	25	32.727	12.479
2388	153	11.5	47	NA	25	32.727	12.479
2389	153	12.5	54	49	25	32.727	12.479
2390	153	14	54	49	25	32.727	12.479
2391	153	12.5	51	41	25	32.727	12.479
2392	153	12.5	52	41	25	32.727	12.479
2393	153	11	54	41	25	32.727	12.479
2394	153	11.5	54	49	25	32.727	12.479
2395	153	14	54	18	25	32.727	12.479
2396	153	13	58	41	25	32.727	12.479
2397	153	11	45	18	25	32.727	12.479
2398	153	13.5	56	18	25	32.727	12.479
2399	153	12.5	48	41	25	32.727	12.479
2400	153	15.5	49	49	25	32.727	12.479
2401	153	14	56	18	25	32.727	12.479
2402	153	16.5	57	49	25	32.727	12.479
2403	154	11	41	11	24	19.9	11.708
2404	154	9.5	35	17	24	19.9	11.708
2405	154	11	28	11	24	19.9	11.708
2406	154	10.5	37	46	24	19.9	11.708
2407	154	10	37	15	24	19.9	11.708
2408	154	11	25	11	24	19.9	11.708
2409	154	10.5	50	17	24	19.9	11.708
2410	154	14.5	54	NA	24	19.9	11.708
2411	154	11.5	47	11	24	19.9	11.708
2412	154	11.5	54	49	24	19.9	11.708
2413	154	14.5	52	11	24	19.9	11.708
2414	154	15	53	NA	24	19.9	11.708
2415	155	10	34	30	34	33	11.742
2416	155	11	39	33	34	33	11.742
2417	155	9	40	40	34	33	11.742
2418	155	13	51	40	34	33	11.742
2419	155	13	54	40	34	33	11.742
2420	155	13.5	51	30	34	33	11.742
2421	155	13	51	25	34	33	11.742
2422	155	13.5	54	30	34	33	11.742
2423	155	10	49	27	34	33	11.742
2424	155	12	42	35	34	33	11.742
2425	155	15	55	40	34	33	11.742
2426	155	10.5	42	23	34	33	11.742
2427	155	12	54	33	34	33	11.742
2428	155	8	29	17	34	33	11.742
2429	155	12.5	35	50	34	33	11.742
2430	155	14	50	50	34	33	11.742
2431	155	12	37	30	34	33	11.742
2432	155	11.5	40	33	34	33	11.742
2433	155	11	52	30	34	33	11.742
2434	155	14	52	37	34	33	11.742
2435	155	12	41	33	34	33	11.742
2436	155	15	51	23	34	33	11.742
2437	155	11.5	45	43	34	33	11.742
2438	155	12	40	37	34	33	11.742
2439	155	11	34	30	34	33	11.742
2440	155	12.5	38	40	34	33	11.742
2441	155	10.5	47	20	34	33	11.742
2442	155	11	34	20	34	33	11.742
2443	155	9	23	23	34	33	11.742
2444	155	8.5	34	40	34	33	11.742
2445	155	12.5	51	40	34	33	11.742
2446	155	10.5	47	37	34	33	11.742
2447	155	13	50	30	34	33	11.742
2448	156	14	47	23	39	22.333	11.417
2449	156	11	38	48	39	22.333	11.417
2450	156	11.5	49	30	39	22.333	11.417
2451	156	10	29	28	39	22.333	11.417
2452	156	11.5	38	28	39	22.333	11.417
2453	156	14	48	23	39	22.333	11.417
2454	156	12	25	20	39	22.333	11.417
2455	156	7	31	10	39	22.333	11.417
2456	156	12.5	45	18	39	22.333	11.417
2457	156	8	31	10	39	22.333	11.417
2458	156	12	40	10	39	22.333	11.417
2459	156	13.5	47	20	39	22.333	11.417
2460	157	11	44	29	27	30.696	12.14
2461	157	11.5	38	34	27	30.696	12.14
2462	157	12	37	20	27	30.696	12.14
2463	157	9	37	43	27	30.696	12.14
2464	157	NA	45	13	27	30.696	12.14
2465	157	8.5	34	NA	27	30.696	12.14
2466	157	13	42	NA	27	30.696	12.14
2467	157	12.5	52	23	27	30.696	12.14
2468	157	13	56	32	27	30.696	12.14
2469	157	11.5	46	36	27	30.696	12.14
2470	157	13	39	38	27	30.696	12.14
2471	157	10.5	45	NA	27	30.696	12.14
2472	157	12	46	19	27	30.696	12.14
2473	157	12	50	26	27	30.696	12.14
2474	157	12	48	27	27	30.696	12.14
2475	157	15	48	24	27	30.696	12.14
2476	157	12	44	24	27	30.696	12.14
2477	157	11.5	43	39	27	30.696	12.14
2478	157	11.5	44	43	27	30.696	12.14
2479	157	13	51	45	27	30.696	12.14
2480	157	11	50	19	27	30.696	12.14
2481	157	13	55	43	27	30.696	12.14
2482	157	13	48	37	27	30.696	12.14
2483	157	12	49	24	27	30.696	12.14
2484	157	14.5	50	34	27	30.696	12.14
2485	157	15.5	NA	34	27	30.696	12.14
2486	158	10	NA	21	38	29.5	12.312
2487	158	11	41	34	38	29.5	12.312
2488	158	12.5	42	29	38	29.5	12.312
2489	158	11	33	17	38	29.5	12.312
2490	158	12	38	25	38	29.5	12.312
2491	158	12	45	41	38	29.5	12.312
2492	158	14.5	34	17	38	29.5	12.312
2493	158	12	43	30	38	29.5	12.312
2494	158	14	51	36	38	29.5	12.312
2495	158	13.5	46	20	38	29.5	12.312
2496	158	11	47	26	38	29.5	12.312
2497	158	13	46	41	38	29.5	12.312
2498	158	12.5	50	40	38	29.5	12.312
2499	158	13	51	19	38	29.5	12.312
2500	158	12	52	27	38	29.5	12.312
2501	158	13	54	49	38	29.5	12.312
2502	159	11.5	NA	19	33	26.636	12.273
2503	159	12.5	NA	19	33	26.636	12.273
2504	159	12	49	25	33	26.636	12.273
2505	159	13	50	30	33	26.636	12.273
2506	159	11	48	37	33	26.636	12.273
2507	159	12.5	41	20	33	26.636	12.273
2508	159	10	42	35	33	26.636	12.273
2509	159	12.5	54	38	33	26.636	12.273
2510	159	12	42	35	33	26.636	12.273
2511	159	9.5	32	23	33	26.636	12.273
2512	159	16.5	51	20	33	26.636	12.273
2513	159	10.5	34	20	33	26.636	12.273
2514	159	14	38	20	33	26.636	12.273
2515	159	11	32	33	33	26.636	12.273
2516	159	10.5	21	30	33	26.636	12.273
2517	159	11.5	46	23	33	26.636	12.273
2518	159	12	44	10	33	26.636	12.273
2519	159	11.5	43	23	33	26.636	12.273
2520	159	10	46	23	33	26.636	12.273
2521	159	14	57	40	33	26.636	12.273
2522	159	12	44	40	33	26.636	12.273
2523	159	11	50	45	33	26.636	12.273
2524	159	14	43	25	33	26.636	12.273
2525	159	12.5	39	20	33	26.636	12.273
2526	159	13.5	52	30	33	26.636	12.273
2527	159	13	38	30	33	26.636	12.273
2528	159	12.5	51	23	33	26.636	12.273
2529	159	12.5	43	20	33	26.636	12.273
2530	159	11	40	20	33	26.636	12.273
2531	159	11.5	42	20	33	26.636	12.273
2532	159	11	38	30	33	26.636	12.273
2533	159	15	54	33	33	26.636	12.273
2534	159	17.5	51	20	33	26.636	12.273
2535	160	13.5	43	NA	26	32.261	11.84
2536	160	12	38	NA	26	32.261	11.84
2537	160	14.5	50	50	26	32.261	11.84
2538	160	12.5	45	45	26	32.261	11.84
2539	160	12.5	43	10	26	32.261	11.84
2540	160	12	51	20	26	32.261	11.84
2541	160	9.5	44	10	26	32.261	11.84
2542	160	5	23	10	26	32.261	11.84
2543	160	12	40	45	26	32.261	11.84
2544	160	8	34	10	26	32.261	11.84
2545	160	7.5	20	10	26	32.261	11.84
2546	160	12	44	50	26	32.261	11.84
2547	160	15	52	35	26	32.261	11.84
2548	160	12	40	35	26	32.261	11.84
2549	160	9.5	33	10	26	32.261	11.84
2550	160	12	47	50	26	32.261	11.84
2551	160	13	52	40	26	32.261	11.84
2552	160	17.5	50	40	26	32.261	11.84
2553	160	9.5	30	50	26	32.261	11.84
2554	160	12.5	50	25	26	32.261	11.84
2555	160	12.5	44	35	26	32.261	11.84
2556	160	13.5	52	37	26	32.261	11.84
2557	160	11.5	53	40	26	32.261	11.84
2558	160	12	42	35	26	32.261	11.84
2559	160	14.5	54	50	26	32.261	11.84
2560	161	5.5	22	NA	36	31.548	12.061
2561	161	13	42	NA	36	31.548	12.061
2562	161	11	51	20	36	31.548	12.061
2563	161	8	45	20	36	31.548	12.061
2564	161	15	52	47	36	31.548	12.061
2565	161	13.5	51	37	36	31.548	12.061
2566	161	14	50	20	36	31.548	12.061
2567	161	11.5	44	48	36	31.548	12.061
2568	161	10.5	28	20	36	31.548	12.061
2569	161	11.5	43	17	36	31.548	12.061
2570	161	11.5	50	27	36	31.548	12.061
2571	161	13.5	41	18	36	31.548	12.061
2572	161	13.5	51	37	36	31.548	12.061
2573	161	11	53	17	36	31.548	12.061
2574	161	11.5	35	38	36	31.548	12.061
2575	161	12	50	37	36	31.548	12.061
2576	161	13	41	37	36	31.548	12.061
2577	161	12	55	40	36	31.548	12.061
2578	161	10.5	37	40	36	31.548	12.061
2579	161	13	44	30	36	31.548	12.061
2580	161	12.5	52	43	36	31.548	12.061
