hsgrad  nonwhite    mhs fhs income  asvab   nsibs   intact
11806   Yes No  Yes Yes  8.550  -0.172   1  Yes
11809   Yes No  Yes Yes 10.000   0.919   1  Yes
11820   Yes No  No  No  13.416   0.608   3  Yes
11833   Yes No  No  No   8.497  -1.259   4  No
11841   Yes Yes No  No   3.500  -0.162   2  No
11844   Yes No  No  No   5.657  -0.652   2  No
11846   Yes Yes No  No   4.472  -1.098   3  Yes
11849   Yes Yes Yes Yes  3.780  -1.116   4  Yes
11852   Yes No  Yes No  12.500   1.090   2  Yes
11863   Yes No  Yes No  11.000   1.126   3  Yes
11864   Yes Yes No  No   6.532  -0.929   7  Yes
11872   Yes No  Yes No  23.094   1.456   7  Yes
11875   Yes No  Yes Yes  8.050   0.642   2  Yes
11880   Yes No  Yes No   6.708  -0.161   2  Yes
11897   Yes No  No  No   8.000   1.405   2  No
11920   Yes No  No  No  13.002   0.917   0  Yes
11925   Yes No  Yes Yes  8.333   1.041   6  Yes
11926   Yes No  Yes Yes  8.333   1.297   6  Yes
11934   Yes Yes No  No   6.124  -0.952   3  Yes
11937   Yes Yes Yes Yes 11.628  -0.807   2  Yes
11941   Yes No  Yes No   4.899  -0.506   3  Yes
11942   Yes No  No  No   4.041   0.127   5  Yes
11945   Yes Yes No  No   0.302  -1.174   8  Yes
11946   No  Yes No  No   0.535   0.000  13  Yes
11947   Yes Yes No  No   0.535  -0.906  12  Yes
11952   No  Yes No  No   3.266  -1.483   3  Yes
11956   Yes No  No  No  14.289   0.348   3  Yes
11972   Yes No  Yes No   6.261   0.177   2  Yes
11976   Yes Yes No  No   2.009  -1.101   6  No
11994   Yes No  Yes Yes  6.532   0.249   3  Yes
12009   No  No  No  Yes 10.607   0.277   1  Yes
12010   Yes Yes Yes Yes  9.815   1.109   1  No
12013   Yes No  Yes No   1.000   0.428   1  Yes
12014   Yes No  Yes No  10.000   0.794   1  Yes
12019   Yes No  Yes No  13.461   0.695   2  Yes
12023   Yes No  No  No  10.500   0.958   1  No
12031   Yes No  No  No   6.708   0.711   3  Yes
12039   Yes No  No  No   2.500   0.710   1  Yes
12040   Yes No  No  Yes  2.500  -0.472   1  Yes
12043   No  No  No  No   2.858  -1.680   4  No
12044   Yes No  Yes Yes 11.258  -0.067   1  Yes
12053   Yes Yes No  Yes 14.434   0.608   1  Yes
12065   No  No  Yes Yes  7.155   0.071   2  Yes
12068   Yes No  No  No   7.500   1.142   2  No
12074   Yes No  Yes Yes 10.000   0.356   1  Yes
12089   Yes No  No  No   8.500   0.516   3  Yes
12090   Yes No  Yes No   3.879   0.270   5  Yes
12093   Yes No  Yes Yes 13.238   0.244   2  Yes
12102   Yes No  No  No  11.180   0.808   2  Yes
12106   Yes No  No  No   6.124   0.760   3  Yes
12110   Yes No  Yes Yes  6.899   0.115   3  Yes
12112   No  No  Yes Yes  7.603  -0.733   2  Yes
12114   Yes No  Yes Yes 17.500   0.462   4  Yes
12116   Yes No  No  No  13.000   1.001   1  Yes
12125   Yes Yes No  No  11.180  -0.766   2  Yes
12131   Yes Yes No  Yes  7.348  -0.341   4  Yes
12139   No  No  No  No   5.307  -0.568   5  Yes
12143   No  No  No  No   1.541  -0.985   3  No
12144   No  No  No  No   1.541  -0.907   3  No
12156   Yes Yes No  Yes  3.843  -0.093   4  No
12157   Yes Yes No  Yes  3.843  -0.093   4  Yes
12158   Yes Yes No  Yes  3.843  -1.727   4  Yes
12183   Yes Yes Yes No   7.603   0.582   2  Yes
12184   Yes Yes No  No   7.603  -1.358   2  Yes
12197   Yes Yes Yes Yes 10.451   0.088   7  No
12199   Yes Yes Yes No   0.495  -0.625   3  No
12206   Yes No  No  No  17.678   1.555   2  Yes
12218   Yes Yes No  No   6.000  -1.203   6  Yes
12260   Yes No  Yes Yes  3.578   1.501   3  Yes
12283   Yes Yes No  No   4.025  -0.299   6  No
